"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"36","chr17",48038045,48038046,2,"*","cg02742085",48026167,48038030,11864,"-","ENSG00000005243","COPZ2",48037208,48037771,"S_Shore"
"37","chr17",48038045,48038046,2,"*","cg02742085",48037161,48037247,87,"-","ENSG00000207947","MIR152",48037208,48037771,"S_Shore"
"38","chr10",99530411,99530412,2,"*","cg02798576",99526350,99531177,4828,"-","ENSG00000257582","LINC01475",99530269,99530581,"Island"
"39","chr12",131009040,131009041,2,"*","cg04013561",130953907,131141469,187563,"+","ENSG00000111452","ADGRD1",131004152,131004430,"."
"40","chr14",104170296,104170297,2,"*","cg04731084",104138723,104180894,42172,"+","ENSG00000066735","KIF26A",104171738,104172323,"N_Shore"
"41","chr17",53822745,53822746,2,"*","cg04851314",53276760,54365634,1088875,"-","ENSG00000285939","AC034268.2",53757290,53757539,"."
"42","chr17",53822745,53822746,2,"*","cg04851314",53822927,53825193,2267,"+","ENSG00000141200","KIF2B",53757290,53757539,"."
"43","chr7",137935651,137935652,2,"*","cg05811904",137874979,138002086,127108,"-","ENSG00000182158","CREB3L2",138001546,138002310,"."
"44","chr16",87690087,87690088,2,"*","cg06922496",87601835,87698156,96322,"+","ENSG00000154118","JPH3",87689566,87690494,"Island"
"45","chr1",2308752,2308753,2,"*","cg07842023",2228319,2310213,81895,"+","ENSG00000157933","SKI",2305004,2307630,"S_Shore"
"46","chr14",20802691,20802692,2,"*","cg08122234",20801228,20802855,1628,"-","ENSG00000129538","RNASE1",20723388,20723701,"."
"47","chr6",168089714,168089715,2,"*","cg09875471",168053166,168101511,48346,"-","ENSG00000153303","FRMD1",168078887,168079129,"."
"48","chr2",176112730,176112731,2,"*","cg10103266",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176112557,176112812,"Island"
"49","chr17",53822671,53822672,2,"*","cg10158151",53276760,54365634,1088875,"-","ENSG00000285939","AC034268.2",53757290,53757539,"."
"50","chr17",53822671,53822672,2,"*","cg10158151",53822927,53825193,2267,"+","ENSG00000141200","KIF2B",53757290,53757539,"."
"51","chr2",208112397,208112398,2,"*","cg10392614",208108233,208112511,4279,"-","ENSG00000229150","CRYGEP",208112177,208112497,"Island"
"52","chr17",61454836,61454837,2,"*","cg10606834",61452404,61485110,32707,"+","ENSG00000121075","TBX4",61454363,61455072,"Island"
"53","chr7",157722038,157722039,2,"*","cg11872672",157539056,158587823,1048768,"-","ENSG00000155093","PTPRN2",157731466,157734049,"."
"54","chr19",53431854,53431855,2,"*","cg12581241",53431984,53461862,29879,"+","ENSG00000286261","AC022137.3",53431837,53432038,"Island"
"55","chr19",53431854,53431855,2,"*","cg12581241",53431984,53444670,12687,"+","ENSG00000241015","TPM3P9",53431837,53432038,"Island"
"56","chr8",143379837,143379838,2,"*","cg13074173",143368876,143384221,15346,"+","ENSG00000158106","RHPN1",143379803,143380091,"Island"
"57","chr14",46841938,46841939,2,"*","cg13687915",46839629,47675605,835977,"-","ENSG00000139915","MDGA2",46651666,46651956,"."
"58","chr4",108650297,108650298,2,"*","cg13958923",108650585,108667820,17236,"+","ENSG00000198856","OSTC",108650538,108650883,"N_Shore"
"59","chr3",174377503,174377504,2,"*","cg14458654",174377244,174378005,762,"+","ENSG00000213169","AC069218.1",174377206,174377468,"S_Shore"
"60","chr5",123636171,123636172,2,"*","cg14534701",123636110,123637403,1294,"+","ENSG00000235275","KRT18P16",123636065,123636314,"Island"
"61","chr12",52258678,52258679,2,"*","cg15074033",52249300,52309163,59864,"+","ENSG00000170442","KRT86",52258235,52258959,"Island"
"62","chr12",52258678,52258679,2,"*","cg15074033",52250466,52258867,8402,"-","ENSG00000135477","KRT87P",52258235,52258959,"Island"
"63","chr3",180828669,180828670,2,"*","cg15115594",180614008,180870933,256926,"-","ENSG00000145075","CCDC39",180828379,180829128,"Island"
"64","chr3",180828669,180828670,2,"*","cg15115594",180707589,180871005,163417,"-","ENSG00000285336","AC108734.4",180828379,180829128,"Island"
"65","chr3",180828669,180828670,2,"*","cg15115594",180827977,180829850,1874,"-","ENSG00000239516","FLYWCH1P1",180828379,180829128,"Island"
"66","chr1",106805771,106805772,2,"*","cg15396204",106804474,106806032,1559,"-","ENSG00000232551","MTCO1P14",107056584,107057788,"."
"67","chr12",131076706,131076707,2,"*","cg15922513",130953907,131141469,187563,"+","ENSG00000111452","ADGRD1",131070206,131070624,"."
"68","chr5",141345668,141345669,2,"*","cg16572603",141330571,141512981,182411,"+","ENSG00000204956","PCDHGA1",141345485,141346324,"Island"
"69","chr5",141345668,141345669,2,"*","cg16572603",141338760,141512975,174216,"+","ENSG00000081853","PCDHGA2",141345485,141346324,"Island"
"70","chr5",141345668,141345669,2,"*","cg16572603",141343829,141512975,169147,"+","ENSG00000254245","PCDHGA3",141345485,141346324,"Island"
"71","chr19",4229890,4229891,2,"*","cg16592658",4229523,4237528,8006,"+","ENSG00000105246","EBI3",4217422,4218071,"."
"72","chr3",8963546,8963547,2,"*","cg16953067",8775402,8963773,188372,"-","ENSG00000070950","RAD18",8963181,8963586,"Island"
"73","chr1",118983437,118983438,2,"*","cg16990168",118883046,118989556,106511,"-","ENSG00000092607","TBX15",118984160,118984569,"N_Shore"
"74","chr3",147396565,147396566,2,"*","cg18731327",147386046,147406809,20764,"-","ENSG00000174963","ZIC4",147395822,147396692,"Island"
"75","chr3",147396565,147396566,2,"*","cg18731327",147393422,147510293,116872,"+","ENSG00000152977","ZIC1",147395822,147396692,"Island"
"76","chr7",159143940,159143941,2,"*","cg19814400",159028175,159144867,116693,"-","ENSG00000106018","VIPR2",159143816,159145800,"Island"
"77","chr5",1261957,1261958,2,"*","cg19977628",1253147,1295068,41922,"-","ENSG00000164362","TERT",1256854,1257107,"."
"78","chr17",1220518,1220519,2,"*","cg20964216",1003518,1229738,226221,"-","ENSG00000159842","ABR",1228454,1230073,"."
"79","chr2",1496483,1496484,2,"*","cg21759048",1366234,1580747,214514,"-","ENSG00000231482","AC105450.1",1489881,1490467,"."
"80","chr2",1496483,1496484,2,"*","cg21759048",1374066,1543711,169646,"+","ENSG00000115705","TPO",1489881,1490467,"."
"81","chr12",22544840,22544841,2,"*","cg22682373",22409237,22618868,209632,"+","ENSG00000250166","AC053513.1",22543847,22544794,"S_Shore"
"82","chr12",22544840,22544841,2,"*","cg22682373",22448583,22544546,95964,"-","ENSG00000111731","C2CD5",22543847,22544794,"S_Shore"
"83","chr19",5789688,5789689,2,"*","cg22961623",5784832,5791225,6394,"-","ENSG00000141994","DUS3L",5789188,5789724,"Island"
"84","chr5",141431535,141431536,2,"*","cg23244790",141330571,141512981,182411,"+","ENSG00000204956","PCDHGA1",141430928,141433050,"Island"
"85","chr5",141431535,141431536,2,"*","cg23244790",141338760,141512975,174216,"+","ENSG00000081853","PCDHGA2",141430928,141433050,"Island"
"86","chr5",141431535,141431536,2,"*","cg23244790",141343829,141512975,169147,"+","ENSG00000254245","PCDHGA3",141430928,141433050,"Island"
"87","chr5",141431535,141431536,2,"*","cg23244790",141350102,141512979,162878,"+","ENSG00000254221","PCDHGB1",141430928,141433050,"Island"
"88","chr5",141431535,141431536,2,"*","cg23244790",141355021,141512975,157955,"+","ENSG00000262576","PCDHGA4",141430928,141433050,"Island"
"89","chr5",141431535,141431536,2,"*","cg23244790",141360042,141512979,152938,"+","ENSG00000253910","PCDHGB2",141430928,141433050,"Island"
"90","chr5",141431535,141431536,2,"*","cg23244790",141364232,141512979,148748,"+","ENSG00000253485","PCDHGA5",141430928,141433050,"Island"
"91","chr5",141431535,141431536,2,"*","cg23244790",141370242,141512975,142734,"+","ENSG00000262209","PCDHGB3",141430928,141433050,"Island"
"92","chr5",141431535,141431536,2,"*","cg23244790",141373891,141512975,139085,"+","ENSG00000253731","PCDHGA6",141430928,141433050,"Island"
"93","chr5",141431535,141431536,2,"*","cg23244790",141382739,141512975,130237,"+","ENSG00000253537","PCDHGA7",141430928,141433050,"Island"
"94","chr5",141431535,141431536,2,"*","cg23244790",141387698,141512975,125278,"+","ENSG00000253953","PCDHGB4",141430928,141433050,"Island"
"95","chr5",141431535,141431536,2,"*","cg23244790",141390157,141512979,122823,"+","ENSG00000253767","PCDHGA8",141430928,141433050,"Island"
"96","chr5",141431535,141431536,2,"*","cg23244790",141397987,141512979,114993,"+","ENSG00000276547","PCDHGB5",141430928,141433050,"Island"
"97","chr5",141431535,141431536,2,"*","cg23244790",141402932,141512979,110048,"+","ENSG00000261934","PCDHGA9",141430928,141433050,"Island"
"98","chr5",141431535,141431536,2,"*","cg23244790",141408021,141512979,104959,"+","ENSG00000253305","PCDHGB6",141430928,141433050,"Island"
"99","chr5",141431535,141431536,2,"*","cg23244790",141412987,141512979,99993,"+","ENSG00000253846","PCDHGA10",141430928,141433050,"Island"
"100","chr5",141431535,141431536,2,"*","cg23244790",141417645,141512975,95331,"+","ENSG00000254122","PCDHGB7",141430928,141433050,"Island"
"101","chr5",141431535,141431536,2,"*","cg23244790",141421047,141512975,91929,"+","ENSG00000253873","PCDHGA11",141430928,141433050,"Island"
"102","chr5",141431535,141431536,2,"*","cg23244790",141430507,141512975,82469,"+","ENSG00000253159","PCDHGA12",141430928,141433050,"Island"
"103","chr6",149964339,149964340,2,"*","cg25115993",149963943,149973715,9773,"+","ENSG00000111981","ULBP1",149963547,149965379,"Island"
"104","chr1",181413798,181413799,2,"*","cg25305993",181317690,181808084,490395,"+","ENSG00000198216","CACNA1E",181413155,181413712,"S_Shore"
"105","chr3",32502670,32502671,2,"*","cg25359666",32481312,32502852,21541,"-","ENSG00000091317","CMTM6",32502597,32502863,"Island"
"106","chr11",133361749,133361750,2,"*","cg25585185",132414977,133532519,1117543,"-","ENSG00000183715","OPCML",133360990,133361750,"Island"
"107","chr11",133361749,133361750,2,"*","cg25585185",133360029,133366080,6052,"-","ENSG00000254896","OPCML-IT1",133360990,133361750,"Island"
"108","chr1",118984754,118984755,2,"*","cg26104752",118883046,118989556,106511,"-","ENSG00000092607","TBX15",118984160,118984569,"S_Shore"
"109","chr12",131474708,131474709,2,"*","cg26161104",131462853,131529894,67042,"-","ENSG00000256209","AC073578.1",131458975,131459216,"."
"110","chr3",8776370,8776371,2,"*","cg26289788",8733802,8841808,108007,"+","ENSG00000182533","CAV3",8767276,8769594,"."
"111","chr3",8776370,8776371,2,"*","cg26289788",8775402,8963773,188372,"-","ENSG00000070950","RAD18",8767276,8769594,"."
"112","chr4",110641389,110641390,2,"*","cg27183679",110617423,110642123,24701,"-","ENSG00000164093","PITX2",110639408,110639652,"S_Shore"
"113","chr10",1412653,1412654,2,"*","cg27404824",1177313,1737525,560213,"-","ENSG00000185736","ADARB2",1397427,1397819,"."
"114","chr12",66170486,66170487,2,"*","cg27504738",66123917,66169985,46069,"-","ENSG00000228144","AC078927.1",66169423,66170165,"S_Shore"
"115","chr12",66170486,66170487,2,"*","cg27504738",66135846,66170072,34227,"-","ENSG00000155957","TMBIM4",66169423,66170165,"S_Shore"
