"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"17","chr6",145836231,145836232,2,"*","cg00003181",145799409,145887430,88022,"+","ENSG00000235652","FBXO30-DT",145815190,145815428,"."
"18","chr9",137786754,137786755,2,"*","cg00004429",137618992,137870016,251025,"+","ENSG00000181090","EHMT1",137788669,137789322,"N_Shore"
"19","chr9",137786754,137786755,2,"*","cg00004429",137776539,137789235,12697,"-","ENSG00000255585","AL590627.1",137788669,137789322,"N_Shore"
"20","chr16",2519280,2519281,2,"*","cg00005390",2496032,2520218,24187,"+","ENSG00000260272","AC093525.2",2519559,2521070,"N_Shore"
"21","chr16",2519280,2519281,2,"*","cg00005390",2513952,2520218,6267,"+","ENSG00000185883","ATP6V0C",2519559,2521070,"N_Shore"
"22","chr16",2519280,2519281,2,"*","cg00005390",2513965,2527955,13991,"+","ENSG00000259784","AC093525.1",2519559,2521070,"N_Shore"
"23","chr16",2519280,2519281,2,"*","cg00005390",2520357,2531422,11066,"+","ENSG00000162066","AMDHD2",2519559,2521070,"N_Shore"
"24","chr12",52069532,52069533,2,"*","cg00006122",52069246,52077494,8249,"+","ENSG00000123395","ATG101",52069565,52070418,"N_Shore"
"25","chr8",37749061,37749062,2,"*","cg00007675",37736601,37758422,21822,"+","ENSG00000147475","ERLIN2",37736317,37737185,"."
"26","chr8",37749061,37749062,2,"*","cg00007675",37747338,37748004,667,"-","ENSG00000233170","AC138356.2",37736317,37737185,"."
"27","chr3",158101493,158101494,2,"*","cg00010946",158095954,158106503,10550,"-","ENSG00000168779","SHOX2",158103444,158103815,"N_Shore"
"28","chr2",218873592,218873593,2,"*","cg00011225",218859805,218874233,14429,"+","ENSG00000115596","WNT6",218873360,218874066,"Island"
"29","chr16",49277992,49277993,2,"*","cg00011740",49277917,49281838,3922,"-","ENSG00000102924","CBLN1",49278042,49278397,"N_Shore"
"30","chr2",218217292,218217293,2,"*","cg00012203",218217141,218254356,37216,"+","ENSG00000163466","ARPC2",218216931,218217574,"Island"
"31","chr2",3323256,3323257,2,"*","cg00014301",3188925,3377830,188906,"-","ENSG00000032389","EIPR1",3317293,3317522,"."
"32","chr9",133256320,133256321,2,"*","cg00017475",133250401,133276024,25624,"-","ENSG00000175164","ABO",133255615,133256444,"Island"
"33","chr3",147396619,147396620,2,"*","cg00028935",147386046,147406809,20764,"-","ENSG00000174963","ZIC4",147395822,147396692,"Island"
"34","chr3",147396619,147396620,2,"*","cg00028935",147393422,147510293,116872,"+","ENSG00000152977","ZIC1",147395822,147396692,"Island"
"35","chr12",123392773,123392774,2,"*","cg00033334",123383773,123409353,25581,"+","ENSG00000183955","KMT5A",123388651,123390050,"S_Shelf"
"36","chr1",151839447,151839448,2,"*","cg00036347",151837819,151840557,2739,"-","ENSG00000225556","C2CD4D",151839778,151840049,"N_Shore"
"37","chr13",78614840,78614841,2,"*","cg00047079",77919689,78617328,697640,"+","ENSG00000234377","OBI1-AS1",78609287,78609745,"."
"38","chr13",78614840,78614841,2,"*","cg00047079",78614289,78659155,44867,"-","ENSG00000152193","OBI1",78609287,78609745,"."
"39","chr13",30465969,30465970,2,"*","cg00075768",30456704,30617597,160894,"-","ENSG00000189403","HMGB1",30465451,30466079,"Island"
"40","chr13",30465969,30465970,2,"*","cg00075768",30466117,30482312,16196,"+","ENSG00000285840","AL353648.1",30465451,30466079,"Island"
"41","chr8",100106320,100106321,2,"*","cg00090261",99960936,100131268,170333,"-","ENSG00000132554","RGS22",100105695,100106465,"Island"
"42","chr4",109303795,109303796,2,"*","cg00112493",108808725,109302752,494028,"-","ENSG00000188517","COL25A1",109301815,109303101,"S_Shore"
"43","chr4",109303795,109303796,2,"*","cg00112493",109303035,109316135,13101,"+","ENSG00000246774","COL25A1-DT",109301815,109303101,"S_Shore"
"44","chr3",50372451,50372452,2,"*","cg00127781",50362799,50504244,141446,"-","ENSG00000007402","CACNA2D2",50364673,50365511,"."
"45","chr7",5428566,5428567,2,"*","cg00148114",5426277,5428927,2651,"-","ENSG00000234432","AC092171.3",5419561,5429625,"Island"
"46","chr7",5428566,5428567,2,"*","cg00148114",5428731,5429672,942,"+","ENSG00000273084","AC092171.5",5419561,5429625,"Island"
"47","chr12",119988814,119988815,2,"*","cg00175980",119989869,120094494,104626,"+","ENSG00000135127","BICDL1",119988744,119990262,"Island"
"48","chr17",73312072,73312073,2,"*","cg00229039",73283624,73312005,28382,"-","ENSG00000179604","CDC42EP4",73310837,73312543,"Island"
"49","chr19",1383700,1383701,2,"*","cg00256374",1383527,1395589,12063,"+","ENSG00000115286","NDUFS7",1383439,1384252,"Island"
"50","chr4",146942647,146942648,2,"*","cg00310792",146706638,146945882,239245,"-","ENSG00000137473","TTC29",146945678,146946007,"N_Shelf"
"51","chr4",146942647,146942648,2,"*","cg00310792",146934001,146945471,11471,"+","ENSG00000248764","AC092435.2",146945678,146946007,"N_Shelf"
"52","chr12",81077640,81077641,2,"*","cg00354572",80936414,81261210,324797,"+","ENSG00000111058","ACSS3",81077791,81078340,"N_Shore"
"53","chr8",98949148,98949149,2,"*","cg00388812",98944403,98952104,7702,"+","ENSG00000164920","OSR2",98948270,98949210,"Island"
"54","chr19",49142989,49142990,2,"*","cg00421363",49119544,49151026,31483,"+","ENSG00000177380","PPFIA3",49142836,49143051,"Island"
"55","chr12",106585284,106585285,2,"*","cg00450784",106495958,106774926,278969,"-","ENSG00000257545","AC079385.1",106585652,106587308,"N_Shore"
"56","chr12",106585284,106585285,2,"*","cg00450784",106583004,106762803,179800,"+","ENSG00000111783","RFX4",106585652,106587308,"N_Shore"
"57","chr2",131480395,131480396,2,"*","cg00455892",131464900,131492743,27844,"-","ENSG00000173272","MZT2A",131476034,131476562,"S_Shelf"
"58","chr2",131480395,131480396,2,"*","cg00455892",131476119,131482934,6816,"+","ENSG00000075886","TUBA3D",131476034,131476562,"S_Shelf"
"59","chr22",48577038,48577039,2,"*","cg00481629",48489553,48850912,361360,"+","ENSG00000219438","TAFA5",48575046,48577135,"Island"
"60","chr5",181222174,181222175,2,"*","cg00521588",181222499,181235808,13310,"+","ENSG00000146063","TRIM41",181222488,181222768,"N_Shore"
"61","chr7",37448650,37448651,2,"*","cg00549566",36854361,37449249,594889,"-","ENSG00000155849","ELMO1",37447752,37449069,"Island"
"62","chr16",3257037,3257038,2,"*","cg00599219",3242027,3256633,14607,"-","ENSG00000103313","MEFV",3254352,3254696,"S_Shelf"
"63","chr2",53860063,53860064,2,"*","cg00701946",53532672,53860160,327489,"-","ENSG00000115239","ASB3",53859640,53860129,"Island"
"64","chr2",53860063,53860064,2,"*","cg00701946",53852912,53859967,7056,"-","ENSG00000119737","GPR75",53859640,53860129,"Island"
"65","chr3",44761801,44761802,2,"*","cg00702638",44737661,44761619,23959,"-","ENSG00000163807","KIAA1143",44761361,44762126,"Island"
"66","chr3",44761801,44761802,2,"*","cg00702638",44761721,44873376,111656,"+","ENSG00000163808","KIF15",44761361,44762126,"Island"
"67","chr1",227728261,227728262,2,"*","cg00719400",227728539,227781231,52693,"+","ENSG00000143740","SNAP47",227734943,227735730,"."
"68","chr3",15859795,15859796,2,"*","cg00841985",15667236,15859771,192536,"-","ENSG00000206560","ANKRD28",15858991,15860483,"Island"
"69","chr3",15859795,15859796,2,"*","cg00841985",15860158,15875979,15822,"+","ENSG00000287042","AC090945.1",15858991,15860483,"Island"
"70","chr2",94735019,94735020,2,"*","cg00979178",94734655,94735844,1190,"-","ENSG00000227265","GXYLT1P7",94735636,94735891,"N_Shore"
"71","chr12",49951982,49951983,2,"*","cg01018437",49950737,49958878,8142,"+","ENSG00000167580","AQP2",49955297,49955742,"N_Shelf"
"72","chr12",49951982,49951983,2,"*","cg01018437",49951512,49962924,11413,"-","ENSG00000257588","AC025154.2",49955297,49955742,"N_Shelf"
"73","chr3",147424395,147424396,2,"*","cg01150433",147393422,147510293,116872,"+","ENSG00000152977","ZIC1",147424395,147424604,"Island"
"74","chr7",154616168,154616169,2,"*","cg01181150",153887097,154894285,1007189,"+","ENSG00000130226","DPP6",154750350,154750638,"."
"75","chr16",79603047,79603048,2,"*","cg01262630",79603572,79604177,606,"+","ENSG00000277214","AC009159.2",79598723,79601640,"S_Shore"
"76","chr6",56541286,56541287,2,"*","cg01358444",56457987,56954649,496663,"-","ENSG00000151914","DST",56542667,56543128,"N_Shore"
"77","chr17",74443911,74443912,2,"*","cg01571491",74424851,74451653,26803,"+","ENSG00000170412","GPRC5C",74446789,74447055,"N_Shelf"
"78","chr20",62929278,62929279,2,"*","cg01645295",62877738,62937952,60215,"-","ENSG00000101191","DIDO1",62929082,62929602,"Island"
"79","chr20",62929278,62929279,2,"*","cg01645295",62928621,62929297,677,"-","ENSG00000273759","AL117379.1",62929082,62929602,"Island"
"80","chr2",160407862,160407863,2,"*","cg01757209",160272151,160493807,221657,"-","ENSG00000153250","RBMS1",160407280,160408032,"Island"
"81","chr2",160407862,160407863,2,"*","cg01757209",160407810,160407882,73,"-","ENSG00000283734","MIR4785",160407280,160408032,"Island"
"82","chr3",156291362,156291363,2,"*","cg01800345",156037701,156539138,501438,"+","ENSG00000169282","KCNAB1",156291203,156291531,"Island"
"83","chr3",156291362,156291363,2,"*","cg01800345",156143570,156540627,397058,"+","ENSG00000287916","AC091607.2",156291203,156291531,"Island"
"84","chr1",29259341,29259342,2,"*","cg02100997",29236516,29326813,90298,"+","ENSG00000060656","PTPRU",29259386,29260086,"N_Shore"
"85","chr3",156291530,156291531,2,"*","cg02251742",156037701,156539138,501438,"+","ENSG00000169282","KCNAB1",156291203,156291531,"Island"
"86","chr3",156291530,156291531,2,"*","cg02251742",156143570,156540627,397058,"+","ENSG00000287916","AC091607.2",156291203,156291531,"Island"
"87","chr15",86142048,86142049,2,"*","cg02341759",86079973,87029052,949080,"+","ENSG00000273540","AGBL1",85840647,85840884,"."
"88","chr17",48634690,48634691,2,"*","cg02462868",48607232,48633572,26341,"-","ENSG00000260027","HOXB7",48633594,48634057,"S_Shore"
"89","chr17",48634690,48634691,2,"*","cg02462868",48628675,48634932,6258,"+","ENSG00000242207","HOXB-AS4",48633594,48634057,"S_Shore"
"90","chr3",113268168,113268169,2,"*","cg02498206",113211003,113287459,76457,"+","ENSG00000144857","BOC",113211591,113212659,"."
"91","chr3",113268168,113268169,2,"*","cg02498206",113259786,113266824,7039,"-","ENSG00000288079","AC026329.1",113211591,113212659,"."
"92","chr16",70474183,70474184,2,"*","cg02536199",70454595,70480274,25680,"+","ENSG00000157353","FCSK",70473124,70473343,"S_Shore"
"93","chr10",129793365,129793366,2,"*","cg02584319",129784983,129806971,21989,"+","ENSG00000283141","LINC02666",129794130,129794352,"N_Shore"
"94","chr6",27811058,27811059,2,"*","cg02805890",27810064,27811300,1237,"+","ENSG00000278828","H3C10",27810078,27810473,"S_Shore"
"95","chr20",51001972,51001973,2,"*","cg02811362",50999370,51010019,10650,"+","ENSG00000232358","AL050404.1",51003910,51004143,"N_Shore"
"96","chr14",56809249,56809250,2,"*","cg03091551",56799905,56816693,16789,"-","ENSG00000165588","OTX2",56807890,56810122,"Island"
"97","chr17",67043579,67043580,2,"*","cg03237431",67044554,67056797,12244,"+","ENSG00000108878","CACNG1",67044614,67044913,"N_Shore"
"98","chr10",28532825,28532826,2,"*","cg03441304",28522652,28533066,10415,"-","ENSG00000254635","WAC-AS1",28532261,28534163,"Island"
"99","chr10",28532825,28532826,2,"*","cg03441304",28532493,28623112,90620,"+","ENSG00000095787","WAC",28532261,28534163,"Island"
"100","chr7",51857588,51857589,2,"*","cg03487935",51849086,51864798,15713,"+","ENSG00000287039","AC006478.2",52273773,52274570,"."
"101","chr16",24055853,24055854,2,"*","cg04086239",23835983,24220611,384629,"+","ENSG00000166501","PRKCB",24255720,24256299,"."
"102","chr8",9555947,9555948,2,"*","cg04228628",9555912,9782346,226435,"+","ENSG00000173273","TNKS",9555872,9556583,"Island"
"103","chr8",9555947,9555948,2,"*","cg04228628",9555144,9556520,1377,"-","ENSG00000272267","AC021242.3",9555872,9556583,"Island"
"104","chr1",159712707,159712708,2,"*","cg04861230",159712289,159714589,2301,"-","ENSG00000132693","CRP",159780627,159781563,"."
"105","chr6",166097394,166097395,2,"*","cg05171129",166098111,166099589,1479,"+","ENSG00000287824","AL627443.3",166158358,166158558,"."
"106","chr17",48597710,48597711,2,"*","cg05332887",48549630,48606414,56785,"+","ENSG00000233101","HOXB-AS3",48597683,48598227,"Island"
"107","chr17",48597710,48597711,2,"*","cg05332887",48548870,48604912,56043,"-","ENSG00000120093","HOXB3",48597683,48598227,"Island"
"108","chr17",48597710,48597711,2,"*","cg05332887",48595751,48604992,9242,"-","ENSG00000108511","HOXB6",48597683,48598227,"Island"
"109","chr7",8262030,8262031,2,"*","cg05372578",8113184,8262687,149504,"-","ENSG00000003147","ICA1",8261402,8262622,"Island"
"110","chr7",8262030,8262031,2,"*","cg05372578",8262233,8262821,589,"+","ENSG00000244239","AC007009.1",8261402,8262622,"Island"
"111","chr7",8262030,8262031,2,"*","cg05372578",8262264,8344516,82253,"+","ENSG00000229970","AC007128.1",8261402,8262622,"Island"
"112","chr8",143991217,143991218,2,"*","cg05451722",143977153,144012772,35620,"-","ENSG00000178685","PARP10",143989752,143991218,"Island"
"113","chr8",143991217,143991218,2,"*","cg05451722",143990056,143993415,3360,"+","ENSG00000178719","GRINA",143989752,143991218,"Island"
"114","chr3",67654546,67654547,2,"*","cg05555772",67360460,67654612,294153,"-","ENSG00000172340","SUCLG2",67654205,67654582,"Island"
"115","chr3",67654546,67654547,2,"*","cg05555772",67654669,67947713,293045,"+","ENSG00000241316","SUCLG2-AS1",67654205,67654582,"Island"
"116","chr19",57709002,57709003,2,"*","cg05661282",57681969,57717301,35333,"+","ENSG00000204519","ZNF551",57708822,57709149,"Island"
"117","chr19",57709002,57709003,2,"*","cg05661282",57682045,57753575,71531,"+","ENSG00000269026","AC003006.1",57708822,57709149,"Island"
"118","chr19",57709002,57709003,2,"*","cg05661282",57697367,57709194,11828,"-","ENSG00000179909","ZNF154",57708822,57709149,"Island"
"119","chr4",169757918,169757919,2,"*","cg05867387",169729470,169757944,28475,"-","ENSG00000056050","HPF1",169757794,169758104,"Island"
"120","chr1",117606694,117606695,2,"*","cg06087298",117596832,117605770,8939,"-","ENSG00000236866","AL157902.1",117605337,117607046,"Island"
"121","chr1",117606694,117606695,2,"*","cg06087298",117606048,117628389,22342,"+","ENSG00000183508","TENT5C",117605337,117607046,"Island"
"122","chr15",25236063,25236064,2,"*","cg06298530",24978583,25420336,441754,"+","ENSG00000224078","SNHG14",25438249,25439268,"."
"123","chr15",25236063,25236064,2,"*","cg06298530",25236085,25236166,82,"+","ENSG00000202499","SNORD115-36",25438249,25439268,"."
"124","chr3",184300385,184300386,2,"*","cg06306006",184299198,184309050,9853,"+","ENSG00000175166","PSMD2",184298790,184299628,"S_Shore"
"125","chr16",87690087,87690088,2,"*","cg06922496",87601835,87698156,96322,"+","ENSG00000154118","JPH3",87689566,87690494,"Island"
"126","chr11",32829832,32829833,2,"*","cg06972381",32829927,32858120,28194,"+","ENSG00000135378","PRRG4",32829615,32830405,"Island"
"127","chr8",139612484,139612485,2,"*","cg07236958",139600838,139704109,103272,"-","ENSG00000169427","KCNK9",139618854,139619089,"."
"128","chr1",143736720,143736721,2,"*","cg07379028",143736066,143739506,3441,"+","ENSG00000232721","AC239800.2",143736122,143736547,"S_Shore"
"129","chr2",154698902,154698903,2,"*","cg08022436",154688296,154697817,9522,"-","ENSG00000287900","AC061961.1",154697494,154699557,"Island"
"130","chr2",154698902,154698903,2,"*","cg08022436",154697855,154858354,160500,"+","ENSG00000162989","KCNJ3",154697494,154699557,"Island"
"131","chr19",35748713,35748714,2,"*","cg08180494",35745678,35754519,8842,"+","ENSG00000188223","AD000671.1",35748772,35748983,"N_Shore"
"132","chr19",35748713,35748714,2,"*","cg08180494",35748361,35754519,6159,"+","ENSG00000267796","LIN37",35748772,35748983,"N_Shore"
"133","chr19",35748713,35748714,2,"*","cg08180494",35747057,35753415,6359,"-","ENSG00000267439","AD000671.3",35748772,35748983,"N_Shore"
"134","chr13",32022448,32022449,2,"*","cg08514385",31846713,32299125,452413,"+","ENSG00000073910","FRY",32031184,32031766,"."
"135","chr19",57935068,57935069,2,"*","cg08648727",57921882,57935402,13521,"-","ENSG00000196724","ZNF418",57934969,57935432,"Island"
"136","chr16",2770941,2770942,2,"*","cg08809408",2752626,2772538,19913,"+","ENSG00000167978","SRRM2",2765575,2766794,"."
"137","chr10",80535638,80535639,2,"*","cg08989478",80529597,80535942,6346,"-","ENSG00000226659","AC021028.1",80535746,80536436,"N_Shore"
"138","chr2",238397528,238397529,2,"*","cg09675853",238320441,238400897,80457,"+","ENSG00000204104","TRAF3IP1",238426520,238427622,"."
"139","chr12",47271447,47271448,2,"*","cg09853702",47237734,47279021,41288,"-","ENSG00000257925","AC008083.2",47235252,47235897,"."
"140","chr15",99100610,99100611,2,"*","cg10438487",98954149,99105824,151676,"-","ENSG00000259475","AC036108.1",99100390,99100823,"Island"
"141","chr15",99100610,99100611,2,"*","cg10438487",99098217,99135593,37377,"+","ENSG00000182253","SYNM",99100390,99100823,"Island"
"142","chr14",35534936,35534937,2,"*","cg10686916",35534164,35537054,2891,"+","ENSG00000168348","INSM2",35533393,35535807,"Island"
"143","chr19",57708927,57708928,2,"*","cg11294513",57681969,57717301,35333,"+","ENSG00000204519","ZNF551",57708822,57709149,"Island"
"144","chr19",57708927,57708928,2,"*","cg11294513",57682045,57753575,71531,"+","ENSG00000269026","AC003006.1",57708822,57709149,"Island"
"145","chr19",57708927,57708928,2,"*","cg11294513",57697367,57709194,11828,"-","ENSG00000179909","ZNF154",57708822,57709149,"Island"
"146","chr7",37449057,37449058,2,"*","cg11372090",36854361,37449249,594889,"-","ENSG00000155849","ELMO1",37447752,37449069,"Island"
"147","chr3",195765074,195765075,2,"*","cg11387368",195746765,195811973,65209,"-","ENSG00000145113","MUC4",195761725,195763072,"S_Shelf"
"148","chr6",38715259,38715260,2,"*","cg11764900",38715311,39030792,315482,"+","ENSG00000124721","DNAH8",38715174,38715489,"Island"
"149","chr6",38715259,38715260,2,"*","cg11764900",38714051,38715217,1167,"-","ENSG00000236355","AL391415.1",38715174,38715489,"Island"
"150","chr8",108131632,108131633,2,"*","cg12168275",108131100,108132114,1015,"-","ENSG00000230948","AP001331.1",108082628,108083621,"."
"151","chr8",11467178,11467179,2,"*","cg12265959",11421476,11475908,54433,"-","ENSG00000154319","FAM167A",11466271,11467188,"Island"
"152","chr9",33025798,33025799,2,"*","cg12762715",32886601,33025130,138530,"-","ENSG00000137074","APTX",33025085,33025799,"Island"
"153","chr9",33025798,33025799,2,"*","cg12762715",33025273,33039907,14635,"+","ENSG00000086061","DNAJA1",33025085,33025799,"Island"
"154","chr7",104668756,104668757,2,"*","cg12918081",104328700,104907232,578533,"+","ENSG00000187416","LHFPL3",104983891,104984401,"."
"155","chr7",104668756,104668757,2,"*","cg12918081",104667749,104669576,1828,"+","ENSG00000197258","EIF4BP6",104983891,104984401,"."
"156","chr14",36504486,36504487,2,"*","cg13012916",36320753,36656163,335411,"+","ENSG00000283098","AL132857.1",36503965,36504535,"Island"
"157","chr14",36504486,36504487,2,"*","cg13012916",36473207,36519521,46315,"-","ENSG00000257520","SFTA3",36503965,36504535,"Island"
"158","chr14",36504486,36504487,2,"*","cg13012916",36473288,36513829,40542,"-","ENSG00000229415","SFTA3",36503965,36504535,"Island"
"159","chr8",98946242,98946243,2,"*","cg13016314",98944403,98952104,7702,"+","ENSG00000164920","OSR2",98944331,98944795,"S_Shore"
"160","chr2",240684093,240684094,2,"*","cg13155490",240676418,240682906,6489,"-","ENSG00000185176","AQP12B",240672328,240673260,"."
"161","chr9",124015394,124015395,2,"*","cg13492692",124001670,124033301,31632,"+","ENSG00000106689","LHX2",124015123,124018674,"Island"
"162","chr15",75579404,75579405,2,"*","cg13554708",75463251,75579315,116065,"-","ENSG00000169410","PTPN9",75578462,75579473,"Island"
"163","chr15",75579404,75579405,2,"*","cg13554708",75527150,75601205,74056,"-","ENSG00000260269","AC105036.3",75578462,75579473,"Island"
"164","chr11",31806351,31806352,2,"*","cg13596833",31784779,31817961,33183,"-","ENSG00000007372","PAX6",31804196,31806373,"Island"
"165","chr12",98194668,98194669,2,"*","cg13645049",98113014,98292445,179432,"-","ENSG00000258312","AC016152.1",98456913,98457224,"."
"166","chr5",35046887,35046888,2,"*","cg13663303",34998101,35048135,50035,"-","ENSG00000113492","AGXT2",34929297,34930336,"."
"167","chr9",127388722,127388723,2,"*","cg14654171",127224265,127393660,169396,"+","ENSG00000136895","GARNL3",127396496,127396778,"."
"168","chr1",3111921,3111922,2,"*","cg14761019",3069168,3438621,369454,"+","ENSG00000142611","PRDM16",3111616,3111993,"Island"
"169","chr3",155853409,155853410,2,"*","cg14960293",155763043,155854442,91400,"-","ENSG00000284952","AC104472.3",155854570,155854815,"N_Shore"
"170","chr3",155853409,155853410,2,"*","cg14960293",155821024,155854456,33433,"-","ENSG00000169359","SLC33A1",155854570,155854815,"N_Shore"
"171","chr3",155853409,155853410,2,"*","cg14960293",155854752,155863191,8440,"+","ENSG00000286585","AC104472.4",155854570,155854815,"N_Shore"
"172","chr20",33167954,33167955,2,"*","cg14991345",33161768,33181412,19645,"+","ENSG00000131050","BPIFA2",33401339,33401612,"."
"173","chr3",135170651,135170652,2,"*","cg15000071",134597801,135260467,662667,"+","ENSG00000154928","EPHB1",134795489,134797138,"."
"174","chr3",135170651,135170652,2,"*","cg15000071",135138469,135439888,301420,"-","ENSG00000240086","AC092969.1",134795489,134797138,"."
"175","chr8",86069541,86069542,2,"*","cg15541630",85987323,86154225,166903,"+","ENSG00000147614","ATP6V0D2",86069425,86069817,"Island"
"176","chr8",86069541,86069542,2,"*","cg15541630",86047109,86088621,41513,"-","ENSG00000147613","PSKH2",86069425,86069817,"Island"
"177","chr8",119211626,119211627,2,"*","cg15999099",119165034,119245673,80640,"+","ENSG00000147676","MAL2",119208150,119208982,"S_Shelf"
"178","chr14",38255443,38255444,2,"*","cg16404157",38254000,38256093,2094,"-","ENSG00000176435","CLEC14A",38255050,38256332,"Island"
"179","chr14",38255443,38255444,2,"*","cg16404157",38256202,38371338,115137,"+","ENSG00000259072","AL355835.1",38255050,38256332,"Island"
"180","chr10",102647233,102647234,2,"*","cg17782974",102644479,102658318,13840,"+","ENSG00000171206","TRIM8",102642065,102645211,"S_Shelf"
"181","chr17",2814936,2814937,2,"*","cg18002862",2755705,3037741,282037,"+","ENSG00000132359","RAP1GAP2",2776454,2777218,"."
"182","chr19",12720845,12720846,2,"*","cg18810947",12699194,12724011,24818,"-","ENSG00000105576","TNPO2",12720980,12722760,"N_Shore"
"183","chr19",58204310,58204311,2,"*","cg19416570",58183029,58213562,30534,"+","ENSG00000171606","ZNF274",58203854,58204666,"Island"
"184","chr3",198080484,198080485,2,"*","cg19631064",198053522,198080720,27199,"-","ENSG00000226435","ANKRD18DP",198080159,198081863,"Island"
"185","chr8",100106284,100106285,2,"*","cg20051292",99960936,100131268,170333,"-","ENSG00000132554","RGS22",100105695,100106465,"Island"
"186","chr11",31819977,31819978,2,"*","cg20512711",31812307,32002405,190099,"+","ENSG00000281880","PAUPAR",31819769,31820456,"Island"
"187","chr11",31819977,31819978,2,"*","cg20512711",31812391,32104665,292275,"+","ENSG00000285283","AL035078.4",31819769,31820456,"Island"
"188","chr2",176116109,176116110,2,"*","cg20649017",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176116038,176116695,"Island"
"189","chr14",57975434,57975435,2,"*","cg21044933",57563920,57982194,418275,"-","ENSG00000151812","SLC35F4",57864959,57866403,"."
"190","chr19",57709126,57709127,2,"*","cg21790626",57681969,57717301,35333,"+","ENSG00000204519","ZNF551",57708822,57709149,"Island"
"191","chr19",57709126,57709127,2,"*","cg21790626",57682045,57753575,71531,"+","ENSG00000269026","AC003006.1",57708822,57709149,"Island"
"192","chr19",57709126,57709127,2,"*","cg21790626",57697367,57709194,11828,"-","ENSG00000179909","ZNF154",57708822,57709149,"Island"
"193","chr3",129974646,129974647,2,"*","cg22512438",129974688,129977935,3248,"+","ENSG00000170893","TRH",129974281,129975998,"Island"
"194","chr17",42674194,42674195,2,"*","cg22806907",42667914,42676994,9081,"-","ENSG00000068137","PLEKHH3",42675958,42677325,"N_Shore"
"195","chr22",48576519,48576520,2,"*","cg22989103",48489553,48850912,361360,"+","ENSG00000219438","TAFA5",48575046,48577135,"Island"
"196","chr11",125111973,125111974,2,"*","cg23156348",125096545,125111763,15219,"-","ENSG00000150433","TMEM218",125111424,125111873,"S_Shore"
"197","chr11",125111973,125111974,2,"*","cg23156348",125113161,125126781,13621,"+","ENSG00000187686","KRT18P59",125111424,125111873,"S_Shore"
"198","chr8",100106149,100106150,2,"*","cg23208513",99960936,100131268,170333,"-","ENSG00000132554","RGS22",100105695,100106465,"Island"
"199","chr19",6210907,6210908,2,"*","cg23281340",6210381,6279975,69595,"-","ENSG00000130382","MLLT1",6211757,6213117,"N_Shore"
"200","chr17",63895015,63895016,2,"*","cg23935447",63894909,63896661,1753,"-","ENSG00000136488","CSH1",63848908,63849583,"."
