"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"173","chr15",90870006,90870007,2,"*","cg19348484",90868588,90883458,14871,"+","ENSG00000140564","FURIN",90871082,90871290,"N_Shore"
"174","chr3",48223263,48223264,2,"*","cg19440734",48223347,48225491,2145,"+","ENSG00000164047","CAMP",48210582,48210880,"."
"175","chr7",47517213,47517214,2,"*","cg20258698",47275154,47582558,307405,"-","ENSG00000136205","TNS3",47536712,47537612,"."
"176","chr19",13835956,13835957,2,"*","cg20281375",13823880,13842928,19049,"-","ENSG00000267519","AC020916.1",13833326,13833881,"S_Shelf"
"177","chr1",228378379,228378380,2,"*","cg20329210",228208063,228378876,170814,"+","ENSG00000154358","OBSCN",228378249,228379420,"Island"
"178","chr13",50123849,50123850,2,"*","cg20863107",49956670,50125720,169051,"-","ENSG00000231607","DLEU2",50123849,50128150,"Island"
"179","chr13",50123849,50123850,2,"*","cg20863107",50082169,50906856,824688,"+","ENSG00000176124","DLEU1",50123849,50128150,"Island"
"180","chr3",4980707,4980708,2,"*","cg20971407",4896809,4980414,83606,"-","ENSG00000235831","BHLHE40-AS1",4978192,4980538,"S_Shore"
"181","chr3",4980707,4980708,2,"*","cg20971407",4979437,4985323,5887,"+","ENSG00000134107","BHLHE40",4978192,4980538,"S_Shore"
"182","chr3",139343929,139343930,2,"*","cg21182694",139005806,139357223,351418,"+","ENSG00000175110","MRPS22",139344079,139344304,"N_Shore"
"183","chr15",70098646,70098647,2,"*","cg21446345",70047790,70098176,50387,"-","ENSG00000140332","TLE3",70095591,70100867,"Island"
"184","chr6",11044661,11044662,2,"*","cg21572722",10980759,11044305,63547,"-","ENSG00000197977","ELOVL2",11043681,11044973,"Island"
"185","chr6",11044661,11044662,2,"*","cg21572722",11043482,11079154,35673,"+","ENSG00000230314","ELOVL2-AS1",11043681,11044973,"Island"
"186","chr17",57995002,57995003,2,"*","cg22225179",57989038,58007246,18209,"-","ENSG00000266086","AC015813.2",57987470,57988690,"."
"187","chr17",57995002,57995003,2,"*","cg22225179",57989039,57994850,5812,"-","ENSG00000264112","AC015813.1",57987470,57988690,"."
"188","chr17",38561962,38561963,2,"*","cg22320365",38530031,38605952,75922,"-","ENSG00000277363","SRCIN1",38561492,38562357,"Island"
"189","chr21",44711184,44711185,2,"*","cg22991148",44497893,44711572,213680,"-","ENSG00000175894","TSPEAR",44709477,44709774,"S_Shore"
"190","chr17",1111860,1111861,2,"*","cg23372723",1003518,1229738,226221,"-","ENSG00000159842","ABR",1108605,1109728,"S_Shelf"
"191","chr12",53115597,53115598,2,"*","cg23468479",53103486,53124535,21050,"+","ENSG00000167780","SOAT2",53097789,53098171,"."
"192","chr20",4014738,4014739,2,"*","cg23834525",3927309,4015558,88250,"-","ENSG00000101236","RNF24",4014927,4015758,"N_Shore"
"193","chr12",6200351,6200352,2,"*","cg24180569",6199715,6238271,38557,"+","ENSG00000010278","CD9",6199987,6201226,"Island"
"194","chr17",82247217,82247218,2,"*","cg24328095",82228397,82261129,32733,"+","ENSG00000141526","SLC16A3",82248814,82249051,"N_Shore"
"195","chr17",82247217,82247218,2,"*","cg24328095",82239023,82273731,34709,"-","ENSG00000141551","CSNK1D",82248814,82249051,"N_Shore"
"196","chr2",127700674,127700675,2,"*","cg24925163",127701497,127705242,3746,"+","ENSG00000173349","SFT2D3",127701271,127702363,"N_Shore"
"197","chr11",695492,695493,2,"*","cg25947144",644233,706715,62483,"-","ENSG00000177030","DEAF1",694565,696375,"Island"
"198","chr11",695492,695493,2,"*","cg25947144",694438,727727,33290,"+","ENSG00000177106","EPS8L2",694565,696375,"Island"
"199","chr11",695492,695493,2,"*","cg25947144",695428,705028,9601,"+","ENSG00000177042","TMEM80",694565,696375,"Island"
"200","chr1",52056544,52056545,2,"*","cg26010095",52020131,52055191,35061,"-","ENSG00000117862","TXNDC12",52056109,52056624,"Island"
