"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"15","chr6",41639371,41639372,2,"*","cg00558689",41636882,41654246,17365,"+","ENSG00000112559","MDFI",41636846,41638925,"S_Shore"
"16","chr2",53860063,53860064,2,"*","cg00701946",53532672,53860160,327489,"-","ENSG00000115239","ASB3",53859640,53860129,"Island"
"17","chr2",53860063,53860064,2,"*","cg00701946",53852912,53859967,7056,"-","ENSG00000119737","GPR75",53859640,53860129,"Island"
"18","chr12",121578874,121578875,2,"*","cg01029623",121429096,121581023,151928,"-","ENSG00000089094","KDM2B",121578266,121580682,"Island"
"19","chr12",125228281,125228282,2,"*","cg01188146",125186836,125662377,475542,"+","ENSG00000139364","TMEM132B",125185572,125187566,"."
"20","chr8",76682360,76682361,2,"*","cg01419567",76491200,76683308,192109,"-","ENSG00000253661","ZFHX4-AS1",76682021,76682625,"Island"
"21","chr8",76682360,76682361,2,"*","cg01419567",76681239,76867281,186043,"+","ENSG00000091656","ZFHX4",76682021,76682625,"Island"
"22","chr5",135027872,135027873,2,"*","cg02037307",135027734,135034813,7080,"-","ENSG00000069011","PITX1",135027403,135029456,"Island"
"23","chr15",86142048,86142049,2,"*","cg02341759",86079973,87029052,949080,"+","ENSG00000273540","AGBL1",85840647,85840884,"."
"24","chr7",27118199,27118200,2,"*","cg02627455",27106184,27152581,46398,"-","ENSG00000105997","HOXA3",27115381,27115807,"S_Shelf"
"25","chr7",27118199,27118200,2,"*","cg02627455",27107777,27134302,26526,"+","ENSG00000253552","HOXA-AS2",27115381,27115807,"S_Shelf"
"26","chr19",575412,575413,2,"*","cg03233876",571277,583493,12217,"+","ENSG00000172270","BSG",577756,578441,"N_Shelf"
"27","chr2",102726962,102726963,2,"*","cg04062040",102714630,102736888,22259,"-","ENSG00000135953","MFSD9",102736680,102736955,"."
"28","chr19",5621171,5621172,2,"*","cg04353438",5586999,5624046,37048,"-","ENSG00000130254","SAFB2",5622238,5623701,"N_Shore"
"29","chr16",70429315,70429316,2,"*","cg04957757",70375977,70439237,63261,"-","ENSG00000157350","ST3GAL2",70438686,70439746,"."
"30","chr2",233060091,233060092,2,"*","cg06272010",233059967,233207903,147937,"+","ENSG00000168918","INPP5D",233060382,233060608,"N_Shore"
"31","chr2",71453429,71453430,2,"*","cg07161827",71453722,71686768,233047,"+","ENSG00000135636","DYSF",71453429,71454146,"Island"
"32","chr8",108082652,108082653,2,"*","cg07390122",107899316,108083642,184327,"-","ENSG00000147655","RSPO2",108082628,108083621,"Island"
"33","chr6",108119135,108119136,2,"*","cg08382226",108041409,108165854,124446,"-","ENSG00000081087","OSTM1",108117795,108120004,"Island"
"34","chr19",58059098,58059099,2,"*","cg09907936",58059239,58086310,27072,"+","ENSG00000176293","ZNF135",58059026,58060411,"Island"
"35","chr8",144270354,144270355,2,"*","cg10146692",144262045,144291438,29394,"-","ENSG00000261236","BOP1",144270460,144270724,"N_Shore"
"36","chr20",24635079,24635080,2,"*","cg10267724",24469629,24666616,196988,"+","ENSG00000101463","SYNDIG1",24469209,24471401,"."
"37","chrX",143633995,143633996,2,"*","cg10288278",143622790,143636101,13312,"-","ENSG00000179542","SLITRK4",143633595,143635126,"Island"
"38","chr7",128032405,128032406,2,"*","cg12628196",127652194,128092609,440416,"+","ENSG00000197157","SND1",128031106,128032800,"Island"
"39","chr7",128032405,128032406,2,"*","cg12628196",128027071,128032107,5037,"-","ENSG00000128594","LRRC4",128031106,128032800,"Island"
"40","chr17",81412550,81412551,2,"*","cg12692386",81395475,81466332,70858,"+","ENSG00000266074","BAHCC1",81414635,81415127,"N_Shelf"
"41","chr18",74499068,74499069,2,"*","cg14963724",74495816,74523454,27639,"+","ENSG00000133313","CNDP2",74495701,74496804,"S_Shelf"
"42","chr2",97993407,97993408,2,"*","cg16445423",97756333,97995948,239616,"-","ENSG00000075568","TMEM131",97995271,97996481,"N_Shore"
"43","chr8",118088957,118088958,2,"*","cg18016148",117794490,118111826,317337,"-","ENSG00000182197","EXT1",118111736,118112224,"."
"44","chr19",2253493,2253494,2,"*","cg18128164",2252252,2269759,17508,"-","ENSG00000167476","JSRP1",2250562,2253960,"Island"
"45","chr3",170587408,170587409,2,"*","cg24977541",170418868,170860380,441513,"+","ENSG00000285218","AC026316.4",170585256,170585979,"S_Shore"
"46","chr3",170587408,170587409,2,"*","cg24977541",170448639,170860993,412355,"+","ENSG00000285051","SLC7A14-AS1",170585256,170585979,"S_Shore"
"47","chr3",170587408,170587409,2,"*","cg24977541",170459548,170586075,126528,"-","ENSG00000013293","SLC7A14",170585256,170585979,"S_Shore"
"48","chr17",19533583,19533584,2,"*","cg25387636",19495385,19579034,83650,"+","ENSG00000142494","SLC47A1",19533476,19534379,"Island"
