"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"43","chr19",48466825,48466826,2,"*","cg00347746",48465837,48472431,6595,"+","ENSG00000268465","AC008403.1",48468969,48469900,"N_Shelf"
"44","chr19",48466825,48466826,2,"*","cg00347746",48465348,48469693,4346,"-","ENSG00000268530","AC008403.2",48468969,48469900,"N_Shelf"
"45","chr8",98949148,98949149,2,"*","cg00388812",98944403,98952104,7702,"+","ENSG00000164920","OSR2",98948270,98949210,"Island"
"46","chr7",101236276,101236277,2,"*","cg00432937",101232092,101238820,6729,"-","ENSG00000106404","CLDN15",101232388,101232931,"S_Shelf"
"47","chr4",21948944,21948945,2,"*","cg00688962",20728606,21948772,1220167,"-","ENSG00000185774","KCNIP4",21948463,21949242,"Island"
"48","chr4",21948944,21948945,2,"*","cg00688962",21949015,22330330,381316,"+","ENSG00000250039","AC096719.1",21948463,21949242,"Island"
"49","chr17",36592164,36592165,2,"*","cg00848397",36591879,36600804,8926,"+","ENSG00000278535","DHRS11",36591624,36592472,"Island"
"50","chr20",51750302,51750303,2,"*","cg00981877",51596514,51768390,171877,"-","ENSG00000054793","ATP9A",51767137,51768833,"."
"51","chr3",52445089,52445090,2,"*","cg01113435",52433035,52445103,12069,"-","ENSG00000010319","SEMA3G",52444509,52444768,"S_Shore"
"52","chr17",74893685,74893686,2,"*","cg01143309",74877302,74893781,16480,"-","ENSG00000172782","FADS6",74893198,74893962,"Island"
"53","chr15",74133211,74133212,2,"*","cg01178680",74100311,74138540,38230,"+","ENSG00000167178","ISLR2",74132751,74136480,"Island"
"54","chr6",83066034,83066035,2,"*","cg01359246",82892390,83065841,173452,"-","ENSG00000118420","UBE3D",83065656,83066047,"Island"
"55","chr17",40362714,40362715,2,"*","cg01367005",40360655,40364693,4039,"+","ENSG00000266208","AC080112.1",40362714,40364012,"Island"
"56","chr17",40362714,40362715,2,"*","cg01367005",40360652,40364737,4086,"-","ENSG00000183153","GJD3",40362714,40364012,"Island"
"57","chr22",50091269,50091270,2,"*","cg01603733",50089879,50161690,71812,"+","ENSG00000073146","MOV10L1",50091133,50091369,"Island"
"58","chr22",50091269,50091270,2,"*","cg01603733",50092745,50096437,3693,"+","ENSG00000280395","AL034546.1",50091133,50091369,"Island"
"59","chr14",93033773,93033774,2,"*","cg01619562",92936914,93116320,179407,"-","ENSG00000100605","ITPK1",93058423,93059072,"."
"60","chr4",128286570,128286571,2,"*","cg01914037",128269237,128288829,19593,"-","ENSG00000164040","PGRMC2",128287143,128288625,"N_Shore"
"61","chr4",89837255,89837256,2,"*","cg02192967",89700345,89838315,137971,"-","ENSG00000145335","SNCA",89836858,89837719,"Island"
"62","chr4",89837255,89837256,2,"*","cg02192967",89836408,89841978,5571,"+","ENSG00000247775","SNCA-AS1",89836858,89837719,"Island"
"63","chr1",27342065,27342066,2,"*","cg02576092",27342020,27353937,11918,"+","ENSG00000142765","SYTL1",27349429,27351525,"."
"64","chr7",157854417,157854418,2,"*","cg02704570",157539056,158587823,1048768,"-","ENSG00000155093","PTPRN2",157855109,157855315,"N_Shore"
"65","chr7",157854417,157854418,2,"*","cg02704570",157854529,157863011,8483,"+","ENSG00000233038","PTPRN2-AS1",157855109,157855315,"N_Shore"
"66","chr16",23556981,23556982,2,"*","cg02778609",23520754,23557731,36978,"-","ENSG00000103356","EARS2",23557078,23558167,"N_Shore"
"67","chr16",23556981,23556982,2,"*","cg02778609",23557721,23574389,16669,"+","ENSG00000103353","UBFD1",23557078,23558167,"N_Shore"
"68","chr13",99498457,99498458,2,"*","cg02794779",99446311,99564048,117738,"+","ENSG00000125304","TM9SF2",99498439,99498766,"Island"
"69","chr13",99498457,99498458,2,"*","cg02794779",99486962,99499306,12345,"-","ENSG00000280734","LINC01232",99498439,99498766,"Island"
"70","chr13",99498457,99498458,2,"*","cg02794779",99498737,99501250,2514,"+","ENSG00000280710","AL139035.1",99498439,99498766,"Island"
"71","chr1",10415261,10415262,2,"*","cg03344767",10398592,10420511,21920,"+","ENSG00000142657","PGD",10430144,10431015,"."
"72","chr2",218010744,218010745,2,"*","cg03347671",217799588,218033982,234395,"-","ENSG00000079308","TNS1",218009960,218010586,"S_Shore"
"73","chr6",54898203,54898204,2,"*","cg03513858",54846771,54945099,98329,"+","ENSG00000168143","FAM83B",54846356,54847235,"."
"74","chr10",11017762,11017763,2,"*","cg03813164",10798397,11336675,538279,"+","ENSG00000048740","CELF2",11017480,11018794,"Island"
"75","chr16",85251533,85251534,2,"*","cg03917020",85169525,85676204,506680,"+","ENSG00000131149","GSE1",85235587,85235974,"."
"76","chr16",85251533,85251534,2,"*","cg03917020",85227203,85309176,81974,"+","ENSG00000287787","AC092275.1",85235587,85235974,"."
"77","chr2",109128067,109128068,2,"*","cg04398391",109127327,109128930,1604,"-","ENSG00000259863","SH3RF3-AS1",109128130,109130377,"N_Shore"
"78","chr2",109128067,109128068,2,"*","cg04398391",109129205,109504634,375430,"+","ENSG00000172985","SH3RF3",109128130,109130377,"N_Shore"
"79","chr3",39279958,39279959,2,"*","cg04569233",39263495,39281735,18241,"-","ENSG00000168329","CX3CR1",39180790,39181179,"."
"80","chr20",63444034,63444035,2,"*","cg05220534",63400210,63472677,72468,"-","ENSG00000075043","KCNQ2",63444708,63444910,"N_Shore"
"81","chr1",209207799,209207800,2,"*","cg05935052",209147220,209266758,119539,"-","ENSG00000232537","AC092810.3",209231501,209232128,"."
"82","chr12",49235404,49235405,2,"*","cg05979320",49188736,49274600,85865,"+","ENSG00000167553","TUBA1C",49264464,49265392,"."
"83","chr12",49235404,49235405,2,"*","cg05979320",49232790,49264756,31967,"-","ENSG00000258101","AC010173.1",49264464,49265392,"."
"84","chr1",110068843,110068844,2,"*","cg06215569",110031577,110074641,43065,"+","ENSG00000143093","STRIP1",110067644,110070681,"Island"
"85","chr1",110068843,110068844,2,"*","cg06215569",110059870,110070672,10803,"-","ENSG00000156150","ALX3",110067644,110070681,"Island"
"86","chr2",202375205,202375206,2,"*","cg07034632",202376327,202567751,191425,"+","ENSG00000204217","BMPR2",202375143,202376118,"Island"
"87","chr2",202375205,202375206,2,"*","cg07034632",202374932,202375604,673,"-","ENSG00000273456","AC064836.2",202375143,202376118,"Island"
"88","chr5",135028283,135028284,2,"*","cg07274716",135027734,135034813,7080,"-","ENSG00000069011","PITX1",135027403,135029456,"Island"
"89","chr19",40693283,40693284,2,"*","cg08257600",40691530,40718207,26678,"-","ENSG00000123815","COQ8B",40690375,40691202,"S_Shelf"
"90","chr11",5269516,5269517,2,"*","cg08970694",5253188,5505605,252418,"-","ENSG00000196565","HBG2",4607869,4608300,"."
"91","chr11",5269516,5269517,2,"*","cg08970694",5254392,5678434,424043,"-","ENSG00000239920","AC104389.5",4607869,4608300,"."
"92","chr11",5269516,5269517,2,"*","cg08970694",5268345,5505652,237308,"-","ENSG00000213931","HBE1",4607869,4608300,"."
"93","chr7",72217321,72217322,2,"*","cg09361748",71779491,72447151,667661,"-","ENSG00000183166","CALN1",72335773,72337783,"."
"94","chr17",18225267,18225268,2,"*","cg09666237",18225635,18244875,19241,"+","ENSG00000131899","LLGL1",18225264,18225728,"Island"
"95","chrX",155335202,155335203,2,"*","cg09889532",155276211,155334657,58447,"-","ENSG00000155962","CLIC2",155380587,155381028,"."
"96","chrX",155335202,155335203,2,"*","cg09889532",155334858,155351957,17100,"-","ENSG00000224216","AC234781.1",155380587,155381028,"."
"97","chrX",50468230,50468231,2,"*","cg10063227",50365409,50470825,105417,"-","ENSG00000274588","DGKK",50469431,50469667,"N_Shore"
"98","chr4",42893223,42893224,2,"*","cg10469791",42893267,43030658,137392,"+","ENSG00000215203","GRXCR1",42656262,42657533,"."
"99","chr1",201507478,201507479,2,"*","cg10482632",201483530,201509456,25927,"-","ENSG00000159176","CSRP1",201506758,201507388,"S_Shore"
"100","chr1",201507478,201507479,2,"*","cg10482632",201507241,201534784,27544,"+","ENSG00000224536","AC096677.1",201506758,201507388,"S_Shore"
"101","chr7",4973878,4973879,2,"*","cg10569694",4973988,5040675,66688,"+","ENSG00000196204","RNF216P1",4973878,4974805,"Island"
"102","chr9",125262316,125262317,2,"*","cg10660865",125261794,125367207,105414,"+","ENSG00000165219","GAPVD1",125261902,125262317,"Island"
"103","chr8",142801229,142801230,2,"*","cg10948284",142785374,142812120,26747,"+","ENSG00000253715","AC083841.2",142798179,142798390,"S_Shelf"
"104","chr8",142801229,142801230,2,"*","cg10948284",142797624,142806142,8519,"-","ENSG00000283686","AC083841.4",142798179,142798390,"S_Shelf"
"105","chr17",8210440,8210441,2,"*","cg11009596",8204733,8210600,5868,"-","ENSG00000178999","AURKB",8210315,8210648,"Island"
"106","chrX",141903928,141903929,2,"*","cg11110686",141903894,141909374,5481,"+","ENSG00000155495","MAGEC1",141176766,141177220,"."
"107","chr3",129428387,129428388,2,"*","cg11639225",129401321,129428651,27331,"-","ENSG00000172771","EFCAB12",129428387,129428774,"Island"
"108","chr8",89611898,89611899,2,"*","cg12176793",89585872,89757812,171941,"-","ENSG00000251136","AF117829.1",89757308,89758229,"."
"109","chr1",205659055,205659056,2,"*","cg12638776",205657851,205680509,22659,"-","ENSG00000158715","SLC45A3",205662850,205663126,"N_Shelf"
"110","chr11",102110436,102110437,2,"*","cg12697442",102110447,102233424,122978,"+","ENSG00000137693","YAP1",102109902,102111599,"Island"
"111","chr11",102110436,102110437,2,"*","cg12697442",102109827,102110457,631,"-","ENSG00000277459","AP001527.2",102109902,102111599,"Island"
"112","chr2",101050432,101050433,2,"*","cg13814654",101007617,101252866,245250,"-","ENSG00000204634","TBC1D8",101001786,101002196,"."
"113","chr1",9725231,9725232,2,"*","cg14176088",9651731,9729114,77384,"+","ENSG00000171608","PIK3CD",9730235,9730646,"."
"114","chr6",20127026,20127027,2,"*","cg14442841",20099684,20212469,112786,"-","ENSG00000172197","MBOAT1",20212038,20212902,"."
"115","chr4",17642126,17642127,2,"*","cg15017067",17629306,17781621,152316,"-","ENSG00000047662","FAM184B",17614553,17614883,"."
"116","chr10",117168153,117168154,2,"*","cg15317068",117144564,117169108,24545,"-","ENSG00000234474","MIR3663HG",117167511,117168621,"Island"
"117","chr10",117168153,117168154,2,"*","cg15317068",117167678,117167774,97,"-","ENSG00000266782","MIR3663",117167511,117168621,"Island"
"118","chr7",23416749,23416750,2,"*","cg15356660",23310209,23470491,160283,"-","ENSG00000136231","IGF2BP3",23415174,23415578,"S_Shore"
"119","chr7",27185857,27185858,2,"*","cg15431544",27181157,27185232,4076,"-","ENSG00000005073","HOXA11",27185432,27186010,"Island"
"120","chr7",27185857,27185858,2,"*","cg15431544",27184507,27189298,4792,"+","ENSG00000240990","HOXA11-AS",27185432,27186010,"Island"
"121","chr7",27185857,27185858,2,"*","cg15431544",27185832,27186018,187,"+","ENSG00000278334","AC004080.14",27185432,27186010,"Island"
"122","chr7",27185857,27185858,2,"*","cg15431544",27186166,27186263,98,"+","ENSG00000276496","AC004080.8",27185432,27186010,"Island"
"123","chr7",27185857,27185858,2,"*","cg15431544",27186892,27187124,233,"+","ENSG00000277966","AC004080.12",27185432,27186010,"Island"
"124","chr2",54559011,54559012,2,"*","cg15602548",54456317,54671446,215130,"+","ENSG00000115306","SPTBN1",54557890,54558832,"S_Shore"
"125","chr1",26862096,26862097,2,"*","cg16549596",26863149,26864456,1308,"+","ENSG00000175793","SFN",26863422,26863637,"N_Shore"
"126","chr8",142879925,142879926,2,"*","cg17015994",142834247,142916506,82260,"+","ENSG00000104499","GML",142834736,142834989,"."
"127","chr8",142879925,142879926,2,"*","cg17015994",142872356,142879846,7491,"-","ENSG00000160882","CYP11B1",142834736,142834989,"."
"128","chr1",184664902,184664903,2,"*","cg17519955",184607599,184672166,64568,"-","ENSG00000285847","AL713852.1",184664090,184664529,"S_Shore"
"129","chr1",184664902,184664903,2,"*","cg17519955",184664282,184668535,4254,"+","ENSG00000286378","AL713852.2",184664090,184664529,"S_Shore"
"130","chr19",53132714,53132715,2,"*","cg18301583",53107879,53133077,25199,"-","ENSG00000170954","ZNF415",53132373,53132977,"Island"
"131","chr19",53132714,53132715,2,"*","cg18301583",53124072,53159075,35004,"-","ENSG00000197937","ZNF347",53132373,53132977,"Island"
"132","chr11",67374276,67374277,2,"*","cg18476530",67317871,67398410,80540,"+","ENSG00000172613","RAD9A",67372417,67373675,"S_Shore"
"133","chr11",67374276,67374277,2,"*","cg18476530",67351572,67373584,22013,"-","ENSG00000256514","AP003419.1",67372417,67373675,"S_Shore"
"134","chr11",67374276,67374277,2,"*","cg18476530",67364168,67374177,10010,"-","ENSG00000175505","CLCF1",67372417,67373675,"S_Shore"
"135","chr11",67374276,67374277,2,"*","cg18476530",67374416,67374932,517,"+","ENSG00000275484","AP003419.3",67372417,67373675,"S_Shore"
"136","chrX",108734144,108734145,2,"*","cg18525817",108722070,108732687,10618,"-","ENSG00000260548","AL035425.2",108734981,108735592,"N_Shore"
"137","chrX",108734144,108734145,2,"*","cg18525817",108732482,108736409,3928,"-","ENSG00000133124","IRS4",108734981,108735592,"N_Shore"
"138","chr7",122996052,122996053,2,"*","cg19660744",122994704,122995700,997,"-","ENSG00000128519","TAS2R16",122885695,122886905,"."
"139","chr3",14821313,14821314,2,"*","cg19775589",14810853,14934571,123719,"+","ENSG00000154783","FGD5",14810713,14811587,"."
"140","chr13",108269684,108269685,2,"*","cg20945738",108251240,108308484,57245,"+","ENSG00000102524","TNFSF13B",108218155,108218980,"."
"141","chr12",54527147,54527148,2,"*","cg21072795",54497752,54548243,50492,"+","ENSG00000123338","NCKAP1L",54588150,54588807,"."
"142","chr3",126056770,126056771,2,"*","cg21580456",126006355,126101561,95207,"-","ENSG00000114544","SLC41A3",126083605,126084415,"."
"143","chr3",126056770,126056771,2,"*","cg21580456",126056923,126058228,1306,"+","ENSG00000248607","AC117422.1",126083605,126084415,"."
"144","chr7",94655068,94655069,2,"*","cg21743410",94524204,94656572,132369,"-","ENSG00000127990","SGCE",94655547,94657215,"N_Shore"
"145","chr7",94655068,94655069,2,"*","cg21743410",94656325,94669695,13371,"+","ENSG00000242265","PEG10",94655547,94657215,"N_Shore"
"146","chr8",99012653,99012654,2,"*","cg22016326",98958277,99013743,55467,"-","ENSG00000253948","VPS13B-DT",99013154,99013771,"N_Shore"
"147","chr8",99012653,99012654,2,"*","cg22016326",99013266,99877580,864315,"+","ENSG00000132549","VPS13B",99013154,99013771,"N_Shore"
"148","chr15",73633717,73633718,2,"*","cg23684521",73560014,73634134,74121,"-","ENSG00000156642","NPTN",73632693,73633584,"S_Shore"
"149","chr4",5844137,5844138,2,"*","cg23830540",5748084,5893086,145003,"-","ENSG00000072832","CRMP1",5887477,5888918,"."
"150","chr1",201507491,201507492,2,"*","cg24155190",201483530,201509456,25927,"-","ENSG00000159176","CSRP1",201506758,201507388,"S_Shore"
"151","chr1",201507491,201507492,2,"*","cg24155190",201507241,201534784,27544,"+","ENSG00000224536","AC096677.1",201506758,201507388,"S_Shore"
"152","chr7",55449352,55449353,2,"*","cg24399349",55436056,55572988,136933,"-","ENSG00000154978","VOPP1",55449179,55449556,"Island"
"153","chr11",68351263,68351264,2,"*","cg24985525",68312591,68449275,136685,"+","ENSG00000162337","LRP5",68347850,68348258,"S_Shelf"
"154","chr3",39429030,39429031,2,"*","cg25112848",39425342,39448037,22696,"-","ENSG00000286781","AC099332.1",39406400,39407153,"."
"155","chr19",9103235,9103236,2,"*","cg25242988",9100407,9107475,7069,"-","ENSG00000170923","OR7G2",9093571,9093814,"."
"156","chr3",122515287,122515288,2,"*","cg25564800",122421902,122514945,93044,"-","ENSG00000114030","KPNA1",122514059,122515097,"S_Shore"
"157","chr3",122515287,122515288,2,"*","cg25564800",122515006,122518172,3167,"+","ENSG00000287207","AC096861.2",122514059,122515097,"S_Shore"
"158","chr4",92304006,92304007,2,"*","cg25617092",92297251,92304178,6928,"-","ENSG00000248511","AC112695.1",92305198,92305856,"N_Shore"
"159","chr4",92304006,92304007,2,"*","cg25617092",92303966,93810157,1506192,"+","ENSG00000152208","GRID2",92305198,92305856,"N_Shore"
"160","chr3",170182232,170182233,2,"*","cg25631489",170086732,170181749,95018,"-","ENSG00000173889","PHC3",170181159,170181838,"S_Shore"
"161","chr1",156420310,156420311,2,"*","cg26073933",156404250,156456763,52514,"-","ENSG00000125462","C1orf61",156420612,156421927,"N_Shore"
"162","chr17",82372088,82372089,2,"*","cg26149244",82371400,82375586,4187,"+","ENSG00000181408","UTS2R",82371191,82372332,"Island"
"163","chr19",15232104,15232105,2,"*","cg26477573",15226919,15233435,6517,"-","ENSG00000105131","EPHX3",15231816,15232370,"Island"
"164","chr8",56560217,56560218,2,"*","cg26720452",56496048,56559823,63776,"-","ENSG00000246430","LINC00968",56448027,56448256,"."
"165","chr17",11245095,11245096,2,"*","cg26940328",11241213,11564063,322851,"+","ENSG00000188803","SHISA6",11240171,11242099,"S_Shelf"
"166","chr10",121527217,121527217,1,"*","ch.10.2610459F",121478332,121598458,120127,"-","ENSG00000066468","FGFR2",121597103,121598771,"."
"167","chr1",109415353,109415353,1,"*","ch.1.2582316R",109399042,109426448,27407,"-","ENSG00000143106","PSMA5",109426027,109426948,"."
"168","chr2",71076291,71076291,1,"*","ch.2.1615265F",71064344,71079808,15465,"+","ENSG00000124357","NAGK",71068031,71068872,"."
"169","chr7",33721415,33721415,1,"*","ch.7.33727552F",33109557,33877180,767624,"+","ENSG00000122507","BBS9",33904054,33905897,"."
