"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"36","chr4",177246429,177246430,2,"*","cg00050133",176844493,177301253,456761,"-","ENSG00000287544","AC097518.2",177309697,177310106,"."
"37","chr4",177246429,177246430,2,"*","cg00050133",177242539,177248773,6235,"-","ENSG00000249008","AC097518.1",177309697,177310106,"."
"38","chr13",42049345,42049346,2,"*","cg00053507",42040036,42256578,216543,"+","ENSG00000102780","DGKH",42047610,42049424,"Island"
"39","chr9",101487208,101487209,2,"*","cg00056985",101473170,101533537,60368,"-","ENSG00000165152","PGAP4",101485966,101487219,"Island"
"40","chr5",168580334,168580335,2,"*","cg00061413",168548495,168579368,30874,"-","ENSG00000120137","PANK3",168579094,168579913,"S_Shore"
"41","chr4",10019258,10019259,2,"*","cg00071950",9771153,10054936,283784,"-","ENSG00000109667","SLC2A9",10018858,10019402,"Island"
"42","chr7",2241694,2241695,2,"*","cg00073716",1815804,2242215,426412,"-","ENSG00000286192","AC069288.1",2241728,2242470,"N_Shore"
"43","chr7",2241694,2241695,2,"*","cg00073716",2234195,2242205,8011,"-","ENSG00000122687","MRM2",2241728,2242470,"N_Shore"
"44","chr7",2241694,2241695,2,"*","cg00073716",2242222,2251146,8925,"+","ENSG00000106268","NUDT1",2241728,2242470,"N_Shore"
"45","chr6",116460631,116460632,2,"*","cg00074746",116399395,116463696,64302,"+","ENSG00000285446","Z84488.1",116461905,116462515,"N_Shore"
"46","chr6",116460631,116460632,2,"*","cg00074746",116461370,116463771,2402,"+","ENSG00000188820","CALHM6",116461905,116462515,"N_Shore"
"47","chr1",6330733,6330734,2,"*","cg00081799",6264269,6394391,130123,"-","ENSG00000097021","ACOT7",6281077,6281352,"."
"48","chr16",1511274,1511275,2,"*","cg00082833",1510427,1612072,101646,"-","ENSG00000187535","IFT140",1509965,1510193,"S_Shore"
"49","chr1",207866858,207866859,2,"*","cg00085493",207801518,207879115,77598,"-","ENSG00000203709","MIR29B2CHG",207868518,207869373,"N_Shore"
"50","chr8",11704858,11704859,2,"*","cg00090147",11676959,11760002,83044,"+","ENSG00000136574","GATA4",11702088,11705447,"Island"
"51","chr16",27313916,27313917,2,"*","cg00090800",27313668,27364778,51111,"+","ENSG00000077238","IL4R",27313565,27314374,"Island"
"52","chr16",27313916,27313917,2,"*","cg00090800",27313387,27314101,715,"-","ENSG00000274092","AC106739.1",27313565,27314374,"Island"
"53","chr9",89605702,89605703,2,"*","cg00102996",89563537,89604687,41151,"-","ENSG00000285907","AL161910.1",89604857,89606496,"Island"
"54","chr9",89605702,89605703,2,"*","cg00102996",89605012,89606555,1544,"+","ENSG00000130222","GADD45G",89604857,89606496,"Island"
"55","chr1",228103167,228103168,2,"*","cg00105470",228100726,228105411,4686,"-","ENSG00000143793","C1orf35",228101969,228103483,"Island"
"56","chr7",1904068,1904069,2,"*","cg00106254",1815793,2233243,417451,"-","ENSG00000002822","MAD1L1",1898103,1898310,"."
"57","chr7",1904068,1904069,2,"*","cg00106254",1815804,2242215,426412,"-","ENSG00000286192","AC069288.1",1898103,1898310,"."
"58","chr16",85282495,85282496,2,"*","cg00114159",85169525,85676204,506680,"+","ENSG00000131149","GSE1",85284144,85284397,"N_Shore"
"59","chr16",85282495,85282496,2,"*","cg00114159",85227203,85309176,81974,"+","ENSG00000287787","AC092275.1",85284144,85284397,"N_Shore"
"60","chr16",85282495,85282496,2,"*","cg00114159",85282958,85285963,3006,"+","ENSG00000179219","LINC00311",85284144,85284397,"N_Shore"
"61","chr21",33019721,33019722,2,"*","cg00118317",32913649,33071104,157456,"-","ENSG00000227757","AP000282.1",33019855,33020348,"N_Shore"
"62","chr1",156586599,156586600,2,"*","cg00118966",156579727,156586770,7044,"+","ENSG00000187862","TTC24",156591885,156592088,"."
"63","chr7",3044087,3044088,2,"*","cg00119896",2906141,3043945,137805,"-","ENSG00000198286","CARD11",3043508,3043847,"S_Shore"
"64","chr1",8424357,8424358,2,"*","cg00120948",8352397,8848921,496525,"-","ENSG00000142599","RERE",8423330,8424279,"S_Shore"
"65","chr1",8424357,8424358,2,"*","cg00120948",8424645,8435013,10369,"+","ENSG00000232912","RERE-AS1",8423330,8424279,"S_Shore"
"66","chr6",165838171,165838172,2,"*","cg00121876",165327287,165988078,660792,"-","ENSG00000112541","PDE10A",165827023,165827388,"."
"67","chr6",149965702,149965703,2,"*","cg00126498",149963943,149973715,9773,"+","ENSG00000111981","ULBP1",149963547,149965379,"S_Shore"
"68","chrX",48107865,48107866,2,"*","cg00126657",48107992,48120210,12219,"+","ENSG00000171483","SSX6P",48071269,48071776,"."
"69","chr5",5139916,5139917,2,"*","cg00127167",5132101,5140119,8019,"-","ENSG00000250579","CTD-2297D10.2",5139329,5140828,"Island"
"70","chr5",5139916,5139917,2,"*","cg00127167",5140330,5320304,179975,"+","ENSG00000145536","ADAMTS16",5139329,5140828,"Island"
"71","chr16",3302013,3302014,2,"*","cg00128560",3298808,3305729,6922,"-","ENSG00000140993","TIGD7",3305021,3306012,"N_Shelf"
"72","chr13",26025647,26025648,2,"*","cg00132888",25371974,26025851,653878,"+","ENSG00000132932","ATP8A2",26012150,26012753,"."
"73","chr15",73684860,73684861,2,"*","cg00133909",73683966,73714514,30549,"+","ENSG00000103855","CD276",73684219,73684914,"Island"
"74","chr6",131063230,131063231,2,"*","cg00140910",130839347,131063322,223976,"-","ENSG00000079819","EPB41L2",131062292,131063532,"Island"
"75","chr1",67760030,67760031,2,"*","cg00147943",67701475,67833467,131993,"-","ENSG00000172380","GNG12",67832689,67833768,"."
"76","chrX",49877477,49877478,2,"*","cg00148587",49876724,49879241,2518,"-","ENSG00000234390","USP27X-AS1",49879304,49879883,"N_Shore"
"77","chr10",129656040,129656041,2,"*","cg00149734",129467190,129770983,303794,"+","ENSG00000170430","MGMT",129779187,129779478,"."
"78","chr16",3023743,3023744,2,"*","cg00150500",3024027,3027755,3729,"+","ENSG00000131652","THOC6",3023878,3024442,"N_Shore"
"79","chr16",3023743,3023744,2,"*","cg00150500",3022625,3024286,1662,"-","ENSG00000103145","HCFC1R1",3023878,3024442,"N_Shore"
"80","chr20",10671455,10671456,2,"*","cg00151922",10637684,10673999,36316,"-","ENSG00000101384","JAG1",10671926,10674963,"N_Shore"
"81","chr20",10671455,10671456,2,"*","cg00151922",10672695,10994924,322230,"+","ENSG00000270792","AL050403.2",10671926,10674963,"N_Shore"
"82","chr2",174336334,174336335,2,"*","cg00153110",174334954,174338500,3547,"+","ENSG00000217236","SP9",174334736,174337795,"Island"
"83","chr2",174336334,174336335,2,"*","cg00153110",174334438,174337566,3129,"-","ENSG00000280414","AC018470.1",174334736,174337795,"Island"
"84","chr7",151872106,151872107,2,"*","cg00157109",151556124,151877125,321002,"-","ENSG00000106617","PRKAG2",151875677,151878021,"N_Shelf"
"85","chr17",61457322,61457323,2,"*","cg00158789",61452404,61485110,32707,"+","ENSG00000121075","TBX4",61456361,61457893,"Island"
"86","chr19",10041495,10041496,2,"*","cg00164678",10037803,10074135,36333,"+","ENSG00000167798","C3P1",10027716,10027940,"."
"87","chr20",20452559,20452560,2,"*","cg00175573",20389530,20712644,323115,"-","ENSG00000188559","RALGAPA2",20452462,20452685,"Island"
"88","chr1",109618663,109618664,2,"*","cg00177290",109603254,109619929,16676,"-","ENSG00000134183","GNAT2",109619843,109620094,"N_Shore"
"89","chr1",109618663,109618664,2,"*","cg00177290",109616104,109632053,15950,"+","ENSG00000116337","AMPD2",109619843,109620094,"N_Shore"
"90","chr3",197556256,197556257,2,"*","cg00177496",197509783,197573323,63541,"-","ENSG00000161267","BDH1",197554735,197556257,"Island"
"91","chrX",150568190,150568191,2,"*","cg00180631",150568621,150673143,104523,"+","ENSG00000171100","MTM1",150568271,150569173,"N_Shore"
"92","chr10",43351257,43351258,2,"*","cg00189366",43325833,43350792,24960,"-","ENSG00000285712","AC068707.1",43350811,43351127,"S_Shore"
"93","chr19",10291849,10291850,2,"*","cg00193490",10289952,10296778,6827,"+","ENSG00000105376","ICAM5",10289169,10294699,"Island"
"94","chr7",140024123,140024124,2,"*","cg00193859",140023749,140062951,39203,"-","ENSG00000059378","PARP12",140062182,140063445,"."
"95","chr17",19004141,19004142,2,"*","cg00204159",18950345,19022595,72251,"+","ENSG00000154025","SLC5A10",19003597,19004930,"Island"
"96","chr17",19004141,19004142,2,"*","cg00204159",18968789,19004764,35976,"-","ENSG00000188522","FAM83G",19003597,19004930,"Island"
"97","chr22",19765841,19765842,2,"*","cg00204782",19756703,19783593,26891,"+","ENSG00000184058","TBX1",19765790,19767490,"Island"
"98","chr2",1170519,1170520,2,"*","cg00206271",950849,1367613,416765,"+","ENSG00000172554","SNTG2",1167331,1168134,"S_Shelf"
"99","chr1",22653002,22653003,2,"*","cg00215182",22652762,22661637,8876,"+","ENSG00000173369","C1QB",22647558,22647810,"."
"100","chr13",27435638,27435639,2,"*","cg00220302",27424619,27435823,11205,"+","ENSG00000122034","GTF3A",27424450,27425041,"."
"101","chr18",76529312,76529313,2,"*","cg00220661",76528652,76670111,141460,"+","ENSG00000266256","LINC00683",76490795,76496530,"."
"102","chr9",128818312,128818313,2,"*","cg00228799",128818500,128822676,4177,"+","ENSG00000167136","ENDOG",128818312,128819322,"Island"
"103","chr19",2717528,2717529,2,"*","cg00232387",2714567,2721372,6806,"-","ENSG00000176490","DIRAS1",2717236,2717837,"Island"
"104","chr17",78571474,78571475,2,"*","cg00235657",78423697,78577396,153700,"-","ENSG00000187775","DNAH17",78502726,78502993,"."
"105","chr7",1897218,1897219,2,"*","cg00236141",1815793,2233243,417451,"-","ENSG00000002822","MAD1L1",1898103,1898310,"N_Shore"
"106","chr7",1897218,1897219,2,"*","cg00236141",1815804,2242215,426412,"-","ENSG00000286192","AC069288.1",1898103,1898310,"N_Shore"
"107","chr12",68611087,68611088,2,"*","cg00236302",68610855,68671901,61047,"+","ENSG00000127314","RAP1B",68610441,68611597,"Island"
"108","chr12",14365817,14365818,2,"*","cg00236831",14356842,14365503,8662,"-","ENSG00000244573","RPL30P11",14567315,14568159,"."
"109","chr12",14365817,14365818,2,"*","cg00236831",14365632,14502935,137304,"+","ENSG00000171681","ATF7IP",14567315,14568159,"."
"110","chr17",80908749,80908750,2,"*","cg00248805",80544819,80966371,421553,"+","ENSG00000141564","RPTOR",80906231,80906478,"S_Shelf"
"111","chr8",37861971,37861972,2,"*","cg00250525",37858618,37899497,40880,"-","ENSG00000156675","RAB11FIP1",37849632,37849989,"."
"112","chr8",27461417,27461418,2,"*","cg00254556",27459756,27479883,20128,"-","ENSG00000120903","CHRNA2",27463398,27463759,"N_Shore"
"113","chrX",136909699,136909700,2,"*","cg00255219",136909369,137022143,112775,"+","ENSG00000234062","AL390879.1",136909351,136909769,"Island"
"114","chr1",65064855,65064856,2,"*","cg00257455",64833229,65067754,234526,"-","ENSG00000162434","JAK1",65066588,65068282,"N_Shore"
"115","chr1",23369037,23369038,2,"*","cg00269115",23359448,23369836,10389,"-","ENSG00000125945","ZNF436",23368198,23369557,"Island"
"116","chr1",23369037,23369038,2,"*","cg00269115",23368997,23371839,2843,"+","ENSG00000249087","ZNF436-AS1",23368198,23369557,"Island"
"117","chr1",23369037,23369038,2,"*","cg00269115",23370254,23370346,93,"+","ENSG00000201405","AL109936.1",23368198,23369557,"Island"
"118","chr11",64344972,64344973,2,"*","cg00273340",64340204,64357534,17331,"+","ENSG00000168071","CCDC88B",64342351,64342756,"S_Shelf"
"119","chr5",181217901,181217902,2,"*","cg00277263",181207480,181217864,10385,"-","ENSG00000286644","AC008443.8",181217240,181217683,"S_Shore"
"120","chr7",101232855,101232856,2,"*","cg00282244",101232092,101238820,6729,"-","ENSG00000106404","CLDN15",101232388,101232931,"Island"
"121","chr16",302599,302600,2,"*","cg00301018",287440,352723,65284,"-","ENSG00000103126","AXIN1",304244,304446,"N_Shore"
"122","chr7",101825602,101825603,2,"*","cg00313685",101815904,102283958,468055,"+","ENSG00000257923","CUX1",101814139,101817750,"."
"123","chr7",101825602,101825603,2,"*","cg00313685",101822247,101824729,2483,"-","ENSG00000259294","AC005096.1",101814139,101817750,"."
"124","chr5",172683474,172683475,2,"*","cg00327072",172641263,172691540,50278,"+","ENSG00000214357","NEURL1B",172683280,172684301,"Island"
"125","chr4",101790853,101790854,2,"*","cg00332153",101411286,102074812,663527,"+","ENSG00000153064","BANK1",101790673,101791042,"Island"
"126","chr6",33787881,33787882,2,"*","cg00334056",33771202,33789130,17929,"-","ENSG00000161904","LEMD2",33788287,33789229,"N_Shore"
"127","chr4",185053905,185053906,2,"*","cg00339430",185051081,185115500,64420,"+","ENSG00000250754","LINC02436",185018069,185021593,"."
"128","chr10",110672091,110672092,2,"*","cg00339441",110644336,110839468,195133,"+","ENSG00000203867","RBM20",110672078,110672668,"Island"
"129","chr1",156741647,156741648,2,"*","cg00346446",156737303,156741590,4288,"-","ENSG00000143314","MRPL24",156741007,156741354,"S_Shore"
"130","chr22",50562901,50562902,2,"*","cg00349050",50551112,50562919,11808,"-","ENSG00000217442","SYCE3",50562205,50563086,"Island"
"131","chr19",4639227,4639228,2,"*","cg00356811",4639516,4655568,16053,"+","ENSG00000185361","TNFAIP8L1",4639207,4639738,"Island"
"132","chr10",114271660,114271661,2,"*","cg00363737",114239254,114294489,55236,"+","ENSG00000165816","VWA2",114285996,114286353,"."
"133","chr12",6555706,6555707,2,"*","cg00363813",6538375,6556083,17709,"-","ENSG00000010295","IFFO1",6555260,6556135,"Island"
"134","chr3",138835176,138835177,2,"*","cg00391575",138652698,138834928,182231,"-","ENSG00000051382","PIK3CB",138834318,138835236,"Island"
"135","chr22",50270792,50270793,2,"*","cg00395632",50263713,50270767,7055,"-","ENSG00000185386","MAPK11",50269762,50272004,"Island"
"136","chr8",64578340,64578341,2,"*","cg00405554",64574306,64581921,7616,"-","ENSG00000254102","AC090136.3",64575980,64576559,"S_Shore"
"137","chr12",4290832,4290833,2,"*","cg00417288",4269771,4305353,35583,"+","ENSG00000118971","CCND2",4269237,4275239,"."
"138","chr12",4290832,4290833,2,"*","cg00417288",4273762,4405490,131729,"+","ENSG00000285901","AC008012.1",4269237,4275239,"."
"139","chr17",35578484,35578485,2,"*","cg00425792",35574795,35578863,4069,"-","ENSG00000108733","PEX12",35578484,35578707,"Island"
"140","chr17",35578484,35578485,2,"*","cg00425792",35578046,35726413,148368,"+","ENSG00000006125","AP2B1",35578484,35578707,"Island"
"141","chr20",761293,761294,2,"*","cg00432454",760080,776015,15936,"-","ENSG00000101276","SLC52A3",760990,761414,"Island"
"142","chr12",57138532,57138533,2,"*","cg00439790",57128483,57213361,84879,"+","ENSG00000123384","LRP1",57127742,57128376,"."
"143","chr6",158857617,158857618,2,"*","cg00442646",158841117,158857632,16516,"-","ENSG00000243775","OSTCP1",158869642,158870163,"."
"144","chr6",158857617,158857618,2,"*","cg00442646",158853588,158864502,10915,"+","ENSG00000285159","AL627422.2",158869642,158870163,"."
"145","chr10",127919542,127919543,2,"*","cg00446900",127907061,128085855,178795,"+","ENSG00000132334","PTPRE",127907125,127907973,"."
"146","chr10",79700697,79700698,2,"*","cg00451807",79661394,79826594,165201,"-","ENSG00000225484","NUTM2B-AS1",79700668,79700987,"Island"
"147","chr18",62717137,62717138,2,"*","cg00453111",62715541,62980433,264893,"+","ENSG00000081913","PHLPP1",62715072,62717138,"Island"
"148","chr17",44947291,44947292,2,"*","cg00459078",44924709,44947773,23065,"-","ENSG00000186185","KIF18B",44947291,44947976,"Island"
"149","chr17",44947291,44947292,2,"*","cg00459078",44947912,44948939,1028,"+","ENSG00000267334","AC015936.1",44947291,44947976,"Island"
"150","chr4",16361041,16361042,2,"*","cg00469541",16360686,16397323,36638,"-","ENSG00000249506","ZEB2P1",16360794,16361143,"Island"
"151","chr8",81035506,81035507,2,"*","cg00476430",80967810,81112068,144259,"-","ENSG00000076641","PAG1",81111621,81112141,"."
"152","chr8",81035506,81035507,2,"*","cg00476430",81036964,81040831,3868,"+","ENSG00000254060","AC022778.1",81111621,81112141,"."
"153","chr7",129771248,129771249,2,"*","cg00477302",129770383,129770492,110,"-","ENSG00000207990","MIR182",129762381,129762951,"."
"154","chr20",56005077,56005078,2,"*","cg00480389",55997357,56005519,8163,"-","ENSG00000054803","CBLN4",56003548,56005622,"Island"
"155","chr19",4676545,4676546,2,"*","cg00491603",4675224,4724673,49450,"-","ENSG00000142002","DPP9",4676405,4676706,"Island"
"156","chr8",142700949,142700950,2,"*","cg00497110",142700111,142705127,5017,"+","ENSG00000160886","LY6K",142700164,142700806,"S_Shore"
"157","chr10",60140655,60140656,2,"*","cg00510507",60026298,60733490,707193,"-","ENSG00000151150","ANK3",59905899,59907036,"."
"158","chr10",60140655,60140656,2,"*","cg00510507",60139912,60140877,966,"+","ENSG00000282121","AL592430.2",59905899,59907036,"."
"159","chr2",46134825,46134826,2,"*","cg00518941",45651345,46187990,536646,"+","ENSG00000171132","PRKCE",46296651,46300001,"."
"160","chr18",3067534,3067535,2,"*","cg00522579",3066807,3219968,153162,"-","ENSG00000101605","MYOM1",3067300,3067535,"Island"
"161","chr11",46346495,46346496,2,"*","cg00530720",46332905,46380554,47650,"+","ENSG00000149091","DGKZ",46345327,46345551,"S_Shore"
"162","chr12",4605161,4605162,2,"*","cg00532413",4562204,4615302,53099,"+","ENSG00000010219","DYRK4",4562144,4562538,"."
"163","chr12",4605161,4605162,2,"*","cg00532413",4604944,4662643,57700,"+","ENSG00000272921","AC005832.4",4562144,4562538,"."
"164","chr8",144500753,144500754,2,"*","cg00533182",144477969,144502121,24153,"+","ENSG00000160972","PPP1R16A",144500078,144501324,"Island"
"165","chr8",144500753,144500754,2,"*","cg00533182",144495458,144505444,9987,"-","ENSG00000255182","AC084125.2",144500078,144501324,"Island"
"166","chr3",120678806,120678807,2,"*","cg00558718",120628172,120682269,54098,"-","ENSG00000113924","HGD",120596112,120596643,"."
"167","chr1",60848625,60848626,2,"*","cg00575674",60659631,60868009,208379,"-","ENSG00000231252","AC099792.1",61042971,61043734,"."
"168","chr6",25138323,25138324,2,"*","cg00579036",25061626,25452263,390638,"-","ENSG00000168405","CMAHP",25139693,25140018,"N_Shore"
"169","chr3",62439624,62439625,2,"*","cg00581320",62398346,62875416,477071,"-","ENSG00000163618","CADPS",62378343,62378641,"."
"170","chr8",73878202,73878203,2,"*","cg00586367",73688691,73878854,190164,"-","ENSG00000258677","AC022826.2",73878108,73879177,"Island"
"171","chr8",73878202,73878203,2,"*","cg00586367",73780097,73878910,98814,"-","ENSG00000104343","UBE2W",73878108,73879177,"Island"
"172","chr8",73878202,73878203,2,"*","cg00586367",73879046,73882733,3688,"+","ENSG00000286113","AC022868.2",73878108,73879177,"Island"
"173","chr3",124841459,124841460,2,"*","cg00589181",124761948,124901418,139471,"-","ENSG00000082781","ITGB5",124886213,124887882,"."
"174","chr18",65750547,65750548,2,"*","cg00589371",65750252,65890337,140086,"+","ENSG00000081138","CDH7",65750601,65751404,"N_Shore"
"175","chrX",40153329,40153330,2,"*","cg00615738",40049815,40177329,127515,"-","ENSG00000183337","BCOR",40151777,40156950,"Island"
"176","chr21",33355644,33355645,2,"*","cg00622702",33324429,33359864,35436,"+","ENSG00000142166","IFNAR1",33324228,33325445,"."
"177","chr16",1509691,1509692,2,"*","cg00623111",1493344,1510457,17114,"+","ENSG00000100726","TELO2",1509965,1510193,"N_Shore"
"178","chr6",105994713,105994714,2,"*","cg00624404",105993463,106109939,116477,"+","ENSG00000057657","PRDM1",105994112,105995037,"Island"
"179","chr5",177432355,177432356,2,"*","cg00636527",177403204,177442901,39698,"+","ENSG00000198055","GRK6",177433862,177434097,"N_Shore"
"180","chr16",4652768,4652769,2,"*","cg00639215",4616493,4690974,74482,"+","ENSG00000102858","MGRN1",4652628,4652850,"Island"
"181","chr22",45309156,45309157,2,"*","cg00643333",45308968,45341955,32988,"+","ENSG00000100376","FAM118A",45309631,45310735,"N_Shore"
"182","chr7",27198274,27198275,2,"*","cg00644317",27193503,27200091,6589,"-","ENSG00000106031","HOXA13",27199072,27200692,"N_Shore"
"183","chr7",27198274,27198275,2,"*","cg00644317",27198575,27207259,8685,"+","ENSG00000243766","HOTTIP",27199072,27200692,"N_Shore"
"184","chr17",48591371,48591372,2,"*","cg00646731",48549630,48606414,56785,"+","ENSG00000233101","HOXB-AS3",48592073,48592449,"N_Shore"
"185","chr17",48591371,48591372,2,"*","cg00646731",48548870,48604912,56043,"-","ENSG00000120093","HOXB3",48592073,48592449,"N_Shore"
"186","chr17",48591371,48591372,2,"*","cg00646731",48591257,48593961,2705,"-","ENSG00000120075","HOXB5",48592073,48592449,"N_Shore"
"187","chr17",42107810,42107811,2,"*","cg00647820",42101404,42112714,11311,"-","ENSG00000108771","DHX58",42107504,42107959,"Island"
"188","chr13",31950624,31950625,2,"*","cg00648883",31846713,32299125,452413,"+","ENSG00000073910","FRY",31952746,31953236,"N_Shelf"
"189","chr6",167993250,167993251,2,"*","cg00664730",167992822,167997110,4289,"-","ENSG00000229921","KIF25-AS1",167989894,167990885,"S_Shelf"
"190","chr6",131281730,131281731,2,"*","cg00665374",131135467,131283535,148069,"+","ENSG00000118507","AKAP7",131135225,131136017,"."
"191","chr10",45419392,45419393,2,"*","cg00675569",45374176,45446119,71944,"+","ENSG00000012779","ALOX5",45418927,45419435,"Island"
"192","chr19",7596083,7596084,2,"*","cg00683158",7595863,7618304,22442,"+","ENSG00000076826","CAMSAP3",7595838,7596708,"Island"
"193","chr2",218880524,218880525,2,"*","cg00685723",218880852,218899581,18730,"+","ENSG00000135925","WNT10A",218880265,218880929,"Island"
"194","chr8",144526908,144526909,2,"*","cg00688297",144522388,144527033,4646,"-","ENSG00000254402","LRRC24",144526572,144530942,"Island"
"195","chr8",144526908,144526909,2,"*","cg00688297",144525733,144529132,3400,"-","ENSG00000213563","C8orf82",144526572,144530942,"Island"
"196","chr3",44761801,44761802,2,"*","cg00702638",44737661,44761619,23959,"-","ENSG00000163807","KIAA1143",44761361,44762126,"Island"
"197","chr3",44761801,44761802,2,"*","cg00702638",44761721,44873376,111656,"+","ENSG00000163808","KIF15",44761361,44762126,"Island"
"198","chr12",49069942,49069943,2,"*","cg00704012",49064676,49070025,5350,"-","ENSG00000167550","RHEBL1",49069659,49070206,"Island"
"199","chr3",12664203,12664204,2,"*","cg00714198",12583601,12664226,80626,"-","ENSG00000132155","RAF1",12663561,12664388,"Island"
"200","chr1",44017951,44017952,2,"*","cg00718029",43991500,44031467,39968,"-","ENSG00000196517","SLC6A9",44029958,44031353,"."
