"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"17","chr19",13978818,13978819,2,"*","cg00010445",13961530,14007039,45510,"-","ENSG00000132005","RFX1",13961854,13964012,"."
"18","chr3",158101493,158101494,2,"*","cg00010946",158095954,158106503,10550,"-","ENSG00000168779","SHOX2",158103444,158103815,"N_Shore"
"19","chr14",36659585,36659586,2,"*","cg00011482",36647083,36658801,11719,"-","ENSG00000258661","AL079303.1",36657582,36659069,"S_Shore"
"20","chr14",36659585,36659586,2,"*","cg00011482",36657568,36679362,21795,"+","ENSG00000198807","PAX9",36657582,36659069,"S_Shore"
"21","chr2",143937113,143937114,2,"*","cg00020622",143937073,143964156,27084,"+","ENSG00000232377","AC016910.1",143936764,143937613,"Island"
"22","chr1",156299257,156299258,2,"*","cg00027466",156298624,156299307,684,"-","ENSG00000189030","VHLL",156291409,156291634,"."
"23","chr20",32191504,32191505,2,"*","cg00028034",32186477,32190527,4051,"-","ENSG00000235217","TSPY26P",32189954,32190526,"S_Shore"
"24","chr1",145927588,145927589,2,"*","cg00030816",145917714,145927678,9965,"-","ENSG00000265241","RBM8A",145927162,145927504,"S_Shore"
"25","chr1",145927588,145927589,2,"*","cg00030816",145926590,145959179,32590,"+","ENSG00000234222","LIX1L-AS1",145927162,145927504,"S_Shore"
"26","chr1",145927588,145927589,2,"*","cg00030816",145927258,145977811,50554,"+","ENSG00000280778","AC243547.3",145927162,145927504,"S_Shore"
"27","chrX",49268356,49268357,2,"*","cg00031235",49250438,49270477,20040,"-","ENSG00000049768","FOXP3",49269183,49270737,"N_Shore"
"28","chrX",49268356,49268357,2,"*","cg00031235",49262866,49270521,7656,"-","ENSG00000286181","AC232271.3",49269183,49270737,"N_Shore"
"29","chrX",49268356,49268357,2,"*","cg00031235",49269793,49301461,31669,"+","ENSG00000049769","PPP1R3F",49269183,49270737,"N_Shore"
"30","chr4",188657688,188657689,2,"*","cg00047052",188400736,188681051,280316,"+","ENSG00000249378","LINC01060",188659147,188659608,"N_Shore"
"31","chr1",149890583,149890584,2,"*","cg00049691",149887890,149900798,12909,"+","ENSG00000178096","BOLA1",149886220,149887920,"S_Shelf"
"32","chr22",42857515,42857516,2,"*","cg00079563",42796502,42858106,61605,"-","ENSG00000242247","ARFGAP3",42856648,42857661,"Island"
"33","chr22",42857515,42857516,2,"*","cg00079563",42835412,43015149,179738,"-","ENSG00000100266","PACSIN2",42856648,42857661,"Island"
"34","chr17",61413252,61413253,2,"*","cg00080125",61411751,61413280,1530,"+","ENSG00000187013","LINC02875",61409367,61413124,"S_Shore"
"35","chr5",179559290,179559291,2,"*","cg00080972",179550554,179610012,59459,"+","ENSG00000176783","RUFY1",179559513,179559998,"N_Shore"
"36","chr2",25982837,25982838,2,"*","cg00094851",25926598,25982749,56152,"-","ENSG00000084731","KIF3C",25981686,25982780,"S_Shore"
"37","chr22",39487187,39487188,2,"*","cg00101350",39457012,39492194,35183,"+","ENSG00000128268","MGAT3",39487511,39489005,"N_Shore"
"38","chr8",1559851,1559852,2,"*","cg00142239",737628,1708476,970849,"+","ENSG00000198010","DLGAP2",1561685,1563569,"N_Shore"
"39","chr18",48948874,48948875,2,"*","cg00145587",48919853,48952052,32200,"-","ENSG00000101665","SMAD7",48948562,48948951,"Island"
"40","chrX",107825520,107825521,2,"*","cg00150363",107825755,107927193,101439,"+","ENSG00000080561","MID2",107826327,107826971,"N_Shore"
"41","chr6",108294725,108294726,2,"*","cg00180012",108294991,108526796,231806,"+","ENSG00000135537","AFG1L",108294758,108295194,"N_Shore"
"42","chr8",79611085,79611086,2,"*","cg00347369",79611117,79666158,55042,"+","ENSG00000104435","STMN2",79611741,79612161,"N_Shore"
"43","chr9",35103433,35103434,2,"*","cg00356213",35099776,35103195,3420,"-","ENSG00000165283","STOML2",35102699,35103466,"Island"
"44","chr6",52764513,52764514,2,"*","cg00365004",52750087,52763475,13389,"-","ENSG00000244067","GSTA2",52670917,52671190,"."
"45","chr21",32978419,32978420,2,"*","cg00376979",32913649,33071104,157456,"-","ENSG00000227757","AP000282.1",32978419,32978653,"Island"
"46","chr6",143843513,143843514,2,"*","cg00380464",143807092,143844617,37526,"+","ENSG00000257065","AL049844.1",143842907,143843634,"Island"
"47","chr6",143843513,143843514,2,"*","cg00380464",143843338,143863812,20475,"+","ENSG00000135521","LTV1",143842907,143843634,"Island"
"48","chr16",4634506,4634507,2,"*","cg00693240",4616493,4690974,74482,"+","ENSG00000102858","MGRN1",4624706,4625210,"."
"49","chr16",4634506,4634507,2,"*","cg00693240",4633591,4633881,291,"-","ENSG00000263955","RN7SL850P",4624706,4625210,"."
"50","chr16",4634506,4634507,2,"*","cg00693240",4634329,4640623,6295,"-","ENSG00000261442","AC023830.1",4624706,4625210,"."
"51","chr1",35885869,35885870,2,"*","cg00712762",35869808,35930532,60725,"+","ENSG00000092847","AGO1",35883703,35884069,"S_Shore"
"52","chr19",11673529,11673530,2,"*","cg00777011",11639754,11686569,46816,"+","ENSG00000197332","AC008543.1",11674228,11674467,"N_Shore"
"53","chr17",17877623,17877624,2,"*","cg00849854",17843511,17972422,128912,"-","ENSG00000175662","TOM1L2",17840099,17840674,"."
"54","chr6",26171863,26171864,2,"*","cg00903676",26160765,26172802,12038,"-","ENSG00000283064","AL353759.1",26171806,26172170,"Island"
"55","chr6",26171863,26171864,2,"*","cg00903676",26172059,26184655,12597,"+","ENSG00000274290","H2BC6",26171806,26172170,"Island"
"56","chr17",50536685,50536686,2,"*","cg01182926",50525520,50538761,13242,"-","ENSG00000250286","AC021491.2",50536518,50537105,"Island"
"57","chr17",50536685,50536686,2,"*","cg01182926",50532682,50543750,11069,"+","ENSG00000049283","EPN3",50536518,50537105,"Island"
"58","chr22",42283571,42283572,2,"*","cg01324372",42160013,42343616,183604,"-","ENSG00000100207","TCF20",42283458,42283917,"Island"
"59","chr16",9761423,9761424,2,"*","cg01344243",9753404,10182928,429525,"-","ENSG00000183454","GRIN2A",10180087,10183567,"."
"60","chr10",103856765,103856766,2,"*","cg01727419",103594027,103855543,261517,"-","ENSG00000107957","SH3PXD2A",103854754,103855736,"S_Shore"
"61","chr17",10729544,10729545,2,"*","cg02025583",10699015,10730023,31009,"-","ENSG00000187824","TMEM220",10729473,10730173,"Island"
"62","chr17",10729544,10729545,2,"*","cg02025583",10729777,10880895,151119,"+","ENSG00000285220","AC015908.7",10729473,10730173,"Island"
"63","chr17",10729544,10729545,2,"*","cg02025583",10729777,10815164,85388,"+","ENSG00000263400","TMEM220-AS1",10729473,10730173,"Island"
"64","chr11",111698261,111698262,2,"*","cg02051688",111602449,111730855,128407,"+","ENSG00000170145","SIK2",111765871,111766490,"."
"65","chr11",72013241,72013242,2,"*","cg02151120",72002864,72080693,77830,"-","ENSG00000137497","NUMA1",72080340,72080914,"."
"66","chr11",72013241,72013242,2,"*","cg02151120",72014291,72020910,6620,"+","ENSG00000251143","AP002490.1",72080340,72080914,"."
"67","chr1",118984385,118984386,2,"*","cg02829688",118883046,118989556,106511,"-","ENSG00000092607","TBX15",118984160,118984569,"Island"
"68","chr13",44434311,44434312,2,"*","cg03097389",44432143,44577147,145005,"-","ENSG00000102804","TSC22D1",44435157,44435932,"N_Shore"
"69","chr17",76122039,76122040,2,"*","cg03146062",76081016,76121576,40561,"-","ENSG00000182473","EXOC7",76121428,76122299,"Island"
"70","chr1",205773794,205773795,2,"*","cg03595243",205767986,205775482,7497,"-","ENSG00000117280","RAB29",205774773,205775540,"N_Shore"
"71","chr11",65649430,65649431,2,"*","cg04394031",65638101,65650918,12818,"+","ENSG00000213445","SIPA1",65646308,65647732,"S_Shore"
"72","chr12",124327439,124327440,2,"*","cg04544533",124324415,124567589,243175,"-","ENSG00000196498","NCOR2",124326194,124326431,"S_Shore"
"73","chr11",123624963,123624964,2,"*","cg05406749",123358428,123627774,269347,"+","ENSG00000023171","GRAMD1B",123654026,123654977,"."
"74","chr1",202141162,202141163,2,"*","cg06876872",202133404,202144743,11340,"-","ENSG00000143862","ARL8A",202144024,202145015,"N_Shelf"
"75","chr1",22090242,22090243,2,"*","cg06912792",22025511,22101360,75850,"+","ENSG00000070831","CDC42",22120028,22120450,"."
"76","chr10",132606679,132606680,2,"*","cg07249433",132537787,132783480,245694,"+","ENSG00000068383","INPP5A",132603905,132604121,"S_Shelf"
"77","chr19",47782065,47782066,2,"*","cg07953015",47778585,47784686,6102,"+","ENSG00000178980","SELENOW",47778329,47779094,"S_Shelf"
"78","chr3",147397256,147397257,2,"*","cg08013557",147386046,147406809,20764,"-","ENSG00000174963","ZIC4",147395822,147396692,"S_Shore"
"79","chr3",147397256,147397257,2,"*","cg08013557",147393422,147510293,116872,"+","ENSG00000152977","ZIC1",147395822,147396692,"S_Shore"
"80","chr3",147391639,147391640,2,"*","cg08393041",147386046,147406809,20764,"-","ENSG00000174963","ZIC4",147390725,147393916,"Island"
"81","chr7",151085452,151085453,2,"*","cg09205595",151085831,151144436,58606,"+","ENSG00000133612","AGAP3",151085990,151087953,"N_Shore"
"82","chr17",40093099,40093100,2,"*","cg09304381",40058290,40093867,35578,"+","ENSG00000126351","THRA",40093008,40093350,"Island"
"83","chr17",40093099,40093100,2,"*","cg09304381",40092793,40100589,7797,"-","ENSG00000126368","NR1D1",40093008,40093350,"Island"
"84","chr2",176163952,176163953,2,"*","cg09387749",176136612,176173102,36491,"+","ENSG00000128652","HOXD3",176162890,176163286,"S_Shore"
"85","chr17",56511122,56511123,2,"*","cg09910153",55882301,56511659,629359,"+","ENSG00000153930","ANKFN1",56510594,56511138,"Island"
"86","chr13",63737422,63737423,2,"*","cg10059167",63667681,63738018,70338,"-","ENSG00000231061","LINC00395",63811587,63811924,"."
"87","chr13",63737422,63737423,2,"*","cg10059167",63737511,63742804,5294,"+","ENSG00000274052","OR7E156P",63811587,63811924,"."
"88","chr13",63737422,63737423,2,"*","cg10059167",63738111,63751083,12973,"+","ENSG00000285764","AL445989.2",63811587,63811924,"."
"89","chr1",148317857,148317858,2,"*","cg10537450",148290889,148519604,228716,"-","ENSG00000274020","LINC01138",148317537,148317864,"Island"
"90","chr1",148317857,148317858,2,"*","cg10537450",148295895,148344638,48744,"+","ENSG00000224481","AC245100.1",148317537,148317864,"Island"
"91","chr1",148317857,148317858,2,"*","cg10537450",148317683,148318013,331,"-","ENSG00000235988","AC245100.5",148317537,148317864,"Island"
"92","chr1",173474070,173474071,2,"*","cg10881451",173417793,173489407,71615,"-","ENSG00000203739","AL645568.1",173476840,173477966,"N_Shelf"
"93","chr2",176110206,176110207,2,"*","cg11272491",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176108700,176108990,"S_Shore"
"94","chr14",60652701,60652702,2,"*","cg12818596",60643421,60658259,14839,"-","ENSG00000126778","SIX1",60647385,60649834,"S_Shelf"
"95","chr17",28648961,28648962,2,"*","cg13569987",28648346,28662189,13844,"-","ENSG00000132581","SDF2",28645150,28645463,"S_Shelf"
"96","chr4",54109083,54109084,2,"*","cg14016057",53377839,54295272,917434,"+","ENSG00000282278","AC058822.1",54109221,54110035,"N_Shore"
"97","chr1",15370902,15370903,2,"*","cg14160480",15247272,15400283,153012,"+","ENSG00000142621","FHAD1",15409555,15410732,"."
"98","chr19",39997451,39997452,2,"*","cg14213992",39984134,40021038,36905,"+","ENSG00000187187","ZNF546",39996853,39997387,"S_Shore"
"99","chr2",161423175,161423176,2,"*","cg14557487",161416297,161425870,9574,"+","ENSG00000136535","TBR1",161423325,161424198,"N_Shore"
"100","chr2",161423175,161423176,2,"*","cg14557487",161424015,161428774,4760,"+","ENSG00000251621","AC009487.2",161423325,161424198,"N_Shore"
"101","chr2",161423175,161423176,2,"*","cg14557487",161422659,161423577,919,"-","ENSG00000224076","AC009487.1",161423325,161424198,"N_Shore"
"102","chr2",161423175,161423176,2,"*","cg14557487",161424332,161985282,560951,"+","ENSG00000144290","SLC4A10",161423325,161424198,"N_Shore"
"103","chr11",34155547,34155548,2,"*","cg15649702",34150987,34358010,207024,"-","ENSG00000166016","ABTB2",34174443,34174709,"."
"104","chr10",123146905,123146906,2,"*","cg16090347",123148122,123150672,2551,"+","ENSG00000188816","HMX2",123147768,123151519,"N_Shore"
"105","chr2",174484323,174484324,2,"*","cg16302049",174431571,174487094,55524,"-","ENSG00000163328","GPR155",174486637,174487426,"N_Shelf"
"106","chr5",179793544,179793545,2,"*","cg16361890",179793980,179796647,2668,"+","ENSG00000213316","LTC4S",179795608,179796824,"N_Shelf"
"107","chr7",116498408,116498409,2,"*","cg16553024",116238260,116499465,261206,"-","ENSG00000237813","AC002066.1",116499486,116500298,"N_Shore"
"108","chr7",116498408,116498409,2,"*","cg16553024",116287380,116508541,221162,"+","ENSG00000105971","CAV2",116499486,116500298,"N_Shore"
"109","chr16",31217194,31217195,2,"*","cg16556397",31214091,31231537,17447,"+","ENSG00000177238","TRIM72",31214688,31216943,"S_Shore"
"110","chr16",31217194,31217195,2,"*","cg16556397",31215962,31217135,1174,"-","ENSG00000169900","PYDC1",31214688,31216943,"S_Shore"
"111","chr2",240596867,240596868,2,"*","cg16615776",240586734,240617705,30972,"+","ENSG00000142330","CAPN10",240596268,240596536,"S_Shore"
"112","chr5",176537268,176537269,2,"*","cg17032533",176526712,176538025,11314,"-","ENSG00000146083","RNF44",176536498,176538115,"Island"
"113","chr7",43878502,43878503,2,"*","cg17710536",43866558,43906589,40032,"-","ENSG00000270617","URGCP-MRPS24",43869298,43869879,"."
"114","chr7",43878502,43878503,2,"*","cg17710536",43875894,43926411,50518,"-","ENSG00000106608","URGCP",43869298,43869879,"."
"115","chr14",89338103,89338104,2,"*","cg18657988",89124871,89619149,494279,"-","ENSG00000053254","FOXN3",89416196,89417934,"."
"116","chr2",233450187,233450188,2,"*","cg18863234",233354494,233472104,117611,"+","ENSG00000077044","DGKD",233461141,233461453,"."
"117","chr12",113465908,113465909,2,"*","cg19790626",113462033,113472280,10248,"-","ENSG00000089116","LHX5",113462946,113468637,"Island"
"118","chr2",176116109,176116110,2,"*","cg20649017",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176116038,176116695,"Island"
"119","chr2",176116270,176116271,2,"*","cg21591742",176108790,176119937,11148,"+","ENSG00000128710","HOXD10",176116038,176116695,"Island"
"120","chr14",24439919,24439920,2,"*","cg23383149",24429286,24441843,12558,"+","ENSG00000100441","KHNYN",24429668,24430172,"."
"121","chr14",24439919,24439920,2,"*","cg23383149",24439766,24442905,3140,"-","ENSG00000100445","SDR39U1",24429668,24430172,"."
"122","chr7",155462537,155462538,2,"*","cg23426473",155458129,155464831,6703,"+","ENSG00000164778","EN2",155462404,155462616,"Island"
"123","chr3",50350349,50350350,2,"*","cg23431721",50347330,50350826,3497,"-","ENSG00000114388","NPRL2",50350529,50351250,"N_Shore"
"124","chr3",50350349,50350350,2,"*","cg23431721",50350845,50358460,7616,"+","ENSG00000114395","CYB561D2",50350529,50351250,"N_Shore"
"125","chr3",50350349,50350350,2,"*","cg23431721",50350892,50367923,17032,"+","ENSG00000272104","Z84492.1",50350529,50351250,"N_Shore"
"126","chr3",53084151,53084152,2,"*","cg24530246",52969119,53099453,130335,"-","ENSG00000272305","AC096887.1",53044941,53047085,"."
"127","chr4",2940698,2940699,2,"*","cg24929861",2934882,2961738,26857,"+","ENSG00000249673","NOP14-AS1",2933735,2935247,"."
"128","chr4",2940698,2940699,2,"*","cg24929861",2937933,2963406,25474,"-","ENSG00000087269","NOP14",2933735,2935247,"."
"129","chr1",118984754,118984755,2,"*","cg26104752",118883046,118989556,106511,"-","ENSG00000092607","TBX15",118984160,118984569,"S_Shore"
"130","chr1",156490661,156490662,2,"*","cg26121730",156463727,156500779,37053,"-","ENSG00000116604","MEF2D",156499826,156501268,"."
"131","chr12",54079750,54079751,2,"*","cg26407571",54058254,54122235,63982,"+","ENSG00000248265","FLJ12825",54079522,54079778,"Island"
"132","chr12",54079750,54079751,2,"*","cg26407571",54076838,54081903,5066,"-","ENSG00000250654","AC023794.3",54079522,54079778,"Island"
"133","chr14",54677037,54677038,2,"*","cg26437697",54566117,54793315,227199,"+","ENSG00000020577","SAMD4A",54565109,54568112,"."
"134","chr16",19556032,19556033,2,"*","cg26475649",19555240,19706793,151554,"+","ENSG00000103544","VPS35L",19555165,19556066,"Island"
"135","chr16",87846092,87846093,2,"*","cg26637881",87830023,87869507,39485,"-","ENSG00000103257","SLC7A5",87860754,87860960,"."
"136","chr6",126663745,126663746,2,"*","cg26781392",126304223,127213609,909387,"-","ENSG00000286215","AL356534.1",126643504,126643842,"."
"137","chr1",117146734,117146735,2,"*","cg27055365",117143587,117210960,67374,"-","ENSG00000134258","VTCN1",117121648,117122526,"."
