"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"25","chr4",76802151,76802152,2,"*","cg00937681",76708853,76802426,93574,"-","ENSG00000233860","SHROOM3-AS1",76801940,76802271,"Island"
"26","chr4",76802151,76802152,2,"*","cg00937681",76758554,76801964,43411,"-","ENSG00000224218","AC107072.1",76801940,76802271,"Island"
"27","chr17",39665792,39665793,2,"*","cg01680823",39665349,39666554,1206,"+","ENSG00000173991","TCAP",39667441,39668736,"N_Shore"
"28","chr9",98118678,98118679,2,"*","cg01765174",98069275,98119222,49948,"-","ENSG00000106785","TRIM14",98118817,98119378,"N_Shore"
"29","chr20",32018292,32018293,2,"*","cg01772014",32005671,32031591,25921,"-","ENSG00000226239","AL031658.1",32018690,32019060,"N_Shore"
"30","chr20",32018292,32018293,2,"*","cg01772014",32010438,32032180,21743,"+","ENSG00000101331","CCM2L",32018690,32019060,"N_Shore"
"31","chr2",215312375,215312376,2,"*","cg01839430",215178791,215310947,132157,"-","ENSG00000286836","AC092844.1",215311827,215312409,"Island"
"32","chr2",215312375,215312376,2,"*","cg01839430",215311956,215349773,37818,"+","ENSG00000138363","ATIC",215311827,215312409,"Island"
"33","chr3",49674731,49674732,2,"*","cg02174232",49674014,49683971,9958,"+","ENSG00000164062","APEH",49673536,49674846,"Island"
"34","chr4",53591675,53591676,2,"*","cg02196651",53377839,54295272,917434,"+","ENSG00000282278","AC058822.1",53377476,53378230,"."
"35","chr4",53591675,53591676,2,"*","cg02196651",53459301,53701405,242105,"-","ENSG00000072201","LNX1",53377476,53378230,"."
"36","chr4",53591675,53591676,2,"*","cg02196651",53592956,53604047,11092,"+","ENSG00000248494","LNX1-AS2",53377476,53378230,"."
"37","chr15",78764711,78764712,2,"*","cg03403081",78759206,78811464,52259,"-","ENSG00000136378","ADAMTS7",78763970,78764205,"S_Shore"
"38","chr11",31824092,31824093,2,"*","cg03405909",31812307,32002405,190099,"+","ENSG00000281880","PAUPAR",31825586,31825832,"N_Shore"
"39","chr11",31824092,31824093,2,"*","cg03405909",31812391,32104665,292275,"+","ENSG00000285283","AL035078.4",31825586,31825832,"N_Shore"
"40","chr15",72782662,72782663,2,"*","cg03441853",72751369,72785846,34478,"-","ENSG00000159322","ADPGK",72783246,72784322,"N_Shore"
"41","chr15",72782662,72782663,2,"*","cg03441853",72782835,72798199,15365,"+","ENSG00000260898","ADPGK-AS1",72783246,72784322,"N_Shore"
"42","chr5",135028187,135028188,2,"*","cg04223420",135027734,135034813,7080,"-","ENSG00000069011","PITX1",135027403,135029456,"Island"
"43","chr1",197929099,197929100,2,"*","cg04868078",197911902,197935478,23577,"+","ENSG00000143355","LHX9",197921349,197921694,"."
"44","chr14",101562870,101562871,2,"*","cg05176667",101561351,101563452,2102,"+","ENSG00000197406","DIO3",101559653,101565230,"Island"
"45","chr14",100936157,100936158,2,"*","cg05218696",100836269,100947194,110926,"+","ENSG00000258399","AL117190.1",100883036,100883523,"."
"46","chr14",100936157,100936158,2,"*","cg05218696",100894770,101038859,144090,"+","ENSG00000225746","MEG8",100883036,100883523,"."
"47","chr14",100936157,100936158,2,"*","cg05218696",100936491,100936565,75,"+","ENSG00000201672","SNORD113-4",100883036,100883523,"."
"48","chr7",27364568,27364569,2,"*","cg05729490",27361591,27410358,48768,"+","ENSG00000224322","AC004009.1",27251501,27252578,"."
"49","chr16",28946173,28946174,2,"*","cg06029095",28341434,29370272,1028839,"+","ENSG00000288630","AC009093.11",28945804,28946024,"S_Shore"
"50","chr19",30445718,30445719,2,"*","cg06277472",30228290,30713538,485249,"+","ENSG00000198597","ZNF536",30443916,30445719,"Island"
"51","chr2",215312580,215312581,2,"*","cg06525280",215311956,215349773,37818,"+","ENSG00000138363","ATIC",215311827,215312409,"S_Shore"
"52","chr1",26862949,26862950,2,"*","cg06720467",26863149,26864456,1308,"+","ENSG00000175793","SFN",26863422,26863637,"N_Shore"
"53","chr1",8877389,8877390,2,"*","cg06972019",8861000,8879190,18191,"-","ENSG00000074800","ENO1",8878255,8879287,"N_Shore"
"54","chr1",8877389,8877390,2,"*","cg06972019",8878835,8879894,1060,"+","ENSG00000230679","ENO1-AS1",8878255,8879287,"N_Shore"
"55","chr8",691479,691480,2,"*","cg07004744",614746,738106,123361,"-","ENSG00000104714","ERICH1",687394,688251,"S_Shelf"
"56","chr6",25726684,25726685,2,"*","cg07077277",25726777,25727345,569,"+","ENSG00000146047","H2BC1",25726227,25726494,"S_Shore"
"57","chr6",25726684,25726685,2,"*","cg07077277",25726063,25726562,500,"-","ENSG00000164508","H2AC1",25726227,25726494,"S_Shore"
"58","chr5",135028283,135028284,2,"*","cg07274716",135027734,135034813,7080,"-","ENSG00000069011","PITX1",135027403,135029456,"Island"
"59","chr19",53905186,53905187,2,"*","cg07582829",53879190,53907652,28463,"+","ENSG00000126583","PRKCG",53906713,53906946,"N_Shore"
"60","chr6",1635376,1635377,2,"*","cg07714812",1623806,2245605,621800,"-","ENSG00000112699","GMDS",1623951,1625233,"."
"61","chr2",111699234,111699235,2,"*","cg08443563",111429324,111699033,269710,"-","ENSG00000285016","AC017002.3",111883761,111884329,"."
"62","chr2",111699234,111699235,2,"*","cg08443563",111611639,111884690,273052,"-","ENSG00000153107","ANAPC1",111883761,111884329,"."
"63","chr15",41501683,41501684,2,"*","cg08680048",41493393,41503551,10159,"+","ENSG00000137825","ITPKA",41501365,41503107,"Island"
"64","chr1",197920033,197920034,2,"*","cg09076431",197911902,197935478,23577,"+","ENSG00000143355","LHX9",197921349,197921694,"N_Shore"
"65","chr16",72877830,72877831,2,"*","cg09293559",72782885,73891871,1108987,"-","ENSG00000140836","ZFHX3",72959205,72959968,"."
"66","chr16",49488426,49488427,2,"*","cg10529845",49487524,49857919,370396,"-","ENSG00000102935","ZNF423",49492338,49492753,"N_Shelf"
"67","chr17",50117271,50117272,2,"*","cg11441693",50110040,50130160,20121,"-","ENSG00000167100","SAMD14",50117271,50117721,"Island"
"68","chr7",158538525,158538526,2,"*","cg12364136",157539056,158587823,1048768,"-","ENSG00000155093","PTPRN2",158549969,158550272,"."
"69","chr7",158538525,158538526,2,"*","cg12364136",158537495,158539879,2385,"+","ENSG00000225365","AC078942.1",158549969,158550272,"."
"70","chr2",102187525,102187526,2,"*","cg13315345",102187006,102240002,52997,"+","ENSG00000115598","IL1RL2",102187213,102188096,"Island"
"71","chr1",22088656,22088657,2,"*","cg13962372",22025511,22101360,75850,"+","ENSG00000070831","CDC42",22120028,22120450,"."
"72","chr2",176121931,176121932,2,"*","cg14410016",176122719,176124937,2219,"+","ENSG00000128709","HOXD9",176121697,176123530,"Island"
"73","chr2",176121931,176121932,2,"*","cg14410016",176121611,176137098,15488,"-","ENSG00000237380","HOXD-AS2",176121697,176123530,"Island"
"74","chr7",101362782,101362783,2,"*","cg14874750",101362875,101559024,196150,"+","ENSG00000160963","COL26A1",101362619,101364162,"Island"
"75","chr3",56776292,56776293,2,"*","cg15012214",56727418,57079329,351912,"-","ENSG00000163947","ARHGEF3",56801623,56802182,"."
"76","chr1",175702521,175702522,2,"*","cg15067015",175315194,175743616,428423,"-","ENSG00000116147","TNR",175599241,175599672,"."
"77","chr2",54616027,54616028,2,"*","cg15958839",54456317,54671446,215130,"+","ENSG00000115306","SPTBN1",54628962,54629350,"."
"78","chr11",2899035,2899036,2,"*","cg16587707",2887344,2903575,16232,"-","ENSG00000254827","SLC22A18AS",2902072,2902587,"N_Shelf"
"79","chr11",2899035,2899036,2,"*","cg16587707",2899721,2925246,25526,"+","ENSG00000110628","SLC22A18",2902072,2902587,"N_Shelf"
"80","chr5",74327383,74327384,2,"*","cg17680767",74111690,74536976,425287,"-","ENSG00000248673","LINC01331",74639901,74641726,"."
"81","chr5",74327383,74327384,2,"*","cg17680767",74321293,74341236,19944,"+","ENSG00000249343","LINC01333",74639901,74641726,"."
"82","chr13",94701767,94701768,2,"*","cg17775765",94698725,94708475,9751,"-","ENSG00000238230","LINC00391",94701936,94702930,"N_Shore"
"83","chr12",53936151,53936152,2,"*","cg18713028",53935328,53939643,4316,"-","ENSG00000249641","HOXC13-AS",53935637,53935906,"S_Shore"
"84","chr7",4706831,4706832,2,"*","cg19336198",4682295,4771442,89148,"+","ENSG00000164916","FOXK1",4718172,4718406,"."
"85","chr7",57450107,57450108,2,"*","cg19521511",57450177,57473559,23383,"+","ENSG00000182111","ZNF716",57424428,57425366,"."
"86","chr2",131425098,131425099,2,"*","cg20148575",131423801,131424867,1067,"-","ENSG00000214077","GNAQP1",131424755,131425536,"Island"
"87","chr11",3616428,3616429,2,"*","cg20576726",3609901,3637559,27659,"+","ENSG00000182048","TRPC2",3591421,3591655,"."
"88","chr3",128573875,128573876,2,"*","cg20749576",128572000,128576086,4087,"-","ENSG00000198685","LINC01565",128555094,128555953,"."
"89","chr7",19119043,19119044,2,"*","cg21424940",19020991,19117636,96646,"-","ENSG00000122691","TWIST1",19116428,19118419,"S_Shore"
"90","chr7",19119043,19119044,2,"*","cg21424940",19119933,19121916,1984,"+","ENSG00000236536","AC003986.3",19116428,19118419,"S_Shore"
"91","chr2",29116210,29116211,2,"*","cg21972382",29097705,29189643,91939,"+","ENSG00000115295","CLIP4",29115118,29116043,"S_Shore"
"92","chr6",20877109,20877110,2,"*","cg23342625",20534457,21232404,697948,"+","ENSG00000145996","CDKAL1",20401487,20403552,"."
"93","chr5",1113243,1113244,2,"*","cg24000908",1050384,1112063,61680,"-","ENSG00000113504","SLC12A7",1111282,1112273,"S_Shore"
"94","chr1",154404888,154404889,2,"*","cg24346686",154402328,154406564,4237,"-","ENSG00000228013","IL6R-AS1",154405195,154405969,"N_Shore"
"95","chr1",154404888,154404889,2,"*","cg24346686",154405193,154469450,64258,"+","ENSG00000160712","IL6R",154405195,154405969,"N_Shore"
"96","chr11",627175,627176,2,"*","cg25774643",616577,626078,9502,"-","ENSG00000099834","CDHR5",626729,628037,"Island"
"97","chr11",627175,627176,2,"*","cg25774643",626309,627181,873,"-","ENSG00000070031","SCT",626729,628037,"Island"
"98","chr11",119361553,119361554,2,"*","cg26077811",119355215,119381711,26497,"-","ENSG00000036672","USP2",119363771,119364504,"N_Shelf"
"99","chr1",180236118,180236119,2,"*","cg26225694",180230264,180278984,48721,"+","ENSG00000121454","LHX4",180228985,180235840,"S_Shore"
"100","chr17",81125911,81125912,2,"*","cg26766064",81110487,81166221,55735,"-","ENSG00000181409","AATK",81128949,81129170,"N_Shelf"
"101","chr17",81125911,81125912,2,"*","cg26766064",81125877,81125955,79,"+","ENSG00000211563","MIR3065",81128949,81129170,"N_Shelf"
"102","chr17",81125911,81125912,2,"*","cg26766064",81125276,81125373,98,"-","ENSG00000207736","MIR657",81128949,81129170,"N_Shelf"
"103","chr17",81125911,81125912,2,"*","cg26766064",81125883,81125949,67,"-","ENSG00000283604","MIR338",81128949,81129170,"N_Shelf"
"104","chr11",123977034,123977035,2,"*","cg27404351",123976661,123977781,1121,"-","ENSG00000196248","OR10S1",123741191,123741837,"."
