"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"173","chr5",83471798,83471799,2,"*","cg05176349",83471618,83582303,110686,"+","ENSG00000038427","VCAN",83472569,83473428,"N_Shore"
"174","chr19",6361337,6361338,2,"*","cg05236391",6343761,6362149,18389,"-","ENSG00000269802","AC011491.3",6361432,6362003,"N_Shore"
"175","chr19",6361337,6361338,2,"*","cg05236391",6361531,6370242,8712,"+","ENSG00000125656","CLPP",6361432,6362003,"N_Shore"
"176","chr3",10107782,10107783,2,"*","cg05291178",10081317,10108255,26939,"-","ENSG00000163705","FANCD2OS",10108067,10108382,"N_Shore"
"177","chr7",1947005,1947006,2,"*","cg05465745",1815793,2233243,417451,"-","ENSG00000002822","MAD1L1",1952280,1952487,"."
"178","chr7",1947005,1947006,2,"*","cg05465745",1815804,2242215,426412,"-","ENSG00000286192","AC069288.1",1952280,1952487,"."
"179","chr12",54032753,54032754,2,"*","cg05477933",53985845,54034888,49044,"+","ENSG00000273049","AC012531.3",54033242,54034925,"N_Shore"
"180","chr12",54032753,54032754,2,"*","cg05477933",54016931,54056030,39100,"+","ENSG00000198353","HOXC4",54033242,54034925,"N_Shore"
"181","chr12",54032753,54032754,2,"*","cg05477933",54017110,54035361,18252,"+","ENSG00000273046","AC012531.2",54033242,54034925,"N_Shore"
"182","chr12",54032753,54032754,2,"*","cg05477933",54032853,54035358,2506,"+","ENSG00000172789","HOXC5",54033242,54034925,"N_Shore"
"183","chr12",54032753,54032754,2,"*","cg05477933",54033950,54034045,96,"+","ENSG00000207571","MIR615",54033242,54034925,"N_Shore"
"184","chr3",115113702,115113703,2,"*","cg05544095",114314500,115147288,832789,"-","ENSG00000181722","ZBTB20",115146590,115148277,"."
"185","chr1",190475257,190475258,2,"*","cg05638359",190097658,190478404,380747,"-","ENSG00000162670","BRINP3",192808503,192809068,"."
"186","chr5",115180522,115180523,2,"*","cg05725804",115124762,115180546,55785,"-","ENSG00000152503","TRIM36",115179020,115180523,"Island"
"187","chr3",52546691,52546692,2,"*","cg05923681",52534013,52579237,45225,"+","ENSG00000168273","SMIM4",52536347,52536826,"."
"188","chr3",52546691,52546692,2,"*","cg05923681",52545352,52685917,140566,"-","ENSG00000163939","PBRM1",52536347,52536826,"."
"189","chr3",89171997,89171998,2,"*","cg06006512",89107621,89482134,374514,"+","ENSG00000044524","EPHA3",89114486,89114957,"."
"190","chr7",18613348,18613349,2,"*","cg06230668",18086949,19002416,915468,"+","ENSG00000048052","HDAC9",19106250,19106633,"."
"191","chr17",28523892,28523893,2,"*","cg06333085",28455752,28614185,158434,"-","ENSG00000258472","AC005726.1",28552268,28552769,"."
"192","chr17",28523892,28523893,2,"*","cg06333085",28506243,28538896,32654,"+","ENSG00000109101","FOXN1",28552268,28552769,"."
"193","chr6",169751193,169751194,2,"*","cg06361161",169740109,169751587,11479,"-","ENSG00000184786","TCTE3",169751256,169752035,"N_Shore"
"194","chr6",169751193,169751194,2,"*","cg06361161",169751622,169781600,29979,"+","ENSG00000130023","ERMARD",169751256,169752035,"N_Shore"
"195","chrX",119240826,119240827,2,"*","cg06372522",119236245,119244466,8222,"+","ENSG00000101856","PGRMC1",119235900,119237010,"S_Shelf"
"196","chr10",65815746,65815747,2,"*","cg06452464",65570338,65880289,309952,"+","ENSG00000228065","LINC01515",65053878,65054303,"."
"197","chr12",95991697,95991698,2,"*","cg06840883",95972662,95996365,23704,"-","ENSG00000084110","HAL",95995628,95995897,"N_Shelf"
"198","chr8",18084846,18084847,2,"*","cg06865273",18055992,18084998,29007,"-","ENSG00000104763","ASAH1",18083791,18084950,"Island"
"199","chr8",18084846,18084847,2,"*","cg06865273",18084386,18097644,13259,"+","ENSG00000245281","AC124242.1",18083791,18084950,"Island"
"200","chr1",43946402,43946403,2,"*","cg07070893",43944370,43946551,2182,"-","ENSG00000288573","AL357079.3",43946402,43947132,"Island"
"201","chr1",43946402,43946403,2,"*","cg07070893",43946950,43968022,21073,"+","ENSG00000117408","IPO13",43946402,43947132,"Island"
