"seqnames","start","end","width","strand","probe","gene_feature.ranges.start","gene_feature.ranges.end","gene_feature.ranges.width","gene_feature.strand","ensembl_gene_id","gene_name","start_position","end_position","feature_type"
"52","chr12",128415683,128415684,2,"*","cg01055386",128267403,128707915,440513,"+","ENSG00000181234","TMEM132C",128415269,128415520,"S_Shore"
"53","chr4",41880731,41880732,2,"*","cg01122241",41872747,41882955,10209,"-","ENSG00000245870","LINC00682",41880434,41880947,"Island"
"54","chr10",132787176,132787177,2,"*","cg01303723",132783179,132786147,2969,"-","ENSG00000148826","NKX6-2",132783854,132789145,"Island"
"55","chr7",130205992,130205993,2,"*","cg01323706",130164713,130207770,43058,"-","ENSG00000146842","TMEM209",130205307,130205584,"S_Shore"
"56","chr7",130205992,130205993,2,"*","cg01323706",130206344,130216844,10501,"+","ENSG00000165120","SSMEM1",130205307,130205584,"S_Shore"
"57","chr1",153828223,153828224,2,"*","cg01402255",153789030,153923360,134331,"-","ENSG00000143614","GATAD2B",153783482,153783859,"."
"58","chr7",5428805,5428806,2,"*","cg01425666",5426277,5428927,2651,"-","ENSG00000234432","AC092171.3",5419561,5429625,"Island"
"59","chr7",5428805,5428806,2,"*","cg01425666",5428731,5429672,942,"+","ENSG00000273084","AC092171.5",5419561,5429625,"Island"
"60","chr16",5436267,5436268,2,"*","cg01577083",5239802,7713340,2473539,"+","ENSG00000078328","RBFOX1",5239582,5240385,"."
"61","chr4",154612997,154612998,2,"*","cg01593385",154604134,154612967,8834,"-","ENSG00000171557","FGG",154626833,154627170,"."
"62","chr16",6019398,6019399,2,"*","cg01610605",5239802,7713340,2473539,"+","ENSG00000078328","RBFOX1",6018914,6020400,"Island"
"63","chr5",141423264,141423265,2,"*","cg01729977",141330571,141512981,182411,"+","ENSG00000204956","PCDHGA1",141422833,141423265,"Island"
"64","chr5",141423264,141423265,2,"*","cg01729977",141338760,141512975,174216,"+","ENSG00000081853","PCDHGA2",141422833,141423265,"Island"
"65","chr5",141423264,141423265,2,"*","cg01729977",141343829,141512975,169147,"+","ENSG00000254245","PCDHGA3",141422833,141423265,"Island"
"66","chr5",141423264,141423265,2,"*","cg01729977",141350102,141512979,162878,"+","ENSG00000254221","PCDHGB1",141422833,141423265,"Island"
"67","chr5",141423264,141423265,2,"*","cg01729977",141355021,141512975,157955,"+","ENSG00000262576","PCDHGA4",141422833,141423265,"Island"
"68","chr5",141423264,141423265,2,"*","cg01729977",141360042,141512979,152938,"+","ENSG00000253910","PCDHGB2",141422833,141423265,"Island"
"69","chr5",141423264,141423265,2,"*","cg01729977",141364232,141512979,148748,"+","ENSG00000253485","PCDHGA5",141422833,141423265,"Island"
"70","chr5",141423264,141423265,2,"*","cg01729977",141370242,141512975,142734,"+","ENSG00000262209","PCDHGB3",141422833,141423265,"Island"
"71","chr5",141423264,141423265,2,"*","cg01729977",141373891,141512975,139085,"+","ENSG00000253731","PCDHGA6",141422833,141423265,"Island"
"72","chr5",141423264,141423265,2,"*","cg01729977",141382739,141512975,130237,"+","ENSG00000253537","PCDHGA7",141422833,141423265,"Island"
"73","chr5",141423264,141423265,2,"*","cg01729977",141387698,141512975,125278,"+","ENSG00000253953","PCDHGB4",141422833,141423265,"Island"
"74","chr5",141423264,141423265,2,"*","cg01729977",141390157,141512979,122823,"+","ENSG00000253767","PCDHGA8",141422833,141423265,"Island"
"75","chr5",141423264,141423265,2,"*","cg01729977",141397987,141512979,114993,"+","ENSG00000276547","PCDHGB5",141422833,141423265,"Island"
"76","chr5",141423264,141423265,2,"*","cg01729977",141402932,141512979,110048,"+","ENSG00000261934","PCDHGA9",141422833,141423265,"Island"
"77","chr5",141423264,141423265,2,"*","cg01729977",141408021,141512979,104959,"+","ENSG00000253305","PCDHGB6",141422833,141423265,"Island"
"78","chr5",141423264,141423265,2,"*","cg01729977",141412987,141512979,99993,"+","ENSG00000253846","PCDHGA10",141422833,141423265,"Island"
"79","chr5",141423264,141423265,2,"*","cg01729977",141417645,141512975,95331,"+","ENSG00000254122","PCDHGB7",141422833,141423265,"Island"
"80","chr5",141423264,141423265,2,"*","cg01729977",141421047,141512975,91929,"+","ENSG00000253873","PCDHGA11",141422833,141423265,"Island"
"81","chr17",74430701,74430702,2,"*","cg01750157",74424851,74451653,26803,"+","ENSG00000170412","GPRC5C",74430645,74432838,"Island"
"82","chr2",238204090,238204091,2,"*","cg01763057",238170402,238203708,33307,"-","ENSG00000132323","ILKAP",238203041,238203878,"S_Shore"
"83","chr3",57169282,57169283,2,"*","cg02131639",57089982,57170306,80325,"-","ENSG00000144730","IL17RD",57170142,57170389,"N_Shore"
"84","chr11",43572987,43572988,2,"*","cg02197194",43556436,43673393,116958,"+","ENSG00000283217","AC068205.1",43575441,43575786,"N_Shelf"
"85","chr11",64085332,64085333,2,"*","cg02374207",63998558,64166113,167556,"-","ENSG00000133315","MACROD1",64085332,64085610,"Island"
"86","chr11",64085332,64085333,2,"*","cg02374207",64035970,64103653,67684,"+","ENSG00000256824","AP000721.2",64085332,64085610,"Island"
"87","chr11",64085332,64085333,2,"*","cg02374207",64081690,64087175,5486,"+","ENSG00000256481","AP006333.2",64085332,64085610,"Island"
"88","chr19",55113816,55113817,2,"*","cg02474116",55090914,55117637,26724,"-","ENSG00000125503","PPP1R12C",55117121,55117737,"N_Shelf"
"89","chr6",27811058,27811059,2,"*","cg02805890",27810064,27811300,1237,"+","ENSG00000278828","H3C10",27810078,27810473,"S_Shore"
"90","chr19",18124101,18124102,2,"*","cg02814054",18097793,18151692,53900,"+","ENSG00000099308","MAST3",18123901,18124102,"Island"
"91","chr22",17084774,17084775,2,"*","cg02866761",17084954,17115694,30741,"+","ENSG00000177663","IL17RA",17084628,17086100,"Island"
"92","chr4",41880851,41880852,2,"*","cg02881929",41872747,41882955,10209,"-","ENSG00000245870","LINC00682",41880434,41880947,"Island"
"93","chr19",14560610,14560611,2,"*","cg03162410",14517085,14565980,48896,"+","ENSG00000099797","TECR",14565390,14565730,"."
"94","chr11",134276238,134276239,2,"*","cg03323292",134274245,134319564,45320,"+","ENSG00000166105","GLB1L3",134275666,134277286,"Island"
"95","chr2",200510281,200510282,2,"*","cg03399398",200488958,200519784,30827,"-","ENSG00000155729","KCTD18",200525963,200526494,"."
"96","chr2",200510281,200510282,2,"*","cg03399398",200510008,200584096,74089,"+","ENSG00000163535","SGO2",200525963,200526494,"."
"97","chr1",165543161,165543162,2,"*","cg03454607",165476838,165582155,105318,"-","ENSG00000237463","LRRC52-AS1",165598029,165598293,"."
"98","chr1",165543161,165543162,2,"*","cg03454607",165544000,165563957,19958,"+","ENSG00000162763","LRRC52",165598029,165598293,"."
"99","chr2",27663773,27663774,2,"*","cg03537747",27650809,27663840,13032,"-","ENSG00000119760","SUPT7L",27663393,27664543,"Island"
"100","chr2",27663773,27663774,2,"*","cg03537747",27663471,27694976,31506,"+","ENSG00000163798","SLC4A1AP",27663393,27664543,"Island"
"101","chr19",54536502,54536503,2,"*","cg03602500",54532692,54545771,13080,"+","ENSG00000104970","KIR3DX1",54527025,54527284,"."
"102","chr6",138500217,138500218,2,"*","cg03735592",138422043,138692571,270529,"-","ENSG00000135540","NHSL1",138424212,138424456,"."
"103","chr17",1229460,1229461,2,"*","cg03986989",1003518,1229738,226221,"-","ENSG00000159842","ABR",1228454,1230073,"Island"
"104","chr6",24930743,24930744,2,"*","cg04094225",24804282,25042170,237889,"-","ENSG00000111913","RIPOR2",24910399,24911358,"."
"105","chr14",76134417,76134418,2,"*","cg04518304",76131707,76152627,20921,"-","ENSG00000283629","AC016526.4",76134304,76134518,"Island"
"106","chr19",1513261,1513262,2,"*","cg04529543",1505022,1513604,8583,"-","ENSG00000185761","ADAMTSL5",1512963,1514035,"Island"
"107","chr19",1513261,1513262,2,"*","cg04529543",1508023,1536046,28024,"+","ENSG00000185988","PLK5",1512963,1514035,"Island"
"108","chr12",126723630,126723631,2,"*","cg04706044",126723412,126749027,25616,"+","ENSG00000189238","LINC00943",126726233,126727105,"N_Shelf"
"109","chr3",72521167,72521168,2,"*","cg04892766",72504806,72550552,45747,"-","ENSG00000244345","AC104435.2",72446703,72447701,"."
"110","chr11",132033756,132033757,2,"*","cg04956701",131370478,132336822,966345,"+","ENSG00000182667","NTM",131910459,131911638,"."
"111","chr13",50245129,50245130,2,"*","cg05191839",50082169,50906856,824688,"+","ENSG00000176124","DLEU1",50133450,50133883,"."
"112","chr17",74749855,74749856,2,"*","cg05245070",74748628,74769353,20726,"+","ENSG00000109062","SLC9A3R1",74748290,74749813,"S_Shore"
"113","chr17",74749855,74749856,2,"*","cg05245070",74747319,74748912,1594,"-","ENSG00000266036","AC016888.1",74748290,74749813,"S_Shore"
"114","chr6",134117431,134117432,2,"*","cg05876824",134074123,134121433,47311,"+","ENSG00000287413","AL449363.2",134174802,134175820,"."
"115","chr8",1640656,1640657,2,"*","cg06070132",737628,1708476,970849,"+","ENSG00000198010","DLGAP2",1641873,1644116,"N_Shore"
"116","chr17",917699,917700,2,"*","cg06097704",799310,979776,180467,"-","ENSG00000167693","NXN",946968,947260,"."
"117","chr1",159170655,159170656,2,"*","cg06203976",159171609,159203313,31705,"+","ENSG00000162706","CADM3",159171413,159171928,"N_Shore"
"118","chr15",74367560,74367561,2,"*","cg06285340",74337759,74367646,29888,"-","ENSG00000140459","CYP11A1",74365698,74366233,"S_Shore"
"119","chr15",74367560,74367561,2,"*","cg06285340",74365435,74371211,5777,"+","ENSG00000261821","AC090826.1",74365698,74366233,"S_Shore"
"120","chr16",53054990,53054991,2,"*","cg06351457",53055033,53329150,274118,"+","ENSG00000177200","CHD9",53054805,53055367,"Island"
"121","chr15",92579896,92579897,2,"*","cg06373817",92580741,92600545,19805,"+","ENSG00000258676","AC091544.2",92655145,92655951,"."
"122","chr3",100114891,100114892,2,"*","cg06436504",99817837,100181732,363896,"+","ENSG00000184220","CMSS1",100225261,100225488,"."
"123","chr3",100114891,100114892,2,"*","cg06436504",99830141,100114513,284373,"-","ENSG00000168386","FILIP1L",100225261,100225488,"."
"124","chr22",39317017,39317018,2,"*","cg06534427",39312882,39320389,7508,"-","ENSG00000100316","RPL3",39319469,39319940,"N_Shelf"
"125","chr11",132037926,132037927,2,"*","cg06565368",131370478,132336822,966345,"+","ENSG00000182667","NTM",131910459,131911638,"."
"126","chr17",8004437,8004438,2,"*","cg06848060",8002615,8020342,17728,"+","ENSG00000132518","GUCY2D",8002610,8004127,"S_Shore"
"127","chr5",141304114,141304115,2,"*","cg07039560",141260225,141320784,60560,"-","ENSG00000178913","TAF7",141303629,141304206,"Island"
"128","chr5",141304114,141304115,2,"*","cg07039560",141302635,141304049,1415,"-","ENSG00000120329","SLC25A2",141303629,141304206,"Island"
"129","chr11",32433479,32433480,2,"*","cg07211140",32387775,32435564,47790,"-","ENSG00000184937","WT1",32433329,32435765,"Island"
"130","chr16",4489232,4489233,2,"*","cg07212747",4461680,4495763,34084,"-","ENSG00000153406","NMRAL1",4476295,4476926,"."
"131","chr16",4489232,4489233,2,"*","cg07212747",4474690,4510347,35658,"+","ENSG00000103415","HMOX2",4476295,4476926,"."
"132","chr2",143525174,143525175,2,"*","cg07409629",143091362,143768352,676991,"+","ENSG00000075884","ARHGAP15",143936764,143937613,"."
"133","chr2",143525174,143525175,2,"*","cg07409629",143295421,143598002,302582,"-","ENSG00000228655","AC079793.1",143936764,143937613,"."
"134","chr7",8441406,8441407,2,"*","cg07511564",8433609,8752961,319353,"+","ENSG00000122584","NXPH1",8442345,8443132,"N_Shore"
"135","chr1",153749510,153749511,2,"*","cg07591620",153728050,153774808,46759,"+","ENSG00000143624","INTS3",153727741,153728025,"."
"136","chr1",153749510,153749511,2,"*","cg07591620",153746851,153751227,4377,"-","ENSG00000243613","AL513523.4",153727741,153728025,"."
"137","chr1",145859318,145859319,2,"*","cg07596920",145848522,145859836,11315,"-","ENSG00000131788","PIAS3",145858693,145859938,"Island"
"138","chr19",58203984,58203985,2,"*","cg07815836",58183029,58213562,30534,"+","ENSG00000171606","ZNF274",58203854,58204666,"Island"
"139","chr2",239312909,239312910,2,"*","cg08107308",239048168,239401654,353487,"-","ENSG00000068024","HDAC4",239275073,239275301,"."
"140","chr3",119275205,119275206,2,"*","cg08541155",119226486,119290666,64181,"+","ENSG00000240254","B4GALT4-AS1",119294388,119294877,"."
"141","chr7",30348338,30348339,2,"*","cg08549335",30284597,30367689,83093,"+","ENSG00000180233","ZNRF2",30284302,30286025,"."
"142","chr5",170501871,170501872,2,"*","cg08701543",170353487,170736632,383146,"+","ENSG00000182132","KCNIP1",170503866,170504467,"N_Shore"
"143","chr1",1183554,1183555,2,"*","cg08886036",1173880,1197936,24057,"+","ENSG00000162571","TTLL10",1173935,1174765,"."
"144","chr16",31568832,31568833,2,"*","cg08980382",31563082,31567716,4635,"-","ENSG00000261741","FRG2KP",31568750,31568996,"Island"
"145","chr16",31568832,31568833,2,"*","cg08980382",31568386,31569475,1090,"-","ENSG00000261614","YBX3P1",31568750,31568996,"Island"
"146","chr12",77300265,77300266,2,"*","cg08985530",77219603,77317234,97632,"-","ENSG00000257677","LINC02464",77065168,77066162,"."
"147","chr6",108163948,108163949,2,"*","cg09236658",108041409,108165854,124446,"-","ENSG00000081087","OSTM1",108164468,108170083,"N_Shore"
"148","chr1",1115984,1115985,2,"*","cg09383789",1081818,1116361,34544,"-","ENSG00000131591","C1orf159",1115136,1117065,"Island"
"149","chr1",45304976,45304977,2,"*","cg09409484",45016399,45306209,289811,"-","ENSG00000162415","ZSWIM5",45303542,45304245,"S_Shore"
"150","chr1",45304976,45304977,2,"*","cg09409484",45303910,45305619,1710,"+","ENSG00000281912","LINC01144",45303542,45304245,"S_Shore"
"151","chr11",32426398,32426399,2,"*","cg09695430",32387775,32435564,47790,"-","ENSG00000184937","WT1",32426716,32427501,"N_Shore"
"152","chr1",45647395,45647396,2,"*","cg09827048",45627304,45688113,60810,"-","ENSG00000159592","GPBP1L1",45622523,45623470,"."
"153","chr1",45647395,45647396,2,"*","cg09827048",45645816,45646197,382,"-","ENSG00000225447","RPS15AP10",45622523,45623470,"."
"154","chr2",199470835,199470836,2,"*","cg10168149",199269500,199471266,201767,"-","ENSG00000119042","SATB2",199470775,199471690,"Island"
"155","chr2",199470835,199470836,2,"*","cg10168149",199457700,199476935,19236,"+","ENSG00000225953","SATB2-AS1",199470775,199471690,"Island"
"156","chr12",128414745,128414746,2,"*","cg10216717",128267403,128707915,440513,"+","ENSG00000181234","TMEM132C",128415269,128415520,"N_Shore"
"157","chr1",4410896,4410897,2,"*","cg10322419",4412027,4424689,12663,"+","ENSG00000235054","LINC01777",4653930,4656495,"."
"158","chr10",79177041,79177042,2,"*","cg10427868",79068966,79316528,247563,"+","ENSG00000108175","ZMIZ1",79242279,79243930,"."
"159","chr12",130444648,130444649,2,"*","cg10577257",130396137,130716281,320145,"-","ENSG00000060709","RIMBP2",130451168,130451418,"."
"160","chr14",71616990,71616991,2,"*","cg10727432",71320449,71741229,420781,"+","ENSG00000197555","SIPA1L1",71320139,71321508,"."
"161","chr7",43537762,43537763,2,"*","cg10835986",43112629,43566001,453373,"+","ENSG00000002746","HECW1",43583092,43583793,"."
"162","chr1",94422632,94422633,2,"*","cg11237362",94418389,94518666,100278,"+","ENSG00000117528","ABCD3",94417970,94418846,"S_Shelf"
"163","chr8",143495015,143495016,2,"*","cg11303301",143437659,143541447,103789,"-","ENSG00000014164","ZC3H3",143486746,143488502,"."
"164","chr11",57302166,57302167,2,"*","cg11414415",57299638,57324952,25315,"-","ENSG00000149115","TNKS1BP1",57324398,57325357,"."
"165","chr17",56938465,56938466,2,"*","cg11679673",56938199,56961050,22852,"-","ENSG00000121058","COIL",56960785,56961169,"."
"166","chr17",56938465,56938466,2,"*","cg11679673",56939932,56941275,1344,"+","ENSG00000262298","AC004584.1",56960785,56961169,"."
"167","chr4",53591942,53591943,2,"*","cg11807829",53377839,54295272,917434,"+","ENSG00000282278","AC058822.1",53377476,53378230,"."
"168","chr4",53591942,53591943,2,"*","cg11807829",53459301,53701405,242105,"-","ENSG00000072201","LNX1",53377476,53378230,"."
"169","chr4",53591942,53591943,2,"*","cg11807829",53592956,53604047,11092,"+","ENSG00000248494","LNX1-AS2",53377476,53378230,"."
"170","chr1",201635500,201635501,2,"*","cg11857363",201622885,201826969,204085,"+","ENSG00000134369","NAV1",201647914,201650660,"."
"171","chr12",122997027,122997028,2,"*","cg11918124",122983480,123150015,166536,"-","ENSG00000090975","PITPNM2",122997344,122997570,"N_Shore"
"172","chr1",228737673,228737674,2,"*","cg12762413",228735479,228746664,11186,"+","ENSG00000116574","RHOU",228735064,228736550,"S_Shore"
"173","chr1",160081087,160081088,2,"*","cg12907876",160081538,160090563,9026,"+","ENSG00000162728","KCNJ9",160083932,160084948,"N_Shelf"
"174","chr7",1714001,1714002,2,"*","cg12967164",1688119,1747954,59836,"+","ENSG00000225968","ELFN1",1713811,1714070,"Island"
"175","chr3",8990947,8990948,2,"*","cg13008935",8980591,9363053,382463,"-","ENSG00000196220","SRGAP3",8990574,8990835,"S_Shore"
"176","chr1",181806607,181806608,2,"*","cg13099226",181317690,181808084,490395,"+","ENSG00000198216","CACNA1E",181798358,181798757,"."
"177","chr7",76328585,76328586,2,"*","cg13720395",76326799,76358991,32193,"-","ENSG00000170027","YWHAG",76329549,76329757,"N_Shore"
"178","chr18",48859008,48859009,2,"*","cg13840032",48539031,48863217,324187,"+","ENSG00000134030","CTIF",48859896,48860110,"N_Shore"
"179","chr2",75065145,75065146,2,"*","cg14054283",75046463,75199520,153058,"-","ENSG00000115353","TACR1",74958441,74959050,"."
"180","chr9",94949466,94949467,2,"*","cg14078714",94726701,95087218,360518,"+","ENSG00000148120","AOPEP",95004368,95005673,"."
"181","chr1",16352648,16352649,2,"*","cg14093570",16246840,16352480,105641,"-","ENSG00000037637","FBXO42",16352080,16352697,"Island"
"182","chr1",16352648,16352649,2,"*","cg14093570",16352575,16398145,45571,"+","ENSG00000055070","SZRD1",16352080,16352697,"Island"
"183","chr15",60721932,60721933,2,"*","cg14720274",60488284,61229302,741019,"-","ENSG00000069667","RORA",60591100,60593151,"."
"184","chr22",18025532,18025533,2,"*","cg14771451",17787649,18024561,236913,"-","ENSG00000243156","MICAL3",18023654,18024646,"S_Shore"
"185","chr1",204943078,204943079,2,"*","cg14987607",204828651,205022822,194172,"+","ENSG00000163531","NFASC",204981855,204982082,"."
"186","chr3",135170651,135170652,2,"*","cg15000071",134597801,135260467,662667,"+","ENSG00000154928","EPHB1",134795489,134797138,"."
"187","chr3",135170651,135170652,2,"*","cg15000071",135138469,135439888,301420,"-","ENSG00000240086","AC092969.1",134795489,134797138,"."
"188","chr8",143973398,143973399,2,"*","cg15183991",143915147,143976734,61588,"-","ENSG00000178209","PLEC",143973126,143978137,"Island"
"189","chr1",8344156,8344157,2,"*","cg15554087",8317826,8344167,26342,"+","ENSG00000162426","SLC45A1",8343638,8344042,"S_Shore"
"190","chr2",54559011,54559012,2,"*","cg15602548",54456317,54671446,215130,"+","ENSG00000115306","SPTBN1",54557890,54558832,"S_Shore"
"191","chr3",45559963,45559964,2,"*","cg15765353",45555394,45686341,130948,"+","ENSG00000144791","LIMD1",45593599,45594440,"."
"192","chr12",67269699,67269700,2,"*","cg15993795",67269358,67319953,50596,"+","ENSG00000111530","CAND1",67269262,67270267,"Island"
"193","chr1",241640873,241640874,2,"*","cg16013670",241590102,241677376,87275,"-","ENSG00000054277","OPN3",241640246,241640590,"S_Shore"
"194","chr1",241640873,241640874,2,"*","cg16013670",241628853,241640254,11402,"-","ENSG00000203668","CHML",241640246,241640590,"S_Shore"
"195","chr1",241640873,241640874,2,"*","cg16013670",241640555,241641835,1281,"+","ENSG00000287513","AL133390.1",241640246,241640590,"S_Shore"
"196","chr3",125049450,125049451,2,"*","cg16143049",124965710,125055997,90288,"-","ENSG00000173706","HEG1",125055403,125056185,"."
"197","chrX",153700565,153700566,2,"*","cg16201681",153700492,153724565,24074,"-","ENSG00000185825","BCAP31",153687602,153689195,"."
"198","chr12",114409044,114409045,2,"*","cg16605327",114353911,114408442,54532,"-","ENSG00000089225","TBX5",114408771,114409845,"Island"
"199","chr12",114409044,114409045,2,"*","cg16605327",114408173,114412831,4659,"+","ENSG00000255399","TBX5-AS1",114408771,114409845,"Island"
"200","chr10",129842039,129842040,2,"*","cg16803064",129835233,129973053,137821,"-","ENSG00000108001","EBF3",129840301,129840576,"S_Shore"
