,probe,ensembl_gene_id,gene_name,Normal,BLCA,BRCA,COAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,PRAD,THCA,UCEC
10,cg00009053,ENSG00000011347,SYT7,0.7901642696944124,0.7448194176905484,0.8650415108067826,0.833810002663921,0.6766456185303188,0.6362205671086658,0.7378224697442011,0.8176517787769576,0.8069586124521592,0.7390154599306118,0.62227866452888,0.8709156511261905,0.8037881001425371,0.8279136469492517
11,cg00010992,ENSG00000138640,FAM13A,0.04662768366544137,0.04464903524419081,0.045148319395997845,0.04747037501047221,0.04311845229747248,0.04469942515099918,0.04308374198617862,0.042486419045738584,0.043279737925325086,0.0837510476620555,0.04243287994399327,0.042302665936630755,0.043995979286115636,0.045568530483120186
12,cg00010992,ENSG00000180346,TIGD2,0.04662768366544137,0.04464903524419081,0.045148319395997845,0.04747037501047221,0.04311845229747248,0.04469942515099918,0.04308374198617862,0.042486419045738584,0.043279737925325086,0.0837510476620555,0.04243287994399327,0.042302665936630755,0.043995979286115636,0.045568530483120186
13,cg00011239,ENSG00000143869,GDF7,0.7611434737142203,0.5554024739942403,0.8870378112990034,0.34273786268964385,0.6351626421412261,0.7870884237024414,0.4911044457864393,0.37264791203015196,0.30845653561570835,0.6502759374919923,0.754833096697487,0.8681600100900863,0.8794809047829112,0.8489311717818673
14,cg00017842,ENSG00000258910,LINC01956,0.6967920650661277,0.32631653625225165,0.45191030304482704,0.3035747034387834,0.40645214756259207,0.4239189152268011,0.559941444382761,0.7454141834959096,0.2751689864796776,0.3646556357669075,0.4042316294480888,0.34287589063176505,0.6612718382826429,0.33894526970252414
15,cg20599967,ENSG00000258910,LINC01956,0.21024851812302572,0.31507797161596274,0.4084453811779555,0.557690353860731,0.48883618611832125,0.4289605848136066,0.2783238334461046,0.18438745003050022,0.16917005489346007,0.3282931993443693,0.3620251266710065,0.3952030645501297,0.21554550717159524,0.36419261209096526
16,cg00019678,ENSG00000139438,FAM222A,0.7238799214057252,0.7338051532915243,0.7336642405634858,0.8263528643514962,0.7998548621574796,0.80008460406314,0.9120114237038992,0.9168558224743155,0.391816120453449,0.6677495345973146,0.7782787381895732,0.5653967790623012,0.9291186773480744,0.8090736221279565
17,cg00021256,ENSG00000236445,LINC00608,0.18051007060934166,0.1510196780065644,0.36100396576727317,0.12873942889518813,0.2431293901765024,0.3013126461988153,0.16164742544153785,0.12356865297756554,0.11004504721162049,0.24168885912840465,0.2690926292222015,0.5143423221845138,0.09932602026909577,0.16019204370007367
18,cg00021256,ENSG00000163497,FEV,0.18051007060934166,0.1510196780065644,0.36100396576727317,0.12873942889518813,0.2431293901765024,0.3013126461988153,0.16164742544153785,0.12356865297756554,0.11004504721162049,0.24168885912840465,0.2690926292222015,0.5143423221845138,0.09932602026909577,0.16019204370007367
19,cg00024494,ENSG00000140836,ZFHX3,0.705176314630967,0.7867524840520482,0.760226354507059,0.5739380894382219,0.700992353248005,0.671989351078483,0.3817660461101592,0.3124452482626759,0.8396385154481645,0.6753710617390394,0.6694025182407708,0.9090025834979725,0.9028175433869796,0.8138626196976578
20,cg04700292,ENSG00000140836,ZFHX3,0.7893274230651377,0.5320068592855574,0.7364015151916595,0.867108485210056,0.8079432410175064,0.850602229116272,0.8452476820545658,0.8724397627821096,0.36154132211167633,0.6937132031518471,0.7444853770246048,0.38924212646291273,0.5545047816421652,0.4026892881843374
21,cg09223396,ENSG00000140836,ZFHX3,0.9149202463595544,0.9196720097195606,0.9281670584610353,0.9341651559330294,0.9165019558151325,0.9250709191556189,0.9319115728635293,0.9382742201870673,0.9255135995744219,0.8723727267580272,0.921619747908802,0.9296645708608682,0.9436800890794814,0.9394035134674122
22,cg00025347,ENSG00000168575,SLC20A2,0.9273268553224796,0.6053768785839049,0.5703873779788415,0.9236811108951171,0.8590964326241611,0.8758073201698475,0.9424185074948822,0.937244558296311,0.9231932777344171,0.8529662414993929,0.8071361226259988,0.8814423598971985,0.9299799890339054,0.9319874044455604
23,cg00025981,ENSG00000102760,RGCC,0.05400352010258591,0.08139659890073436,0.09541514177503142,0.0974379309809413,0.08540340388612203,0.07712564860853242,0.08115624830217548,0.053340819102289,0.23059772793440464,0.0769570153198659,0.04946847986198202,0.13450841344961126,0.03969621669008163,0.024014649861980715
24,cg18495682,ENSG00000102760,RGCC,0.08920112457581814,0.05006047776159123,0.09377021671094132,0.08895111832343276,0.08357471003810993,0.073921078783483,0.12996883783851207,0.0795831147165116,0.10524248432124153,0.07986683131712395,0.04912262789929447,0.10118799383732427,0.07950197205318821,0.08491665960809036
25,cg00027081,ENSG00000032389,EIPR1,0.8601525428057187,0.9354227312684507,0.9221870054258736,0.934514539298951,0.9420937950383943,0.9383872279065787,0.9295855826231431,0.9383009131561977,0.9330092199360429,0.8804638083836845,0.9212297797560693,0.9325470327515126,0.15403339183683445,0.9145137294836452
26,cg27420005,ENSG00000032389,EIPR1,0.8460130681641629,0.8688866464598698,0.8783954599912325,0.8606607782135657,0.7906622472089485,0.8511275426967221,0.885996674126979,0.8965377988662661,0.8268302958608262,0.7597205675764604,0.790897617414346,0.8837528793230915,0.9034642766549166,0.8672771258835774
27,cg00028678,ENSG00000136002,ARHGEF4,0.5219676280338146,0.6224418146218498,0.6195408251215574,0.582334479035649,0.6540733182361702,0.6536964620104385,0.541675422803924,0.7381000752711504,0.1922633549245718,0.49324407307421136,0.6576229207637243,0.7501618751948433,0.7798540229517447,0.7977981411522695
28,cg00029678,ENSG00000173821,RNF213,0.8830883100684657,0.6418501209776304,0.9088162860796317,0.9075830069046116,0.7794044600564934,0.6876682244137771,0.916779633877326,0.9197811795201792,0.9060955950104655,0.8318951642767549,0.6356563821364153,0.7924195502275188,0.9218981078311506,0.9041476932886858
29,cg00029678,ENSG00000263069,RNF213-AS1,0.8830883100684657,0.6418501209776304,0.9088162860796317,0.9075830069046116,0.7794044600564934,0.6876682244137771,0.916779633877326,0.9197811795201792,0.9060955950104655,0.8318951642767549,0.6356563821364153,0.7924195502275188,0.9218981078311506,0.9041476932886858
30,cg00029931,ENSG00000010671,BTK,0.13428518359383104,0.06531087472728841,0.405271471641373,0.10974981337768354,0.05778708025916488,0.06758357231207263,0.0873085364740318,0.06763115860844596,0.07786268081352449,0.17269709274271502,0.05981175130327036,0.03201989180099665,0.21363857476213052,0.35013991504553016
31,cg00029931,ENSG00000241343,RPL36A,0.13428518359383104,0.06531087472728841,0.405271471641373,0.10974981337768354,0.05778708025916488,0.06758357231207263,0.0873085364740318,0.06763115860844596,0.07786268081352449,0.17269709274271502,0.05981175130327036,0.03201989180099665,0.21363857476213052,0.35013991504553016
32,cg00029931,ENSG00000257529,RPL36A-HNRNPH2,0.13428518359383104,0.06531087472728841,0.405271471641373,0.10974981337768354,0.05778708025916488,0.06758357231207263,0.0873085364740318,0.06763115860844596,0.07786268081352449,0.17269709274271502,0.05981175130327036,0.03201989180099665,0.21363857476213052,0.35013991504553016
33,cg00031346,ENSG00000153303,FRMD1,0.7757606338595368,0.3245330617578467,0.6446101943562292,0.757737835513513,0.4508625407364789,0.35222851732451677,0.6850307788143476,0.8299437220923657,0.49798239973909403,0.468861254135533,0.4194347190521036,0.6544256620302888,0.46282074387581135,0.6756447225523877
34,cg00032664,ENSG00000114520,SNX4,0.8885119716214465,0.8608124340108453,0.9044621352797662,0.8901813373942599,0.8526559110935932,0.8485524135000865,0.8901109328844746,0.9180489522481039,0.9034925890598212,0.8532321867558158,0.8323642142024591,0.8573610654701982,0.9149314589946377,0.8713702617640839
35,cg00039480,ENSG00000180638,SLC47A2,0.6815822437128608,0.6760100838505624,0.7607003497225507,0.7907922836697642,0.656629629174221,0.5918798922479636,0.5023733801478912,0.48811073553780826,0.746287507742025,0.7308877767055567,0.637188074741001,0.748867805582681,0.7616161562412761,0.6961823696485754
36,cg00050133,ENSG00000287544,AC097518.2,0.9068872589718406,0.788846677313396,0.8443670187218585,0.641337999318026,0.7376250572762778,0.757965508719137,0.9146858463477965,0.9186715538679737,0.6785062814693489,0.7869302948434014,0.7858990684998529,0.7116977897214595,0.9303278647683434,0.7272861950007838
37,cg00050133,ENSG00000249008,AC097518.1,0.9068872589718406,0.788846677313396,0.8443670187218585,0.641337999318026,0.7376250572762778,0.757965508719137,0.9146858463477965,0.9186715538679737,0.6785062814693489,0.7869302948434014,0.7858990684998529,0.7116977897214595,0.9303278647683434,0.7272861950007838
38,cg00053507,ENSG00000102780,DGKH,0.058132126622102216,0.05457296887266625,0.05088043287399908,0.08872948722230446,0.04758992177286194,0.053449641288971575,0.054315267540078135,0.053065234074129206,0.0580027127451175,0.10705623894198367,0.05774082931112083,0.06742966350720808,0.05205060976448201,0.06783085715751797
39,cg00056985,ENSG00000165152,PGAP4,0.05747662359110186,0.0823275702757764,0.253259754656601,0.05945031548697517,0.055428903984789814,0.07696811382268658,0.05114728378744612,0.05038144105703287,0.08361695289881572,0.17675363904458263,0.07147209150831245,0.15215024843375002,0.06861517003963515,0.23224435216002184
40,cg00061413,ENSG00000120137,PANK3,0.4443663199200565,0.47526167989363555,0.4111648823604549,0.5861535892228897,0.535078749410259,0.52180883450253,0.509842768334267,0.5627262677031449,0.6398151040640808,0.6069985093766551,0.5127934318989452,0.5579026665262159,0.6605180824547296,0.39769882512218346
41,cg10498900,ENSG00000120137,PANK3,0.0489945932360078,0.05804737875260054,0.054967409036050664,0.050140176205175024,0.06339936864988575,0.05307747254535794,0.04273327113780108,0.05511518423500906,0.05516039004655374,0.06249516020501603,0.06003265692642508,0.05087661737324987,0.04806933071002173,0.05135379728531736
42,cg00071950,ENSG00000109667,SLC2A9,0.09161282348190235,0.14838522683130725,0.10542877875414912,0.09009742078391741,0.09737098178987406,0.11958912706307004,0.08126792478320316,0.0702462957441697,0.5962718819015927,0.1499721112304518,0.1165478316738581,0.07444566146849196,0.0649697826467934,0.07851173230133608
43,cg09936561,ENSG00000109667,SLC2A9,0.27017114418293775,0.5232145091792022,0.43654808868743755,0.6471243233175986,0.558130819936131,0.5690121985064834,0.3450177448747488,0.341666218058757,0.43981962599385155,0.4882127498858503,0.513874633019578,0.38480347897254014,0.20715832226357353,0.598888352604518
44,cg00073716,ENSG00000286192,AC069288.1,0.07213181485552458,0.06407489297997668,0.0663556608868267,0.07414368164089415,0.06128896756621843,0.07249745759567609,0.07347070419104385,0.06727019577457338,0.06409531850605985,0.10292169132354687,0.0712337355094581,0.0583762427472073,0.06850917201140536,0.06497297295093454
45,cg12932675,ENSG00000286192,AC069288.1,0.9360637967993427,0.8415965941715295,0.9400145787598643,0.9440975092157424,0.8191340833779255,0.6865529286167669,0.9480761254003934,0.9432317135872678,0.9429833175934156,0.8978442344004021,0.7422968798637221,0.9305567464165989,0.9493275825087839,0.9457384620109099
46,cg00073716,ENSG00000122687,MRM2,0.07213181485552458,0.06407489297997668,0.0663556608868267,0.07414368164089415,0.06128896756621843,0.07249745759567609,0.07347070419104385,0.06727019577457338,0.06409531850605985,0.10292169132354687,0.0712337355094581,0.0583762427472073,0.06850917201140536,0.06497297295093454
47,cg00073716,ENSG00000106268,NUDT1,0.07213181485552458,0.06407489297997668,0.0663556608868267,0.07414368164089415,0.06128896756621843,0.07249745759567609,0.07347070419104385,0.06727019577457338,0.06409531850605985,0.10292169132354687,0.0712337355094581,0.0583762427472073,0.06850917201140536,0.06497297295093454
48,cg00074746,ENSG00000285446,Z84488.1,0.9004233874973022,0.6719946570309996,0.7376391472388619,0.6543721794028549,0.6153504440767225,0.7219524111052087,0.8794852588571662,0.8837668747592876,0.5665235891790485,0.684649780078262,0.7072994910331759,0.7930178904630546,0.908443664234465,0.7055990202442891
49,cg00074746,ENSG00000188820,CALHM6,0.9004233874973022,0.6719946570309996,0.7376391472388619,0.6543721794028549,0.6153504440767225,0.7219524111052087,0.8794852588571662,0.8837668747592876,0.5665235891790485,0.684649780078262,0.7072994910331759,0.7930178904630546,0.908443664234465,0.7055990202442891
50,cg00081799,ENSG00000097021,ACOT7,0.8893772461075512,0.9434100757134853,0.9249623512882609,0.9457993130842997,0.9296565713233551,0.9373691834833653,0.9574704944373011,0.9632382827577444,0.953638822180033,0.867922621614545,0.9074511804342574,0.8877522589214508,0.9604995998978786,0.92710808634619
51,cg04354126,ENSG00000097021,ACOT7,0.920892184563574,0.8540985553715524,0.9156129935918719,0.9079175062852917,0.8372201096951194,0.8088094884935121,0.9272362111471983,0.9383356182201447,0.9089555577387914,0.8559966267941577,0.8223894247981459,0.923693777630082,0.9367609240575948,0.9275787051417186
52,cg00082833,ENSG00000187535,IFT140,0.9800807174800302,0.968284648724399,0.9804736322017669,0.979258263069866,0.9670554925916794,0.9075556996939091,0.9559143655203192,0.9836148936549496,0.9693945283960411,0.9663826019021375,0.9622975341428468,0.9820341534000763,0.9563476339845413,0.9793369996071314
53,cg01356115,ENSG00000187535,IFT140,0.855466050979771,0.7893303445842169,0.8417960316954649,0.8222552155081688,0.777747688517622,0.7464268760672645,0.8507831296909422,0.8537750023343368,0.8147447799782533,0.7690444781897522,0.7594736515175735,0.8540367747772546,0.8584903491006884,0.8496242612103343
54,cg08214329,ENSG00000187535,IFT140,0.7970870362387368,0.7606252808369708,0.9415314820118698,0.7682571995284282,0.8517265096467717,0.658653861171024,0.8016466697542756,0.9571530654511654,0.8556414393469861,0.9082030229089655,0.7806298037837188,0.5398806851326811,0.901742177629521,0.950955584399728
55,cg00085493,ENSG00000203709,MIR29B2CHG,0.352790745052446,0.3336199939199346,0.22273273660292472,0.5608301994972293,0.5146922170523113,0.528831820463543,0.4067127361323671,0.6050884652081211,0.6468821966667248,0.5177500661639581,0.5026290592065067,0.09206512965528518,0.5597724890770522,0.6396270449048583
56,cg06852461,ENSG00000203709,MIR29B2CHG,0.4688570701558633,0.48827328704788503,0.49145389810887824,0.5487803727372174,0.5346600288269802,0.5556024292971729,0.34442357665604106,0.5879102484062854,0.49098255659425205,0.43329701572247853,0.5183180813407401,0.3297109999578308,0.7183346149065845,0.5791039369132246
57,cg00090147,ENSG00000136574,GATA4,0.16807168774714418,0.23863746025089624,0.22939963331012087,0.38677794518910447,0.1664370618345062,0.2147667254634593,0.17945804483080402,0.16965623182261602,0.09473879305506538,0.2561180336000178,0.21630131207676234,0.3186056372925126,0.1705209414210912,0.2918478137221209
58,cg00090800,ENSG00000077238,IL4R,0.01868997256081325,0.020625335704919444,0.01981383954138419,0.021318453724521968,0.019625925223458008,0.020038070584207382,0.017787152153327525,0.018115012905802697,0.021004571546294783,0.0,0.01996725205460632,0.02012996502125739,0.01998872931389626,0.022620841253554593
59,cg00090800,ENSG00000274092,AC106739.1,0.01868997256081325,0.020625335704919444,0.01981383954138419,0.021318453724521968,0.019625925223458008,0.020038070584207382,0.017787152153327525,0.018115012905802697,0.021004571546294783,0.0,0.01996725205460632,0.02012996502125739,0.01998872931389626,0.022620841253554593
60,cg00102996,ENSG00000285907,AL161910.1,0.052951793514503936,0.04723003297597156,0.04978587982275485,0.04780864261494145,0.05559286635958387,0.08080900614832949,0.04450059926510547,0.045967719808081384,0.0497043054791262,0.09042237389385788,0.05032785369485311,0.048333199421595155,0.049650432184524994,0.04652977325312794
61,cg02374996,ENSG00000285907,AL161910.1,0.05403827701369593,0.041597787189842965,0.047927690898550354,0.04413497653384356,0.04808160782267803,0.0906310763172902,0.04045329787895231,0.04135967040355772,0.046660447503756856,0.08734333369554845,0.051404553099693585,0.047632138387129104,0.047787897313875415,0.044125129390537796
62,cg00102996,ENSG00000130222,GADD45G,0.052951793514503936,0.04723003297597156,0.04978587982275485,0.04780864261494145,0.05559286635958387,0.08080900614832949,0.04450059926510547,0.045967719808081384,0.0497043054791262,0.09042237389385788,0.05032785369485311,0.048333199421595155,0.049650432184524994,0.04652977325312794
63,cg02374996,ENSG00000130222,GADD45G,0.05403827701369593,0.041597787189842965,0.047927690898550354,0.04413497653384356,0.04808160782267803,0.0906310763172902,0.04045329787895231,0.04135967040355772,0.046660447503756856,0.08734333369554845,0.051404553099693585,0.047632138387129104,0.047787897313875415,0.044125129390537796
64,cg00105470,ENSG00000143793,C1orf35,0.012927132774796698,0.012985747592883281,0.012148197559969782,0.014804757425935396,0.013121564015036715,0.013730363684914662,0.012340801959003965,0.013609141339363733,0.01314905727666581,0.0,0.01344062896533362,0.013408818892189613,0.013422462115216261,0.013534416074007514
65,cg00114159,ENSG00000131149,GSE1,0.90689482426424,0.676345430505374,0.8849229026220459,0.8524379181804725,0.8411423578350479,0.8626109644322674,0.9268869588350193,0.9218337622673618,0.8866963369614156,0.8197635197819406,0.8501568595296004,0.9104978174704145,0.9271610814669011,0.8537349618599067
66,cg07532353,ENSG00000131149,GSE1,0.5079273807441079,0.912002434577659,0.4858964305668266,0.8348080454122722,0.8419562555770028,0.8772619249340334,0.6996353244036227,0.6762779413462303,0.9501148240930434,0.8618395407332266,0.8058940567924074,0.276381726636941,0.7194635812226317,0.19947848103334634
67,cg09391399,ENSG00000131149,GSE1,0.9376186894416082,0.7306158800734549,0.8893534732118916,0.9341982558871397,0.9074010679335636,0.9120768314346704,0.94029702434978,0.9338106714756739,0.9112201342043444,0.8701908817158162,0.911267103382931,0.9420562568066744,0.9438395211538866,0.9275186787049093
68,cg00114159,ENSG00000287787,AC092275.1,0.90689482426424,0.676345430505374,0.8849229026220459,0.8524379181804725,0.8411423578350479,0.8626109644322674,0.9268869588350193,0.9218337622673618,0.8866963369614156,0.8197635197819406,0.8501568595296004,0.9104978174704145,0.9271610814669011,0.8537349618599067
69,cg00114159,ENSG00000179219,LINC00311,0.90689482426424,0.676345430505374,0.8849229026220459,0.8524379181804725,0.8411423578350479,0.8626109644322674,0.9268869588350193,0.9218337622673618,0.8866963369614156,0.8197635197819406,0.8501568595296004,0.9104978174704145,0.9271610814669011,0.8537349618599067
70,cg00118317,ENSG00000227757,AP000282.1,0.135631677831022,0.12059868539362771,0.1630965030944944,0.17347190707827576,0.1317851267105541,0.1437326145508722,0.13140138096897994,0.12502130249782584,0.10908775143660526,0.1752680885411129,0.12413971816148707,0.2581085032847526,0.11546915458204374,0.16588293640198817
71,cg00118966,ENSG00000187862,TTC24,0.9240097591813108,0.890461905175089,0.8873557687047515,0.932812704851556,0.9077264042367613,0.9099939802950373,0.905853870153779,0.9252469874832605,0.7507515110648773,0.866802753101696,0.9149964087710608,0.8907332679875748,0.8662609690478282,0.9331158118254942
72,cg00119896,ENSG00000198286,CARD11,0.2685415836526581,0.13326303644652795,0.4579755974992847,0.2692807732026005,0.2588248274081438,0.2950479596635741,0.22128393937948285,0.21653250405073957,0.19754739496766133,0.2509927128464908,0.23438275322501978,0.5187902493151132,0.1968213488562877,0.5009298954966517
73,cg08373403,ENSG00000198286,CARD11,0.9576260419330012,0.9503391612491465,0.9432328369763779,0.9485700173301125,0.9455921876819143,0.9499419579805659,0.9531803791086502,0.9468215182584981,0.782918915230379,0.9082001433141729,0.952474304995035,0.9480213700223403,0.9544586679185096,0.9544206496993922
74,cg12139305,ENSG00000198286,CARD11,0.88885686879805,0.9009316449891147,0.8329025320456119,0.8735651407346012,0.8427217752805141,0.8427173032461761,0.900808035919697,0.9124139723896173,0.6386627078596867,0.8404742815049524,0.8660964086170342,0.870673775569534,0.9044327173221882,0.7218358379609113
75,cg19014792,ENSG00000198286,CARD11,0.7647611114118398,0.8623098594100848,0.6961779206688564,0.8439670459136692,0.7718013718901326,0.7737019712381824,0.8337805976578601,0.8126037836862929,0.7310141338210906,0.638296037025961,0.7114430795856848,0.8639002811390117,0.6391753396082471,0.7203646614917726
76,cg26937500,ENSG00000198286,CARD11,0.038345095031585244,0.03492371183202208,0.2570626664648287,0.27243918976191556,0.11765744787018849,0.1846593054650563,0.04964520201919418,0.03992909942721265,0.08477037718795048,0.08130242646300043,0.07785744745873237,0.2732807790802865,0.0382004031532349,0.4220981856259751
77,cg00120948,ENSG00000142599,RERE,0.05064175144130742,0.053424951021173735,0.07897011610940881,0.05336203856794184,0.05624626386646508,0.06465410718073564,0.05139970506961468,0.07983707266039432,0.06819678722933908,0.10192248331524016,0.0752355314331538,0.04344947399404357,0.06517701022454656,0.0874157404381084
78,cg18269493,ENSG00000142599,RERE,0.3242601324432427,0.10413526628219946,0.1237214441346679,0.07544564394449811,0.08647086660624678,0.10901381874351243,0.35873658097916555,0.5918109149722969,0.15363961913830215,0.1514682833074653,0.09819538448351749,0.12542320792892442,0.3598475718952865,0.09308457402111511
79,cg23209606,ENSG00000142599,RERE,0.6570863303022416,0.7166231099675066,0.8200702695866317,0.8230886523366034,0.7781238136837599,0.7772166395770355,0.787506704107118,0.8188133520078915,0.8369911044382164,0.6268551328547722,0.7248650777871677,0.8255066891247569,0.31593527488868384,0.701203280994171
80,cg00120948,ENSG00000232912,RERE-AS1,0.05064175144130742,0.053424951021173735,0.07897011610940881,0.05336203856794184,0.05624626386646508,0.06465410718073564,0.05139970506961468,0.07983707266039432,0.06819678722933908,0.10192248331524016,0.0752355314331538,0.04344947399404357,0.06517701022454656,0.0874157404381084
81,cg00121876,ENSG00000112541,PDE10A,0.7955482035468985,0.43508241307959755,0.6107138113705762,0.1972740549249343,0.5200015161635501,0.47739995510209127,0.7301978448976629,0.8525170980283304,0.46994817864056,0.6370875542266686,0.44642890680783176,0.7866435001311246,0.8769817314249774,0.5353790930017821
82,cg08886973,ENSG00000112541,PDE10A,0.06916914317800524,0.15705294737595316,0.22006492472689032,0.5007199785893306,0.31383980342494916,0.33454251540460017,0.08382309529265276,0.07585652516642058,0.06832331713494215,0.18824617737149343,0.14036879326615936,0.20617000110772407,0.05379966700198181,0.23893039401764918
83,cg00126498,ENSG00000111981,ULBP1,0.7115007476165819,0.7419946093085953,0.8009673651167628,0.7295886270863057,0.7180526987850614,0.7003143108025575,0.7717446528645148,0.8092206108417701,0.677843831775174,0.6814965537141249,0.7577505023323117,0.8197995356348072,0.8667972586822859,0.8357396152839844
84,cg11660826,ENSG00000111981,ULBP1,0.05030831135950772,0.3977385378697861,0.4119185600178679,0.4957096968911094,0.4148503821992637,0.29114440805156055,0.14096058483187707,0.163465710591425,0.49322239596798484,0.31774773642954457,0.33097260771800363,0.5448774600115348,0.10182181211357266,0.5097919474796716
85,cg00126657,ENSG00000171483,SSX6P,0.8021742824332528,0.5731692941688495,0.5394376385038105,0.6167925533104858,0.6702613676042447,0.631426218607231,0.7867134733363033,0.8613559593373884,0.3512424165942278,0.5791793365548126,0.6432997437983338,0.6024427281809658,0.7780143745628046,0.6064160217222321
86,cg00127167,ENSG00000250579,CTD-2297D10.2,0.06016402447091266,0.27260827547945493,0.14294935420523805,0.5749341636159949,0.38833351722878323,0.3402304869464829,0.053436305975865225,0.03886641212993268,0.06548027612857164,0.33066204135208976,0.23449556273331687,0.03359685299903797,0.04298338583905685,0.25833388340072533
87,cg00127167,ENSG00000145536,ADAMTS16,0.06016402447091266,0.27260827547945493,0.14294935420523805,0.5749341636159949,0.38833351722878323,0.3402304869464829,0.053436305975865225,0.03886641212993268,0.06548027612857164,0.33066204135208976,0.23449556273331687,0.03359685299903797,0.04298338583905685,0.25833388340072533
88,cg06434454,ENSG00000145536,ADAMTS16,0.9662073044950326,0.4446484314236109,0.8845101390793212,0.8029043124963733,0.6425545518071121,0.6681213107510391,0.9609978338540428,0.9346982860151444,0.9599542407575592,0.7189989644245866,0.7232064143749987,0.9750085499484648,0.9744107562414237,0.9473834247591612
89,cg00128560,ENSG00000140993,TIGD7,0.9518399425748593,0.9398424926675204,0.9514191754166226,0.9472894772979079,0.9383989930009897,0.9448870050414877,0.9529264625171042,0.9436055477614268,0.9367377081673323,0.9030472831648678,0.9426739001867168,0.9458357655994198,0.9506094131796228,0.9489267415321753
90,cg00132888,ENSG00000132932,ATP8A2,0.8696248798280833,0.7439498789755603,0.8581598179628381,0.5921239446204947,0.7774511706994265,0.809678545137129,0.8989791911605639,0.9047514358403811,0.4795837168653998,0.707665603773348,0.8139596477129881,0.9095438336077515,0.9001261751666974,0.7552985377947791
91,cg00133909,ENSG00000103855,CD276,0.06508623936668788,0.05664394500882854,0.06141779219304557,0.06481999767333972,0.059237715425355476,0.07017065412246476,0.059428873692473634,0.05254584101766627,0.05744796398309108,0.11765110418469509,0.07187943034123785,0.05013495232867676,0.05803940490260096,0.057575986022295265
92,cg00140910,ENSG00000079819,EPB41L2,0.04312254254738135,0.04058397791049135,0.04363455860177142,0.04480906307704182,0.039717814878829166,0.043967918024899064,0.03994978782129886,0.041715946617677614,0.04329858798916609,0.09156691827317526,0.04115765347530247,0.03999548697826493,0.042942885982064784,0.04407934273098037
