,lncRNA,num_up_regulated,num_down_regulated,Normal_mean,BLCA_mean,BRCA_mean,COAD_mean,ESCA_mean,HNSC_mean,KIRC_mean,KIRP_mean,LIHC_mean,LUAD_mean,LUSC_mean,PRAD_mean,THCA_mean,UCEC_mean,Normal_std,BLCA_std,BRCA_std,COAD_std,ESCA_std,HNSC_std,KIRC_std,KIRP_std,LIHC_std,LUAD_std,LUSC_std,PRAD_std,THCA_std,UCEC_std,fraction_up_regulated,prolifer,invasi,migrat,growth,methylat,metasta,apoptosis,cell cycle arrest,cell cycle,EMT,immun,cell cycle progression,oncogen,tumor suppress,growth arrest,metaboli,autophag,angiogenesis,prognosis
22,ftx,16.0,3.0,0.17579775374316384,0.11933294518407744,0.409089177654377,0.17876148533247918,0.10299787983290792,0.12013024769083674,0.13606484679993255,0.10946553793910337,0.13785192095494062,0.2504660006049718,0.11037671955220058,0.07625880288947247,0.2314981565760349,0.4625305164419898,0.03927002922147055,0.017879651010612063,0.041052717866464056,0.008960118344390006,0.013701088723153121,0.011752024490102209,0.023843147408649717,0.01831839054560455,0.03702796903738778,0.022814679823807152,0.01518751216972545,0.017160418340518367,0.057294912655417626,0.007020415518677686,0.8421052631578947,22.0,18.0,17.0,13.0,1.0,9.0,6.0,0.0,4.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0
23,hoxc-as3,4.0,0.0,0.2073685820536892,0.29877188214917644,0.217528968579468,0.4607603012917277,0.16023089041687885,0.2359512333059128,0.12845113134298172,0.10774008808561558,0.2921741824422926,0.338774009169416,0.25201037275334115,0.4000738204602203,0.24422330060759684,0.2877656146248898,0.05860895938792916,0.08767743792961959,0.042569026313613326,0.0731896727082523,0.04338752914196157,0.05978675946935781,0.040040620982761316,0.02271155239235609,0.1202040659152864,0.08182607962765004,0.02955961092294365,0.07027563283155525,0.08417739746932894,0.10830086660819772,1.0,6.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,slc7a11-as1,1.0,1.0,0.07708239885571921,0.07961962348372459,0.08458173413888942,0.08018500613960604,0.0723568090269781,0.07612959692991635,0.07673915204046503,0.06988976830642002,0.08602100560255219,0.10821234277089936,0.08678906167741099,0.06788938838418858,0.07129677849414524,0.07928239622811949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,linc00336,1.0,0.0,0.7174473856290778,0.5814654404997035,0.8254767757824262,0.4245379677169029,0.5025065577648905,0.5415059884855952,0.6320315006470345,0.40004848458893455,0.7125513273947349,0.527242411811123,0.6647722169948652,0.8186669847146353,0.5405246920884658,0.6413803830358005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
26,hmga2,0.0,1.0,0.8804561256870651,0.2905688866010164,0.6214342130378827,0.8873376018272343,0.6670327130747634,0.5102992630438042,0.8935070149962047,0.9317003875363572,0.5646260745401488,0.5372802891743402,0.3874217335960581,0.7714299963491065,0.7160527029748468,0.7706443840959719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,hoxd-as2,1.0,0.0,0.1124000640519816,0.18725837059275025,0.3827024918447598,0.19144848279716734,0.4465386757265596,0.3774896863465436,0.11957325772360615,0.14577915930179705,0.27803811533181944,0.40860320557132496,0.4239916342644309,0.3792328038284457,0.14156834915774405,0.2004055858671102,0.08077258558603978,0.15998394268075591,0.15998987826984878,0.21204759942634646,0.1680991696183258,0.17364895987758167,0.17573225434264936,0.2304074525214501,0.12824193980251986,0.10263174086881978,0.1440793051149078,0.3622611602760083,0.10073814012234224,0.1564139266848467,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,nr2f1-as1,4.0,1.0,0.3573925441672412,0.1996605836366097,0.5256473623613379,0.573688755326335,0.34407617561824955,0.2830687331319145,0.25588006688649284,0.4998435893044118,0.611750898502033,0.21954202907465112,0.2005397595513488,0.6746506597312889,0.14471439747820156,0.38186572284187614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.0,5.0,8.0,3.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
29,linc02595,1.0,0.0,0.12554260650484156,0.057780097059353636,0.4864371201544997,0.10671065340330628,0.033824344872661664,0.05424788664646643,0.0743316686188465,0.04971225320293381,0.07606871975132971,0.17849936599885374,0.05083770760282713,0.02921759125755943,0.2433589631240486,0.5011645192366022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
30,mef2c-as1,0.0,1.0,0.8217909162483409,0.30069234038576576,0.6806133943438899,0.4850849245019572,0.32370969138583144,0.19794682635572086,0.6892354657108286,0.8014813117499721,0.2803790128571648,0.6056114632208041,0.2836931810695242,0.8432021071163873,0.8842206868280087,0.677739842176327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,pfkfb1,0.0,1.0,0.6695869252378729,0.6068815574279556,0.5596107403719515,0.5967394906562848,0.6396621975863159,0.6061700369854515,0.5559591345506301,0.4975618870825183,0.3906047235707256,0.5684260139344183,0.6016031291832662,0.8923286687012357,0.6884046692374409,0.5741783665701383,0.07149446757566685,0.2028569960185828,0.17929552527359233,0.23839424222652525,0.19781309788057955,0.1823027402530358,0.1897716361391189,0.2601782555822091,0.13832094300742864,0.14402591701141773,0.1871902311151266,0.03174972249361563,0.12958306742634867,0.1666620144052518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,sstr5-as1,2.0,2.0,0.20035476983005127,0.1960828040850052,0.20355228679795973,0.1869776556832228,0.18537535430220034,0.205884223007466,0.3342829386009881,0.3793709569143921,0.1952570686264036,0.20841232691637332,0.16786917619923866,0.15457724054159705,0.11424129510539938,0.16161811057796094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,vim-as1,1.0,0.0,0.0805440502152857,0.2965065402829453,0.12440040836739018,0.1400457084309554,0.09404456697434246,0.07477491414730415,0.0370065524315062,0.03508005672468692,0.4354028878693355,0.09050907505293516,0.045400015579437285,0.20025427114724773,0.035491915291156154,0.03988482280863447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,casc15,23.0,1.0,0.6744978991826627,0.554896352813176,0.8633428237253525,0.7560933467788493,0.6703884067103811,0.6628116387849982,0.4971303393675066,0.3433694545958562,0.5940534235656745,0.580531173946978,0.7704530695964797,0.8933117923246437,0.40693845664396816,0.6510592258564577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,38.0,35.0,28.0,12.0,1.0,17.0,17.0,2.0,5.0,8.0,4.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0
35,mir7-3hg,1.0,0.0,0.8990730748860082,0.889621624397853,0.9316687000655638,0.9292535179248882,0.8957855473550925,0.9154071205322142,0.9196725222537592,0.9067614013158558,0.8834075573427828,0.8621247406610967,0.8930854255721469,0.9111764929702788,0.9113759899932758,0.9006919408202656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,linc00461,10.0,0.0,0.01708653020671421,0.056369481609116326,0.02814518846211263,0.03915773884612517,0.05605637354015781,0.04410963392669432,0.01611017560494055,0.020463669037952555,0.021229449932807273,0.030408552756043337,0.03234875289578198,0.04563752027276848,0.02037249333207026,0.019004546386646143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10.0,14.0,3.0,0.0,5.0,6.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37,hoxa-as2,26.0,0.0,0.3393223763730224,0.6126969247823356,0.5948685566377974,0.24927174620586245,0.43465886481387495,0.6289188770745546,0.315512262163283,0.2157455444799182,0.30044011411765403,0.5116612065692878,0.6557444493036928,0.552209326760297,0.2502673530264093,0.4186067580280982,0.16336293004312935,0.3724370740274786,0.17482256983908012,0.09678123959720368,0.16335163701657046,0.2408353347783067,0.1163097601024873,0.04920490288741653,0.06992349049273716,0.027401189628887827,0.18609015393518075,0.35683825025548205,0.11573527779460115,0.0674636083045457,1.0,32.0,27.0,22.0,15.0,3.0,8.0,25.0,0.0,4.0,8.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0
38,linc00880,1.0,0.0,0.7715846875312405,0.7971972741574441,0.696080508710866,0.4631650739069718,0.8893738447254451,0.9819096188867596,0.9606539524892516,0.9578036458515948,0.4627376076469628,0.6043063078847828,0.9517034002249956,0.4028633670519981,0.7677675305751653,0.9220281378375944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,prox1-as1,2.0,0.0,0.21424085267235612,0.1950551383422996,0.26703834382573977,0.2502256431787029,0.34135194533261703,0.386414398964945,0.3139063322060014,0.2687335639252569,0.08511411370731273,0.3461562508824918,0.31026495973964874,0.21041168559713214,0.4491253196848457,0.4611137691932784,0.08181825005250955,0.09754882974561783,0.07420935318230118,0.12436793621255356,0.026168469543893152,0.013021950274764466,0.08966306266968324,0.13304510366998448,0.00220617981805845,0.05135465711964682,0.06767354097726097,0.019595474821514428,0.3447866453385165,0.1632855456789875,1.0,7.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
40,lmcd1-as1,2.0,1.0,0.8930252381217108,0.8670802321844091,0.8740485981132624,0.7817659327550915,0.8546281661633529,0.9095662721029192,0.7657554572174021,0.5689289205131336,0.8550074463522864,0.8163742306942539,0.8956188656074686,0.8947962167237798,0.9297881752621484,0.8770110645457039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,linc00511,26.0,1.0,0.5962704945174419,0.8425450032171671,0.9070550010041204,0.92723117958112,0.9341819600918791,0.9237920629624232,0.31460696167131724,0.17721027549736987,0.8352931254414535,0.5693746480805983,0.7984997768497701,0.8475674696175722,0.4852289206838814,0.11686957262083678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629628,51.0,34.0,22.0,20.0,5.0,20.0,30.0,3.0,11.0,4.0,5.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0
42,linc00683,0.0,1.0,0.16967024535117578,0.16076719202460799,0.1963977761629488,0.20596310570137946,0.22361993930261764,0.24618447536915164,0.15269482617827027,0.2192945390643036,0.1279447642471196,0.2704803792180808,0.2439279939311817,0.2737180633947585,0.2714997416858457,0.1826963654800736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,dapk1,1.0,0.0,0.31455095515277715,0.1880240718522554,0.5895697814577598,0.5681836053397568,0.33859744436773825,0.5886253928819846,0.1793090880488177,0.1274442038539654,0.15189266860346504,0.27254579096843323,0.3812227862415034,0.5869229864875991,0.4969344497900637,0.3212373877884988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,kcnk15-as1,1.0,0.0,0.07047403741340866,0.07101852606602149,0.07201406607078223,0.09413707287409644,0.0777143141598523,0.07888665815948225,0.08055022742387327,0.08461882923995546,0.11336928531201235,0.11493540395137924,0.06758341736932726,0.07276692676096913,0.07151408767256613,0.07660695118360343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,zfas1,53.0,6.0,0.03672974722957487,0.03379367445525973,0.03992371283122215,0.033685745844919485,0.031200674822317163,0.03432583497244307,0.03479438669481909,0.031522124764430684,0.038180397026258264,0.044795644130064136,0.035832268531259294,0.03538789463524049,0.03493163635661516,0.041337819763171316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8983050847457628,69.0,48.0,41.0,24.0,0.0,36.0,37.0,1.0,18.0,10.0,7.0,6.0,46.0,13.0,0.0,0.0,0.0,2.0,3.0
46,ap003555.2,1.0,0.0,0.14832459039417062,0.21762399152899486,0.3141181059723149,0.4657026479006929,0.2829785798535373,0.396443164538108,0.14209533772494534,0.15402166551542634,0.1712544299106957,0.3474554331836812,0.2983696795915503,0.3428330843401449,0.2152297443849769,0.370903798482258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,pvt1,166.0,8.0,0.6869896499783703,0.2802283318134243,0.40581991772117343,0.765177200384489,0.6858616632671981,0.6259176015986402,0.5811023402578432,0.8049802737122419,0.820145305775145,0.6536288779472252,0.6423599470626976,0.743351282169213,0.8228146636850941,0.775524232272473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9540229885057472,79.0,49.0,43.0,25.0,5.0,23.0,42.0,2.0,10.0,4.0,8.0,3.0,12.0,2.0,0.0,3.0,4.0,4.0,11.0
48,znf674-as1,0.0,1.0,0.12820979596510085,0.07032589534547162,0.3645094680842949,0.1341261452710319,0.052125406069115664,0.07620600442344322,0.08773571337982967,0.0685069955589186,0.07575445534648519,0.19163842045729235,0.07099199270604431,0.034165129144917185,0.19713660189636,0.4323204807282344,0.00214337066517091,0.0027247355485268197,0.028675943998348524,0.009301337299962846,0.0008388710078192188,0.001464200570533425,0.0009617961365168264,0.0011073932050535973,0.0036711603703818148,0.01112974791306072,0.003923171496302717,0.002556731905617959,0.012182738306403164,0.016430833627163466,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,gab2,1.0,0.0,0.8426932446052896,0.7835525826507088,0.8813542896599931,0.8864194694430425,0.7786161368454309,0.6382719813690922,0.8042190840530483,0.8760000381970806,0.8477411919516857,0.8117626745119795,0.7685349408920359,0.8565880609490617,0.9087928189042948,0.8782866973915366,0.05725675721905432,0.005934635194106031,0.002439139912516097,0.015391292633754994,0.0019171918197794515,0.006193933323179025,0.08943542622273443,0.02134869198089928,0.021881100555593117,0.0027416149112709513,0.008933513965398487,0.0037594159191213774,0.002493958173197253,0.009787145961085151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,linc01121,2.0,0.0,0.8826885276592891,0.8475309785018935,0.8830532297340026,0.8696409328512594,0.8422976381631311,0.8239315051803653,0.8765212720354265,0.8756776526069909,0.8591940074825901,0.8222130589246271,0.8453812866324644,0.8643465646467743,0.8715926270462391,0.8600928608020552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,snhg14,22.0,1.0,0.5610471204240892,0.4389249198751449,0.5039271192620498,0.4096230289027484,0.3326360367791775,0.4018450022159469,0.5389979690565591,0.5317111165018298,0.4589787300968261,0.5096017989511138,0.4447029699861225,0.5239527504025295,0.5562007314542442,0.5127428790900858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,40.0,33.0,26.0,10.0,1.0,17.0,24.0,2.0,4.0,8.0,7.0,2.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0
52,jpx,2.0,4.0,0.6912745979148418,0.4777498817953226,0.5688673417297831,0.6106338774312251,0.436024853161116,0.494248211740177,0.8106012404233751,0.8022015930978732,0.4099909020121926,0.6366219094210971,0.4642852294292206,0.5606448148041608,0.8623838919200922,0.64889733511044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,8.0,5.0,5.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
53,linc01006,1.0,1.0,0.5556188100540368,0.4501119863414444,0.4980285843820478,0.6902031012901577,0.5903375049271639,0.5610366845745198,0.5327686227892219,0.5289957749308982,0.5818289589417885,0.5287379314630041,0.5729435078694599,0.6990596134282085,0.5610133439386985,0.5206305045446517,0.34971791906534844,0.1908182543492632,0.29921378904559026,0.1946599438317722,0.1893671466129221,0.16926009562613595,0.36764912287568985,0.3797167004796213,0.273558836750648,0.2453370086520716,0.24967034059669596,0.20204623272461905,0.3505288257613439,0.35424470024588056,0.5,3.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,tarid,0.0,1.0,0.17140006047410233,0.1770521624536471,0.08455849561481718,0.15703071148788925,0.16688583496366824,0.0786102841614372,0.20098523959830145,0.10788698976350976,0.0627976669830125,0.260303370532212,0.19277152524157992,0.1869900303066661,0.055077863080458436,0.1068736728168099,0.02718393280991635,0.01342367728296362,0.03116861022493712,0.0094529942818328,0.002658581596598541,0.017544656627536428,0.029536165029800807,0.023308576157048504,0.010204210517465671,0.00940553529329366,0.0037147309662303313,0.018833812265681583,0.014943872575561894,0.017682810490481156,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,upk1a-as1,0.0,1.0,0.08074556764333601,0.2032981054407124,0.060454549540487075,0.07705972366646847,0.06171496133944247,0.06866488406946873,0.07190559310960251,0.06627676397136832,0.06638843495896027,0.09628980535252812,0.06969965077925425,0.2107620532303738,0.07820880623812686,0.06102179232414975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,zeb1-as1,37.0,0.0,0.2169849000665044,0.11636169901567545,0.10881256575201344,0.2034822747522732,0.15422372278361893,0.1643331472477761,0.13876372170679888,0.0781833574809481,0.11583591474347076,0.2410832960215716,0.15830570946480113,0.14376237538095235,0.1367040384030025,0.10505365791332573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,34.0,32.0,17.0,5.0,33.0,19.0,0.0,4.0,13.0,5.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0
57,magi2-as3,4.0,10.0,0.5350486904365916,0.6137623183242993,0.6442522760901153,0.6384430851004547,0.6046733903736592,0.6317690103000846,0.5312667538110911,0.4888122231593649,0.5435406894161572,,0.6034510362550848,0.449754550269479,0.6857906853164384,0.6858279160103199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2857142857142857,16.0,15.0,18.0,6.0,2.0,7.0,6.0,0.0,3.0,1.0,3.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0
58,oip5-as1,24.0,3.0,0.04669127495134627,0.04222574659396193,0.041784690575707086,0.04541593363197536,0.04235975717276212,0.04667739232244038,0.04378961127504635,0.04407446383780498,0.04288789237209782,0.07466218099800409,0.041624276344720434,0.04057291941402373,0.04309460126685249,0.04183574457500745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,37.0,23.0,22.0,23.0,2.0,10.0,25.0,4.0,4.0,4.0,6.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0
59,rpsap52,2.0,0.0,0.9098442645749332,0.6688446782891015,0.6490350952784293,0.8875821233104116,0.8500097008576935,0.9019822648595496,0.9008302549933164,0.9149192506632208,0.5270090222540774,0.6666034135900818,0.8800662850535299,0.6904713720878815,0.9308692835113481,0.8897402472546271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,krt7,1.0,0.0,0.2946589542821673,0.2049582228955828,0.2646126139278633,0.4741225573658483,0.28103855461569605,0.3776557848310838,0.23041488172429325,0.1438772196160577,0.2623997456484013,0.27245534677462024,0.3884589202134849,0.5980991368664961,0.21104676587443874,0.2462075299530237,0.18804305953433004,0.1165577160193784,0.14561502989834546,0.1308363131986849,0.04394220803299982,0.058516985661229086,0.072283701448075,0.05966004402272919,0.15231451158674153,0.15603814905920366,0.051907620360804985,0.05816703743586665,0.17061177481157455,0.08897707210423271,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,pdcd4-as1,0.0,1.0,0.7719004941932146,0.8225320301801501,0.4262853432168119,0.8884063449217539,0.8214129317300953,0.7918938865418699,0.8349912643783892,0.9066847276320741,0.8544782204432795,0.7864587335869013,0.800141198952873,0.875556404881603,0.8518490541090088,0.7642548755795816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
62,ptcsc2,0.0,2.0,0.18561518689157366,0.5383988618935691,0.5141977088794386,0.6934981930120233,0.3860061683873918,0.1844811082466411,0.2255709928010201,0.2338697391848384,0.4216294147756184,0.4002369618827605,0.19283427378022666,0.5485373881135714,0.07176072624045979,0.5664573043920856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
63,gata3-as1,1.0,0.0,0.02541225157795083,0.02009238011134988,0.02117870284945764,0.07713586062231925,0.0424840912938026,0.04006953503786859,0.031080645247188475,0.02786217605156706,0.04997962706531256,0.11790866856790022,0.037739551600199546,0.022974577339143803,0.020534168741458855,0.021573905140524024,0.005612412096867346,0.0027975598582171807,0.003155933082706175,0.003733243097340938,0.0007746694887309398,0.0005004525196233324,0.0023528104037804642,0.007684829439490555,0.009334071926646318,0.011174836050829695,0.00014256359445428968,0.0034143663473874997,0.002415387923267103,0.0035946534662605195,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,kcna3,0.0,1.0,0.07012814659096603,0.4121697944062392,0.1415534284935127,0.6393373796741797,0.3898848962601028,0.3614228124124452,0.10765647255651024,0.06539287248707931,0.19716870106061848,0.1704402778277724,0.1254178361393953,0.13144841943505428,0.0606833141442208,0.21955556931633155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,hhip-as1,0.0,1.0,0.046949514710899566,0.1001291912998772,0.070621847270675,0.13441872927267626,0.12470610610777184,0.0967602101493035,0.04394291217531293,0.0306622589164868,0.08355511105086573,0.0784583482981794,0.03941091546271765,0.1576813631181021,0.05033017994733873,0.029563714243753886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,inhba-as1,2.0,0.0,0.052556669439945,0.059537136148760876,0.06110310037537325,0.08798203540397835,0.1113820882708438,0.08479736153179603,0.05714571304759425,0.045819752545927885,0.052149574807817976,0.1027590551803099,0.08124760836241664,0.04654256411497352,0.04779301276662785,0.04559594592634147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,cahm,0.0,2.0,0.04798658457145249,0.041970571851049764,0.0491342973292092,0.29249078416669283,0.06319936112134023,0.04531975783786982,0.04377099551046478,0.03970187698519829,0.04229240743769819,0.07545107461750511,0.04249655675927731,0.04041142932046808,0.04555778856299096,0.04872934282414005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
